source_dataset,source_dataset_id,program_year,program_type,ce_id,ce_name,county,region,claim_date,total_meals,reimbursement_amount,reimbursement_per_meal,data_quality_flags
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00671,GODLEY ISD,JOHNSON,2,2019-06-01T00:00:00.000,1482,4360.23,2.942125506072874,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00677,KARNES CITY ISD,KARNES,4,2019-06-01T00:00:00.000,2313,6774.82,2.929018590575011,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00677,KARNES CITY ISD,KARNES,4,2019-07-01T00:00:00.000,400,1260.9,3.1522500000000004,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00679,RUNGE ISD,KARNES,4,2019-06-01T00:00:00.000,383,1073.37,2.8025326370757178,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00681,CRANDALL ISD,KAUFMAN,2,2019-06-01T00:00:00.000,6386,19367.27,3.032770122142186,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00681,CRANDALL ISD,KAUFMAN,2,2019-07-01T00:00:00.000,1734,5332.96,3.075524798154556,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00683,KAUFMAN ISD,KAUFMAN,2,2019-06-01T00:00:00.000,6180,17747.7,2.8717961165048544,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00694,INGRAM ISD,KERR,4,2019-06-01T00:00:00.000,1574,4455.86,2.830914866581957,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00698,KINGSVILLE ISD,KLEBERG,5,2019-06-01T00:00:00.000,11423,30840.07,2.6998222883655782,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00707,PARIS ISD,LAMAR,2,2019-06-01T00:00:00.000,9476,29404.89,3.103090966652596,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00707,PARIS ISD,LAMAR,2,2019-07-01T00:00:00.000,6573,21259.6,3.2343830823064046,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00707,PARIS ISD,LAMAR,2,2019-08-01T00:00:00.000,11,38.5,3.5,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00715,LAMPASAS ISD,LAMPASAS,2,2019-05-01T00:00:00.000,358,976.12,2.7265921787709497,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00715,LAMPASAS ISD,LAMPASAS,2,2019-06-01T00:00:00.000,5144,14770.66,2.8714346811819595,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00715,LAMPASAS ISD,LAMPASAS,2,2019-07-01T00:00:00.000,1777,5418.7,3.049352841868317,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00716,LOMETA ISD,LAMPASAS,2,2019-05-01T00:00:00.000,258,749.62,2.9055038759689924,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00716,LOMETA ISD,LAMPASAS,2,2019-06-01T00:00:00.000,1311,3761.79,2.869405034324943,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00716,LOMETA ISD,LAMPASAS,2,2019-07-01T00:00:00.000,79,238.8,3.0227848101265824,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00717,COTULLA ISD,LA SALLE,4,2019-06-01T00:00:00.000,7360,20737.9,2.8176494565217394,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00717,COTULLA ISD,LA SALLE,4,2019-07-01T00:00:00.000,3009,8979.3,2.984147557328016,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00726,DIME BOX ISD,LEE,4,2019-06-01T00:00:00.000,175,593.25,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00736,HULL-DAISETTA ISD,LIBERTY,3,2019-06-01T00:00:00.000,3318,9176.77,2.7657534659433396,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00736,HULL-DAISETTA ISD,LIBERTY,3,2019-07-01T00:00:00.000,833,2327.9,2.7945978391356543,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00737,LIBERTY ISD,LIBERTY,3,2019-06-01T00:00:00.000,2136,6118.54,2.8644850187265916,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00737,LIBERTY ISD,LIBERTY,3,2019-07-01T00:00:00.000,2490,6984.7,2.805100401606426,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00741,MEXIA ISD,LIMESTONE,2,2019-06-01T00:00:00.000,5504,15377.46,2.7938699127906976,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00741,MEXIA ISD,LIMESTONE,2,2019-07-01T00:00:00.000,1387,3766.82,2.7158038932948814,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00746,GEORGE WEST ISD,LIVE OAK,5,2019-06-01T00:00:00.000,1237,3340.63,2.7005901374292645,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00747,THREE RIVERS ISD,LIVE OAK,5,2019-06-01T00:00:00.000,1746,5260.19,3.0127090492554407,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00748,LLANO ISD,LLANO,4,2019-06-01T00:00:00.000,1011,3427.29,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00751,LUBBOCK ISD,LUBBOCK,1,2019-05-01T00:00:00.000,260,783.9,3.015,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00751,LUBBOCK ISD,LUBBOCK,1,2019-06-01T00:00:00.000,15881,48574.44,3.0586512184371264,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00751,LUBBOCK ISD,LUBBOCK,1,2019-07-01T00:00:00.000,9616,30478.8,3.1695923460898503,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00751,LUBBOCK ISD,LUBBOCK,1,2019-08-01T00:00:00.000,525,1707.5,3.2523809523809524,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00755,FRENSHIP ISD,LUBBOCK,1,2019-06-01T00:00:00.000,4932,15569.48,3.1568288726682887,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00755,FRENSHIP ISD,LUBBOCK,1,2019-07-01T00:00:00.000,1711,5988.5,3.5,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00755,FRENSHIP ISD,LUBBOCK,1,2019-08-01T00:00:00.000,147,514.5,3.5,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00763,MADISONVILLE CONS ISD,MADISON,3,2019-06-01T00:00:00.000,4923,13911.47,2.8258114970546413,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00763,MADISONVILLE CONS ISD,MADISON,3,2019-07-01T00:00:00.000,54,146.1,2.7055555555555553,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00770,TIDEHAVEN ISD,MATAGORDA,3,2019-06-01T00:00:00.000,631,932.14,1.477242472266244,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00773,VAN VLECK ISD,MATAGORDA,3,2019-05-01T00:00:00.000,32,29.12,0.91,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00773,VAN VLECK ISD,MATAGORDA,3,2019-06-01T00:00:00.000,80,72.8,0.9099999999999999,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00775,BRADY ISD,MCCULLOCH,4,2019-06-01T00:00:00.000,2724,7555.61,2.7737187958883993,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00775,BRADY ISD,MCCULLOCH,4,2019-07-01T00:00:00.000,794,2268.1,2.856549118387909,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00778,ECONOMIC OPPORTUNITIES ADVANCEMENT CORP of PLANNING REGION XII,MCLENNAN,2,2019-06-01T00:00:00.000,595,1715.8,2.8836974789915963,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00782,MIDWAY ISD-WACO,MCLENNAN,2,2019-06-01T00:00:00.000,2410,6982.72,2.897394190871369,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00782,MIDWAY ISD-WACO,MCLENNAN,2,2019-07-01T00:00:00.000,60,194.72,3.2453333333333334,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00783,LA VEGA ISD,MCLENNAN,2,2019-06-01T00:00:00.000,8776,26586.89,3.029499772105743,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00783,LA VEGA ISD,MCLENNAN,2,2019-07-01T00:00:00.000,2383,7932.3,3.3287033151489718,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00785,MART ISD,MCLENNAN,2,2019-06-01T00:00:00.000,1096,3021.69,2.757016423357664,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00786,MCGREGOR ISD,MCLENNAN,2,2019-06-01T00:00:00.000,2683,6809.12,2.537875512486023,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00787,MOODY ISD,MCLENNAN,2,2019-06-01T00:00:00.000,963,2724.57,2.829252336448598,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00787,MOODY ISD,MCLENNAN,2,2019-07-01T00:00:00.000,524,1498.6,2.859923664122137,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00787,MOODY ISD,MCLENNAN,2,2019-08-01T00:00:00.000,955,2680.8,2.8071204188481675,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00794,CONNALLY ISD,MCLENNAN,2,2019-06-01T00:00:00.000,3282,9475.98,2.887257769652651,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00794,CONNALLY ISD,MCLENNAN,2,2019-07-01T00:00:00.000,449,1394.7,3.106236080178174,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00794,CONNALLY ISD,MCLENNAN,2,2019-08-01T00:00:00.000,22,58.8,2.6727272727272724,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00800,DEVINE ISD,MEDINA,4,2019-06-01T00:00:00.000,545,1628.8,2.988623853211009,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00809,CAMERON ISD,MILAM,2,2019-06-01T00:00:00.000,1337,4532.43,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00809,CAMERON ISD,MILAM,2,2019-07-01T00:00:00.000,701,2453.5,3.5,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00809,CAMERON ISD,MILAM,2,2019-08-01T00:00:00.000,51,178.5,3.5,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00812,ROCKDALE ISD,MILAM,2,2019-05-01T00:00:00.000,313,892.32,2.8508626198083067,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00812,ROCKDALE ISD,MILAM,2,2019-06-01T00:00:00.000,2941,8459.99,2.876569194151649,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00814,BUCKHOLTS ISD,MILAM,2,2019-06-01T00:00:00.000,764,2179.96,2.8533507853403144,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00822,BOWIE ISD,MONTAGUE,2,2019-06-01T00:00:00.000,530,1545.45,2.915943396226415,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00823,NOCONA ISD,MONTAGUE,2,2019-07-01T00:00:00.000,918,2949.1,3.2125272331154684,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00823,NOCONA ISD,MONTAGUE,2,2019-08-01T00:00:00.000,44,154.0,3.5,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00829,"TEXAS SERENITY ACADEMY (CONROE,TX)",MONTGOMERY,3,2019-06-01T00:00:00.000,367,1244.13,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00832,WILLIS ISD,MONTGOMERY,3,2019-06-01T00:00:00.000,2224,6520.61,2.931928956834532,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00832,WILLIS ISD,MONTGOMERY,3,2019-07-01T00:00:00.000,243,697.1,2.868724279835391,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00834,SPLENDORA ISD,MONTGOMERY,3,2019-06-01T00:00:00.000,2839,8071.71,2.843152518492427,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00835,NEW CANEY ISD,MONTGOMERY,3,2019-06-01T00:00:00.000,11251,31022.14,2.757278464136521,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00835,NEW CANEY ISD,MONTGOMERY,3,2019-07-01T00:00:00.000,288,820.8,2.8499999999999996,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00837,SUNRAY ISD,MOORE,1,2019-05-01T00:00:00.000,28,94.92,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00837,SUNRAY ISD,MOORE,1,2019-06-01T00:00:00.000,765,2512.1,3.2837908496732027,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00838,DAINGERFIELD-LONE STAR ISD,MORRIS,2,2019-06-01T00:00:00.000,2244,6933.41,3.0897549019607844,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00838,DAINGERFIELD-LONE STAR ISD,MORRIS,2,2019-07-01T00:00:00.000,327,975.5,2.9831804281345566,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00839,PEWITT CONS ISD,MORRIS,2,2019-06-01T00:00:00.000,766,2215.49,2.8922845953002607,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00852,DAWSON ISD,NAVARRO,2,2019-06-01T00:00:00.000,2776,7976.89,2.873519452449568,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00852,DAWSON ISD,NAVARRO,2,2019-07-01T00:00:00.000,1640,4911.9,2.9950609756097557,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00854,KERENS ISD,NAVARRO,2,2019-06-01T00:00:00.000,1181,3403.59,2.8819559695173584,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00856,RICE ISD,NAVARRO,2,2019-06-01T00:00:00.000,2479,7266.31,2.931145623235176,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00857,BURKEVILLE ISD,NEWTON,3,2019-06-01T00:00:00.000,827,2803.53,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00857,BURKEVILLE ISD,NEWTON,3,2019-07-01T00:00:00.000,78,273.0,3.5,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00858,NEWTON ISD,NEWTON,3,2019-05-01T00:00:00.000,2634,7536.76,2.861336370539104,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00866,AGUA DULCE ISD,NUECES,5,2019-06-01T00:00:00.000,917,2679.88,2.922442748091603,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00868,CALALLEN ISD,NUECES,5,2019-06-01T00:00:00.000,4557,13188.6,2.8941408821593155,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00868,CALALLEN ISD,NUECES,5,2019-07-01T00:00:00.000,2222,6430.8,2.894149414941494,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00868,CALALLEN ISD,NUECES,5,2019-08-01T00:00:00.000,174,509.52,2.9282758620689653,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00869,CORPUS CHRISTI ISD,NUECES,5,2019-06-01T00:00:00.000,47170,135099.8,2.8641043035827853,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00869,CORPUS CHRISTI ISD,NUECES,5,2019-07-01T00:00:00.000,20867,59775.6,2.8645996070350312,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00869,CORPUS CHRISTI ISD,NUECES,5,2019-08-01T00:00:00.000,2451,5889.8,2.4030191758465933,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00870,DRISCOLL ISD,NUECES,5,2019-06-01T00:00:00.000,2288,6471.32,2.828374125874126,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00876,FLOUR BLUFF ISD,NUECES,5,2019-06-01T00:00:00.000,8559,24772.51,2.894322934922304,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00876,FLOUR BLUFF ISD,NUECES,5,2019-07-01T00:00:00.000,4026,12098.1,3.0049925484351716,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00876,FLOUR BLUFF ISD,NUECES,5,2019-08-01T00:00:00.000,249,693.4,2.784738955823293,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00877,WEST OSO ISD,NUECES,5,2019-06-01T00:00:00.000,8942,25009.63,2.79687206441512,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00877,WEST OSO ISD,NUECES,5,2019-07-01T00:00:00.000,504,1454.6,2.886111111111111,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00885,VIDOR ISD,ORANGE,3,2019-06-01T00:00:00.000,4662,13966.68,2.995855855855856,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00887,GORDON ISD,PALO PINTO,2,2019-06-01T00:00:00.000,94,318.66,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00888,GRAFORD ISD,PALO PINTO,2,2019-06-01T00:00:00.000,566,1918.74,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00889,MINERAL WELLS ISD,PALO PINTO,2,2019-05-01T00:00:00.000,1178,3543.42,3.0079966044142616,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00889,MINERAL WELLS ISD,PALO PINTO,2,2019-06-01T00:00:00.000,10569,30333.91,2.870083262371085,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00889,MINERAL WELLS ISD,PALO PINTO,2,2019-07-01T00:00:00.000,2526,8185.8,3.24061757719715,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00898,SPRINGTOWN ISD,PARKER,2,2019-06-01T00:00:00.000,750,2190.0,2.92,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00899,WEATHERFORD ISD,PARKER,2,2019-06-01T00:00:00.000,6767,20776.38,3.07024974139205,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00899,WEATHERFORD ISD,PARKER,2,2019-07-01T00:00:00.000,4825,15789.0,3.2723316062176164,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00910,FORT STOCKTON ISD,PECOS,1,2019-06-01T00:00:00.000,3405,9811.3,2.88143906020558,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00916,LIVINGSTON ISD,POLK,3,2019-06-01T00:00:00.000,3788,10455.07,2.760050158394931,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00916,LIVINGSTON ISD,POLK,3,2019-07-01T00:00:00.000,664,1497.2,2.254819277108434,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00917,ONALASKA ISD,POLK,3,2019-06-01T00:00:00.000,2837,8201.18,2.89079309129362,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00922,MARFA ISD,PRESIDIO,1,2019-06-01T00:00:00.000,1262,3515.68,2.7858003169572108,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00927,HILL COUNTRY YOUTH RANCH,REAL,4,2019-06-01T00:00:00.000,1565,4319.1,2.7598083067092656,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00927,HILL COUNTRY YOUTH RANCH,REAL,4,2019-07-01T00:00:00.000,2940,8243.8,2.8040136054421767,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00927,HILL COUNTRY YOUTH RANCH,REAL,4,2019-08-01T00:00:00.000,819,2376.4,2.9015873015873015,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00928,LEAKEY ISD,REAL,4,2019-06-01T00:00:00.000,92,289.38,3.1454347826086955,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00932,DETROIT ISD,RED RIVER,2,2019-05-01T00:00:00.000,43,145.77,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00932,DETROIT ISD,RED RIVER,2,2019-06-01T00:00:00.000,123,416.97,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00937,REFUGIO ISD,REFUGIO,5,2019-07-01T00:00:00.000,2985,8507.9,2.850217755443886,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00944,ROCKWALL ISD,ROCKWALL,2,2019-06-01T00:00:00.000,7084,21452.44,3.028294748729531,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00944,ROCKWALL ISD,ROCKWALL,2,2019-07-01T00:00:00.000,4363,15045.0,3.448315379326152,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00944,ROCKWALL ISD,ROCKWALL,2,2019-08-01T00:00:00.000,331,1151.88,3.4800000000000004,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00946,BALLINGER ISD,RUNNELS,1,2019-06-01T00:00:00.000,1146,3263.69,2.847897033158813,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00950,HENDERSON ISD,RUSK,2,2019-06-01T00:00:00.000,10103,27569.12,2.728805305354845,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00950,HENDERSON ISD,RUSK,2,2019-07-01T00:00:00.000,5050,14341.84,2.8399683168316834,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00954,OVERTON ISD,RUSK,2,2019-05-01T00:00:00.000,61,206.79,3.3899999999999997,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00954,OVERTON ISD,RUSK,2,2019-06-01T00:00:00.000,781,2647.59,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00958,HEMPHILL ISD,SABINE,3,2019-06-01T00:00:00.000,1775,5183.65,2.9203661971830983,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00958,HEMPHILL ISD,SABINE,3,2019-07-01T00:00:00.000,275,774.92,2.817890909090909,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00959,WEST SABINE ISD,SABINE,3,2019-05-01T00:00:00.000,20,67.8,3.3899999999999997,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00959,WEST SABINE ISD,SABINE,3,2019-06-01T00:00:00.000,1347,4566.33,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00960,SAN AUGUSTINE ISD,SAN AUGUSTINE,3,2019-06-01T00:00:00.000,3054,8728.06,2.8579109364767517,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00960,SAN AUGUSTINE ISD,SAN AUGUSTINE,3,2019-07-01T00:00:00.000,2429,7344.5,3.0236722931247426,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00960,SAN AUGUSTINE ISD,SAN AUGUSTINE,3,2019-08-01T00:00:00.000,164,519.4,3.1670731707317072,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00961,BROADDUS ISD,SAN AUGUSTINE,3,2019-05-01T00:00:00.000,192,650.88,3.39,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00961,BROADDUS ISD,SAN AUGUSTINE,3,2019-06-01T00:00:00.000,1352,4583.28,3.3899999999999997,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00961,BROADDUS ISD,SAN AUGUSTINE,3,2019-07-01T00:00:00.000,169,591.5,3.5,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00962,COLDSPRING-OAKHURST CONS,SAN JACINTO,3,2019-06-01T00:00:00.000,1344,3859.91,2.871956845238095,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00963,SHEPHERD ISD,SAN JACINTO,3,2019-06-01T00:00:00.000,1873,5654.47,3.018937533368927,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00963,SHEPHERD ISD,SAN JACINTO,3,2019-07-01T00:00:00.000,513,1590.1,3.0996101364522417,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00964,ARANSAS PASS ISD,SAN PATRICIO,5,2019-06-01T00:00:00.000,4383,12798.37,2.920002281542323,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00964,ARANSAS PASS ISD,SAN PATRICIO,5,2019-07-01T00:00:00.000,4807,14498.8,3.0161847306012066,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00966,INGLESIDE ISD,SAN PATRICIO,5,2019-05-01T00:00:00.000,210,655.65,3.122142857142857,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00966,INGLESIDE ISD,SAN PATRICIO,5,2019-06-01T00:00:00.000,1873,5298.22,2.828734650293647,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00968,ODEM-EDROY ISD,SAN PATRICIO,5,2019-06-01T00:00:00.000,1246,3622.69,2.9074558587479937,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00970,TAFT ISD,SAN PATRICIO,5,2019-06-01T00:00:00.000,2608,7379.87,2.829704754601227,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00970,TAFT ISD,SAN PATRICIO,5,2019-07-01T00:00:00.000,608,1810.8,2.9782894736842103,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00976,SNYDER ISD,SCURRY,1,2019-06-01T00:00:00.000,5039,14979.71,2.9727545147846794,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00976,SNYDER ISD,SCURRY,1,2019-07-01T00:00:00.000,888,2721.9,3.065202702702703,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00980,CENTER ISD,SHELBY,3,2019-06-01T00:00:00.000,6830,19462.45,2.849553440702782,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00980,CENTER ISD,SHELBY,3,2019-07-01T00:00:00.000,2634,8036.0,3.0508731966590736,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00984,TIMPSON ISD,SHELBY,3,2019-05-01T00:00:00.000,202,601.03,2.97539603960396,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00984,TIMPSON ISD,SHELBY,3,2019-06-01T00:00:00.000,2596,7727.94,2.976864406779661,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00992,LINDALE ISD,SMITH,2,2019-06-01T00:00:00.000,3206,9430.84,2.941621958827199,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00994,TYLER ISD,SMITH,2,2019-05-01T00:00:00.000,3019,8328.16,2.758582312023849,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00994,TYLER ISD,SMITH,2,2019-06-01T00:00:00.000,29380,81937.75,2.7888955071477195,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00994,TYLER ISD,SMITH,2,2019-07-01T00:00:00.000,17467,50065.4,2.8662849945611724,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00994,TYLER ISD,SMITH,2,2019-08-01T00:00:00.000,1390,3970.6,2.856546762589928,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00996,CHAPEL HILL ISD-TYLER,SMITH,2,2019-05-01T00:00:00.000,3095,9245.8,2.9873344103392565,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00996,CHAPEL HILL ISD-TYLER,SMITH,2,2019-06-01T00:00:00.000,3655,10546.7,2.885554035567716,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,00999,GLEN ROSE ISD,SOMERVELL,2,2019-06-01T00:00:00.000,2798,8513.97,3.0428770550393134,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,01000,RIO GRANDE CITY ISD,STARR,5,2019-06-01T00:00:00.000,35042,101159.05,2.8867944181268195,ok
SSO Reimbursements 2019,rbdj-agw7,2019,SSO,01000,RIO GRANDE CITY ISD,STARR,5,2019-07-01T00:00:00.000,7208,22501.86,3.1217896781354053,ok
