source_dataset_id,source_label,ce_id,site_id,program_year,meal_service_type_public,rural_urban_status,sfsp_site_type_public,meal_types_served,breakfast_time,lunch_time,supper_time,am_snack_time,pm_snack_time,breakfast_meal_service_method,lunch_meal_service_method,supper_meal_service_method,am_snack_meal_service_method,pm_snack_meal_service_method,non_congregate_status_verified,non_congregate_source,rural_urban_source
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00011,0001,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:30,11:15 - 12:15,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00011,0044,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:00,11:15 - 11:45,,,,Self-Prep - Receives meals (Central Kitchen),Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00011,0122,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:45 - 8:45,10:30 - 11:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00011,0127,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:45 - 8:45,10:50 - 12:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00011,0129,2023,Congregate,Rural,Open,"Breakfast, Lunch",8:00 - 9:00,11:00 - 12:30,,,,Self-Prep - Receives meals (Central Kitchen),Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00011,0130,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:45 - 8:45,10:30 - 11:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00011,1206,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:30,12:15 - 12:45,,,,Self-Prep - Receives meals (Central Kitchen),Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00011,1207,2023,Congregate,Rural,Open,"Breakfast, Lunch",8:30 - 9:30,11:30 - 12:30,,,,Self-Prep - Receives meals (Central Kitchen),Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00021,0104,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:30,11:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,0001,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:30,11:00 - 12:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,0041,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:30,11:00 - 12:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,0103,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:30,11:00 - 12:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,0105,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:30,11:00 - 12:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1202,2023,Congregate,Rural,Open,"Breakfast, Lunch, Dinner",8:30 - 9:00,11:45 - 12:15,16:45 - 20:00,,,Self-Prep - Receives meals (Central Kitchen),Self-Prep - Receives meals (Central Kitchen),Self-Prep - Receives meals (Central Kitchen),,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1206,2023,Congregate,Rural,Open,Dinner,,,16:30 - 17:00,,,,,Self-Prep - Receives meals (Central Kitchen),,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1210,2023,Congregate,Rural,Open,"Lunch, Dinner",,11:45 - 12:15,16:45 - 17:15,,,,Self-Prep - Receives meals (Central Kitchen),Self-Prep - Receives meals (Central Kitchen),,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1211,2023,Congregate,Rural,Open,Dinner,,,17:00 - 17:30,,,,,Self-Prep - Receives meals (Central Kitchen),,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1212,2023,Congregate,Urban,Open,"Breakfast, Lunch",8:00 - 8:30,12:00 - 12:30,,,,Self-Prep - Receives meals (Central Kitchen),Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1213,2023,Congregate,Rural,Open,Lunch,,13:00 - 14:00,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1217,2023,Congregate,Rural,Open,Dinner,,,16:45 - 17:15,,,,,Self-Prep - Receives meals (Central Kitchen),,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1218,2023,Congregate,Urban,Open,Lunch,,12:00 - 12:30,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1239,2023,Congregate,Urban,Open,Lunch,,12:00 - 12:30,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00024,1240,2023,Congregate,Urban,Open,Lunch,,12:00 - 12:30,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00029,0001,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:15,12:00 - 13:30,,,,Self-Prep - Receives meals (Central Kitchen),Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00029,0101,2023,Congregate,Rural,Open,Breakfast,7:30 - 8:30,,,,,Self-Prep - Receives meals (Central Kitchen),,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00029,0103,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:30,12:00 - 13:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00033,0041,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 8:30,11:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00033,0101,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:15 - 8:00,11:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00033,0102,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:15 - 8:00,10:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00033,0103,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 8:15,11:15 - 11:45,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00046,1201,2023,Congregate,Rural,Open,"Breakfast, Lunch",8:30 - 9:30,11:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0002,2023,Congregate,Urban,Open,"Breakfast, Lunch",9:00 - 10:30,11:30 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0042,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 9:00,11:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0046,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 8:30,11:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0047,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 8:30,10:30 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0049,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 8:30,11:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0102,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:00,11:00 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0103,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 9:00,10:30 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0111,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:30,10:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0114,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:30,10:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0118,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 9:00,10:30 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0120,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 9:00,10:00 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0122,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 9:00,10:30 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0124,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:30,10:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0125,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 9:00,10:15 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0126,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:30,10:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0128,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 8:30,11:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0130,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:30,10:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0131,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:30,10:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0134,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:30,10:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0135,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:00 - 8:30,10:00 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0141,2023,Congregate,Urban,Open,"Breakfast, Lunch",6:45 - 8:30,10:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0155,2023,Congregate,Urban,Open,Lunch,,12:45 - 13:15,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0156,2023,Congregate,Urban,Open,Lunch,,10:45 - 11:15,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0159,2023,Congregate,Urban,Open,Lunch,,13:45 - 14:15,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0222,2023,Congregate,Urban,Open,Lunch,,11:45 - 12:20,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00085,0223,2023,Congregate,Urban,Open,Lunch,,12:00 - 13:30,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0001,2023,Congregate,Urban,Open,"Breakfast, Lunch",8:10 - 9:10,11:00 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0005,2023,Congregate,Urban,Open,"Breakfast, Lunch",8:00 - 9:10,11:00 - 13:00,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0006,2023,Congregate,Urban,Open,"Breakfast, Lunch",8:00 - 9:00,12:05 - 13:05,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0042,2023,Congregate,Urban,Open,"Breakfast, Lunch",6:40 - 8:15,10:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0044,2023,Congregate,Urban,Open,"Breakfast, Lunch",6:40 - 7:40,10:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0101,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:25 - 8:25,10:45 - 12:45,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0107,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:25 - 8:25,10:45 - 12:45,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0111,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:25 - 8:25,10:45 - 12:45,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00087,0119,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:25 - 8:25,10:45 - 12:45,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00138,0101,2023,Congregate,Urban,Open,"Breakfast, Lunch",7:30 - 8:15,11:30 - 12:15,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00171,0001,2023,Congregate,Rural,Open,"Breakfast, Lunch",9:00 - 9:30,11:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00181,0102,2023,Non-Congregate - Grab-and-go at central site,Rural,Open,Lunch,,11:30 - 13:00,,,,,Self-Prep - Prepares on site,,,,Non-Congregate - Grab-and-go at central site,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00187,0001,2023,Congregate,Rural,Open,"Breakfast, Lunch",8:30 - 9:30,11:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00205,0101,2023,Congregate,Urban,Open,"AM Snack, Lunch",,11:00 - 13:00,,8:30 - 9:30,,,Self-Prep - Prepares on site,,Self-Prep - Prepares on site,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00222,0001,2023,Congregate,Rural,Open,"Breakfast, Lunch",7:30 - 8:15,11:30 - 12:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00222,0101,2023,Congregate,Rural,Open,"Breakfast, Lunch",8:00 - 8:30,11:00 - 11:30,,,,Self-Prep - Prepares on site,Self-Prep - Prepares on site,,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
8ih4-zp65,TX Open Data 8ih4-zp65 (SFSPCONTACTS 2022-2023),00222,0129,2023,Congregate,Rural,Open,Lunch,,11:25 - 11:50,,,,,Self-Prep - Receives meals (Central Kitchen),,,,Congregate,public-source meal service type (TX Open Data 8ih4-zp65),public-source rural/urban indicator (TX Open Data 8ih4-zp65)
