programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00550,CANADIAN ISD,Educational Institution,Public,16,1,106-901,HEMPHILL,2,2,0,2020-04-01T00:00:00.000,3329,0,3371,0,0,7323.8000,0.0000,11731.0800,0.0000,0.0000,19054.8800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00550,CANADIAN ISD,Educational Institution,Public,16,1,106-901,HEMPHILL,2,2,0,2020-05-01T00:00:00.000,2736,0,2736,0,0,6019.2000,0.0000,9521.2800,0.0000,0.0000,15540.4800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00550,CANADIAN ISD,Educational Institution,Public,16,1,106-901,HEMPHILL,2,2,0,2020-06-01T00:00:00.000,2242,0,2242,0,0,4932.4000,0.0000,7802.1600,0.0000,0.0000,12734.5600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,1,1,0,2020-03-01T00:00:00.000,3702,0,3891,0,0,8144.4000,0.0000,13618.5000,0.0000,0.0000,21762.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,1,1,0,2020-04-01T00:00:00.000,10824,0,11149,0,0,23812.8000,0.0000,39021.5000,0.0000,0.0000,62834.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,1,1,0,2020-05-01T00:00:00.000,5623,0,5945,0,0,12370.6000,0.0000,20807.5000,0.0000,0.0000,33178.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,1,1,0,2020-06-01T00:00:00.000,4344,0,5072,0,0,9556.8000,0.0000,17752.0000,0.0000,0.0000,27308.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,6,1,5,2020-09-01T00:00:00.000,6737,0,10540,0,0,15225.6200,0.0000,37944.0000,0.0000,0.0000,53169.6200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00552,BROWNSBORO ISD,Educational Institution,Public,7,2,107-902,HENDERSON,3,3,0,2020-03-01T00:00:00.000,4173,0,4173,0,0,9180.6000,0.0000,14605.5000,0.0000,0.0000,23786.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00552,BROWNSBORO ISD,Educational Institution,Public,7,2,107-902,HENDERSON,12,12,0,2020-04-01T00:00:00.000,12686,0,12732,0,0,27909.2000,0.0000,44562.0000,0.0000,0.0000,72471.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00552,BROWNSBORO ISD,Educational Institution,Public,7,2,107-902,HENDERSON,12,12,0,2020-05-01T00:00:00.000,8379,0,8275,0,0,18433.8000,0.0000,28962.5000,0.0000,0.0000,47396.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00552,BROWNSBORO ISD,Educational Institution,Public,7,2,107-902,HENDERSON,1,1,0,2020-06-01T00:00:00.000,185,0,185,0,0,407.0000,0.0000,647.5000,0.0000,0.0000,1054.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00553,CROSS ROADS ISD,Educational Institution,Public,7,2,107-904,HENDERSON,2,2,0,2020-03-01T00:00:00.000,662,0,662,0,0,1456.4000,0.0000,2317.0000,0.0000,0.0000,3773.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00553,CROSS ROADS ISD,Educational Institution,Public,7,2,107-904,HENDERSON,2,2,0,2020-04-01T00:00:00.000,3567,0,3567,0,0,7847.4000,0.0000,12484.5000,0.0000,0.0000,20331.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00553,CROSS ROADS ISD,Educational Institution,Public,7,2,107-904,HENDERSON,2,2,0,2020-05-01T00:00:00.000,2944,0,2944,0,0,6476.8000,0.0000,10304.0000,0.0000,0.0000,16780.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,2,2,0,2020-03-01T00:00:00.000,4345,0,4345,0,0,9559.0000,0.0000,15207.5000,0.0000,0.0000,24766.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,11,11,0,2020-04-01T00:00:00.000,16831,0,16831,0,0,37028.2000,0.0000,58908.5000,0.0000,0.0000,95936.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,10,10,0,2020-05-01T00:00:00.000,13195,0,13195,0,0,29029.0000,0.0000,46182.5000,0.0000,0.0000,75211.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,1,1,0,2020-06-01T00:00:00.000,5298,0,5298,0,0,11655.6000,0.0000,18543.0000,0.0000,0.0000,30198.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,1,1,0,2020-07-01T00:00:00.000,5142,0,5142,0,0,11620.9200,0.0000,18511.2000,0.0000,0.0000,30132.1200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,1,1,0,2020-08-01T00:00:00.000,1820,0,1820,0,0,4113.2000,0.0000,6552.0000,0.0000,0.0000,10665.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00555,MALAKOFF ISD,Educational Institution,Public,7,2,107-906,HENDERSON,3,3,0,2020-03-01T00:00:00.000,1849,0,2081,0,0,4067.8000,0.0000,7283.5000,0.0000,0.0000,11351.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00555,MALAKOFF ISD,Educational Institution,Public,7,2,107-906,HENDERSON,3,3,0,2020-04-01T00:00:00.000,5771,0,5771,0,0,12696.2000,0.0000,20198.5000,0.0000,0.0000,32894.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00555,MALAKOFF ISD,Educational Institution,Public,7,2,107-906,HENDERSON,3,3,0,2020-05-01T00:00:00.000,2604,0,2604,0,0,5728.8000,0.0000,9114.0000,0.0000,0.0000,14842.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00555,MALAKOFF ISD,Educational Institution,Public,7,2,107-906,HENDERSON,1,1,0,2020-06-01T00:00:00.000,1346,0,1346,0,0,2961.2000,0.0000,4711.0000,0.0000,0.0000,7672.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00556,TRINIDAD ISD,Educational Institution,Public,7,2,107-907,HENDERSON,1,1,0,2020-03-01T00:00:00.000,489,0,637,0,0,1075.8000,0.0000,2229.5000,0.0000,0.0000,3305.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00556,TRINIDAD ISD,Educational Institution,Public,7,2,107-907,HENDERSON,1,1,0,2020-04-01T00:00:00.000,1232,0,1328,0,0,2710.4000,0.0000,4648.0000,0.0000,0.0000,7358.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00556,TRINIDAD ISD,Educational Institution,Public,7,2,107-907,HENDERSON,1,1,0,2020-05-01T00:00:00.000,1285,0,1285,0,0,2827.0000,0.0000,4497.5000,0.0000,0.0000,7324.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00556,TRINIDAD ISD,Educational Institution,Public,7,2,107-907,HENDERSON,1,1,0,2020-06-01T00:00:00.000,818,0,818,0,0,1799.6000,0.0000,2863.0000,0.0000,0.0000,4662.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00557,MURCHISON ISD,Educational Institution,Public,7,2,107-908,HENDERSON,1,1,0,2020-03-01T00:00:00.000,334,0,334,0,0,734.8000,0.0000,1169.0000,0.0000,0.0000,1903.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00557,MURCHISON ISD,Educational Institution,Public,7,2,107-908,HENDERSON,1,1,0,2020-04-01T00:00:00.000,1476,0,1476,0,0,3247.2000,0.0000,5166.0000,0.0000,0.0000,8413.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00557,MURCHISON ISD,Educational Institution,Public,7,2,107-908,HENDERSON,1,1,0,2020-05-01T00:00:00.000,782,0,782,0,0,1720.4000,0.0000,2737.0000,0.0000,0.0000,4457.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00558,LA POYNOR ISD,Educational Institution,Public,7,2,107-910,HENDERSON,1,1,0,2020-03-01T00:00:00.000,320,0,320,0,0,704.0000,0.0000,1120.0000,0.0000,0.0000,1824.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00558,LA POYNOR ISD,Educational Institution,Public,7,2,107-910,HENDERSON,1,1,0,2020-04-01T00:00:00.000,3595,0,3595,0,0,7909.0000,0.0000,12582.5000,0.0000,0.0000,20491.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00558,LA POYNOR ISD,Educational Institution,Public,7,2,107-910,HENDERSON,1,1,0,2020-05-01T00:00:00.000,2857,0,2857,0,0,6285.4000,0.0000,9999.5000,0.0000,0.0000,16284.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,3,3,0,2020-03-01T00:00:00.000,4586,0,4586,0,0,10089.2000,0.0000,16051.0000,0.0000,0.0000,26140.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,3,3,0,2020-04-01T00:00:00.000,12207,0,12207,0,0,26855.4000,0.0000,42724.5000,0.0000,0.0000,69579.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,3,3,0,2020-05-01T00:00:00.000,12953,0,12953,0,0,28496.6000,0.0000,45335.5000,0.0000,0.0000,73832.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,3,3,0,2020-06-01T00:00:00.000,14354,0,14354,0,0,31578.8000,0.0000,50239.0000,0.0000,0.0000,81817.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,3,3,0,2020-07-01T00:00:00.000,4081,0,4081,0,0,9223.0600,0.0000,14691.6000,0.0000,0.0000,23914.6600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,4,3,1,2020-09-01T00:00:00.000,8527,0,8620,0,0,18936.5400,0.0000,31032.0000,0.0000,0.0000,49968.5400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,57,57,0,2020-03-01T00:00:00.000,122275,0,121936,0,0,267860.9200,0.0000,426776.0000,0.0000,0.0000,694636.9200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,58,58,0,2020-04-01T00:00:00.000,366531,0,366538,0,0,803520.6000,0.0000,1282883.0000,0.0000,0.0000,2086403.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,57,57,0,2020-05-01T00:00:00.000,445720,0,446276,0,0,977222.3200,0.0000,1561966.0000,0.0000,0.0000,2539188.3200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,60,60,0,2020-06-01T00:00:00.000,333788,0,333634,0,0,731512.2800,0.0000,1167719.0000,0.0000,0.0000,1899231.2800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,59,59,0,2020-07-01T00:00:00.000,324017,0,324136,0,0,729475.3000,0.0000,1166889.6000,0.0000,0.0000,1896364.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00562,IDEA ACADEMY,Educational Institution,Charter,1,5,108-807,HIDALGO,4,4,0,2020-08-01T00:00:00.000,5589,0,5469,0,0,12631.1400,0.0000,19688.4000,0.0000,0.0000,32319.5400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00563,VANGUARD ACADEMY,Educational Institution,Charter,1,5,108-808,HIDALGO,4,4,0,2020-03-01T00:00:00.000,26486,0,26336,0,0,58269.2000,0.0000,92176.0000,0.0000,0.0000,150445.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00563,VANGUARD ACADEMY,Educational Institution,Charter,1,5,108-808,HIDALGO,4,4,0,2020-04-01T00:00:00.000,90426,0,90426,0,0,198937.2000,0.0000,316491.0000,0.0000,0.0000,515428.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00563,VANGUARD ACADEMY,Educational Institution,Charter,1,5,108-808,HIDALGO,4,4,0,2020-05-01T00:00:00.000,135594,0,135594,0,0,298306.8000,0.0000,474579.0000,0.0000,0.0000,772885.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00563,VANGUARD ACADEMY,Educational Institution,Charter,1,5,108-808,HIDALGO,4,4,0,2020-06-01T00:00:00.000,129198,0,129198,0,0,284235.6000,0.0000,452193.0000,0.0000,0.0000,736428.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00563,VANGUARD ACADEMY,Educational Institution,Charter,1,5,108-808,HIDALGO,4,4,0,2020-09-01T00:00:00.000,72537,0,72487,0,0,163933.6200,0.0000,260953.2000,0.0000,0.0000,424886.8200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,10,10,0,2020-03-01T00:00:00.000,26902,0,26902,0,0,59184.4000,0.0000,94157.0000,0.0000,0.0000,153341.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,9,9,0,2020-04-01T00:00:00.000,78292,0,78327,0,0,164975.8000,0.0000,274144.5000,0.0000,0.0000,439120.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,10,10,0,2020-05-01T00:00:00.000,72929,0,68924,0,0,153742.7600,0.0000,241234.0000,0.0000,0.0000,394976.7600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,11,11,0,2020-06-01T00:00:00.000,68498,0,68036,0,0,143522.9600,0.0000,238126.0000,0.0000,0.0000,381648.9600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,11,11,0,2020-07-01T00:00:00.000,65134,0,65567,0,0,137684.9600,0.0000,236041.2000,0.0000,0.0000,373726.1600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,9,9,0,2020-08-01T00:00:00.000,63759,0,64393,0,0,132361.1600,0.0000,231814.8000,0.0000,0.0000,364175.9600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00564,DONNA ISD,Educational Institution,Public,1,5,108-902,HIDALGO,19,19,0,2020-09-01T00:00:00.000,95651,0,96624,0,0,193868.7700,0.0000,347846.4000,0.0000,0.0000,541715.1700
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00565,EDCOUCH-ELSA ISD,Educational Institution,Public,1,5,108-903,HIDALGO,4,4,0,2020-03-01T00:00:00.000,12388,0,12388,0,0,27253.6000,0.0000,43358.0000,0.0000,0.0000,70611.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00565,EDCOUCH-ELSA ISD,Educational Institution,Public,1,5,108-903,HIDALGO,4,4,0,2020-04-01T00:00:00.000,34227,0,34227,0,0,75299.4000,0.0000,119794.5000,0.0000,0.0000,195093.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00565,EDCOUCH-ELSA ISD,Educational Institution,Public,1,5,108-903,HIDALGO,8,8,0,2020-05-01T00:00:00.000,38826,0,38826,0,0,85417.2000,0.0000,135891.0000,0.0000,0.0000,221308.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00565,EDCOUCH-ELSA ISD,Educational Institution,Public,1,5,108-903,HIDALGO,3,3,0,2020-06-01T00:00:00.000,22862,0,22862,0,0,50296.4000,0.0000,80017.0000,0.0000,0.0000,130313.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00565,EDCOUCH-ELSA ISD,Educational Institution,Public,1,5,108-903,HIDALGO,3,3,0,2020-07-01T00:00:00.000,3303,0,3303,0,0,7464.7800,0.0000,11890.8000,0.0000,0.0000,19355.5800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00565,EDCOUCH-ELSA ISD,Educational Institution,Public,1,5,108-903,HIDALGO,3,3,0,2020-08-01T00:00:00.000,33055,0,33055,0,0,74704.3000,0.0000,118998.0000,0.0000,0.0000,193702.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,31,31,0,2020-03-01T00:00:00.000,114249,0,114249,0,0,251347.8000,0.0000,399871.5000,0.0000,0.0000,651219.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,32,32,0,2020-04-01T00:00:00.000,254888,0,254888,0,0,560753.6000,0.0000,892108.0000,0.0000,0.0000,1452861.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,31,31,0,2020-05-01T00:00:00.000,298591,0,298591,0,0,656900.2000,0.0000,1045068.5000,0.0000,0.0000,1701968.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,25,25,0,2020-06-01T00:00:00.000,208993,0,209777,0,0,459784.6000,0.0000,734219.5000,0.0000,0.0000,1194004.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,25,25,0,2020-07-01T00:00:00.000,170459,0,170459,0,0,385237.3400,0.0000,613652.4000,0.0000,0.0000,998889.7400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,24,24,0,2020-08-01T00:00:00.000,142704,0,142704,0,0,322511.0400,0.0000,513734.4000,0.0000,0.0000,836245.4400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00566,EDINBURG ISD,Educational Institution,Public,1,5,108-904,HIDALGO,130,130,0,2020-09-01T00:00:00.000,307666,0,307678,0,0,695325.1600,0.0000,1107640.8000,0.0000,0.0000,1802965.9600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,7,7,0,2020-03-01T00:00:00.000,7003,0,7003,0,0,15406.6000,0.0000,24510.5000,0.0000,0.0000,39917.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,6,6,0,2020-04-01T00:00:00.000,15702,0,15702,0,0,34544.4000,0.0000,54957.0000,0.0000,0.0000,89501.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,3,3,0,2020-05-01T00:00:00.000,61020,0,61020,0,0,134244.0000,0.0000,213570.0000,0.0000,0.0000,347814.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,3,3,0,2020-06-01T00:00:00.000,44308,0,44308,0,0,97477.6000,0.0000,155078.0000,0.0000,0.0000,252555.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,3,3,0,2020-07-01T00:00:00.000,13800,0,13800,0,0,31188.0000,0.0000,49680.0000,0.0000,0.0000,80868.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,3,3,0,2020-08-01T00:00:00.000,56115,0,56115,0,0,126819.9000,0.0000,202014.0000,0.0000,0.0000,328833.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,3,3,0,2020-09-01T00:00:00.000,32100,0,32100,0,0,72546.0000,0.0000,115560.0000,0.0000,0.0000,188106.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,21,21,0,2020-03-01T00:00:00.000,27886,0,34227,0,0,61349.2000,0.0000,119794.5000,0.0000,0.0000,181143.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,22,22,0,2020-04-01T00:00:00.000,133736,0,134278,0,0,294219.2000,0.0000,469973.0000,0.0000,0.0000,764192.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,22,22,0,2020-05-01T00:00:00.000,119920,0,118800,0,0,263824.0000,0.0000,415800.0000,0.0000,0.0000,679624.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,23,23,0,2020-06-01T00:00:00.000,111504,0,111498,0,0,245308.8000,0.0000,390243.0000,0.0000,0.0000,635551.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,23,23,0,2020-07-01T00:00:00.000,67249,0,67249,0,0,151982.7400,0.0000,242096.4000,0.0000,0.0000,394079.1400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00568,MCALLEN ISD,Educational Institution,Public,1,5,108-906,HIDALGO,30,14,16,2020-09-01T00:00:00.000,228972,0,228988,0,0,517476.7200,0.0000,824356.8000,0.0000,0.0000,1341833.5200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,3,3,0,2020-03-01T00:00:00.000,7268,0,7268,0,0,15989.6000,0.0000,25438.0000,0.0000,0.0000,41427.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,3,3,0,2020-04-01T00:00:00.000,24354,0,24354,0,0,53578.8000,0.0000,85239.0000,0.0000,0.0000,138817.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,3,3,0,2020-05-01T00:00:00.000,37605,0,37605,0,0,82731.0000,0.0000,131617.5000,0.0000,0.0000,214348.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,3,3,0,2020-06-01T00:00:00.000,33366,0,33366,0,0,73405.2000,0.0000,116781.0000,0.0000,0.0000,190186.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,3,3,0,2020-07-01T00:00:00.000,4254,0,4254,0,0,9614.0400,0.0000,15314.4000,0.0000,0.0000,24928.4400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00570,MISSION CONS ISD,Educational Institution,Public,1,5,108-908,HIDALGO,21,21,0,2020-03-01T00:00:00.000,20472,0,14670,0,0,45038.4000,0.0000,51345.0000,0.0000,0.0000,96383.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00570,MISSION CONS ISD,Educational Institution,Public,1,5,108-908,HIDALGO,9,9,0,2020-08-01T00:00:00.000,46662,0,46662,0,0,105456.1200,0.0000,167983.2000,0.0000,0.0000,273439.3200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00570,MISSION CONS ISD,Educational Institution,Public,1,5,108-908,HIDALGO,10,10,0,2020-09-01T00:00:00.000,206338,0,206338,0,0,466323.8800,0.0000,742816.8000,0.0000,0.0000,1209140.6800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,01111,NEW WAVERLY ISD,Educational Institution,Public,6,3,236-901,WALKER,1,1,0,2020-05-01T00:00:00.000,7063,0,7048,0,0,15538.6000,0.0000,24668.0000,0.0000,0.0000,40206.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,9,9,0,2020-03-01T00:00:00.000,12197,0,11948,0,0,26833.4000,0.0000,41818.0000,0.0000,0.0000,68651.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,2,2,0,2020-04-01T00:00:00.000,25245,0,25245,0,0,55539.0000,0.0000,88357.5000,0.0000,0.0000,143896.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,4,4,0,2020-05-01T00:00:00.000,108699,0,108975,0,0,239137.8000,0.0000,381412.5000,0.0000,0.0000,620550.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,7,7,0,2020-06-01T00:00:00.000,146501,0,146534,0,0,322302.2000,0.0000,512869.0000,0.0000,0.0000,835171.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,3,3,0,2020-07-01T00:00:00.000,21700,0,21700,0,0,49042.0000,0.0000,78120.0000,0.0000,0.0000,127162.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,8,8,0,2020-08-01T00:00:00.000,103600,0,103642,0,0,234136.0000,0.0000,373111.2000,0.0000,0.0000,607247.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,41,41,0,2020-09-01T00:00:00.000,286801,0,286804,0,0,648170.2600,0.0000,1032494.4000,0.0000,0.0000,1680664.6600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00572,PROGRESO ISD,Educational Institution,Public,1,5,108-910,HIDALGO,5,5,0,2020-03-01T00:00:00.000,5505,0,5505,0,0,12111.0000,0.0000,19267.5000,0.0000,0.0000,31378.5000
