programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00001,CAYUGA ISD,Educational Institution,Public,7,2,001-902,ANDERSON,1,1,0,2020-03-01T00:00:00.000,284,0,284,0,0,624.8000,0.0000,988.3200,0.0000,0.0000,1613.1200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00001,CAYUGA ISD,Educational Institution,Public,7,2,001-902,ANDERSON,1,1,0,2020-04-01T00:00:00.000,739,0,739,0,0,1625.8000,0.0000,2571.7200,0.0000,0.0000,4197.5200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00001,CAYUGA ISD,Educational Institution,Public,7,2,001-902,ANDERSON,1,1,0,2020-05-01T00:00:00.000,886,0,886,0,0,1949.2000,0.0000,3083.2800,0.0000,0.0000,5032.4800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00002,ELKHART ISD,Educational Institution,Public,7,2,001-903,ANDERSON,1,1,0,2020-03-01T00:00:00.000,1862,0,2295,0,0,4096.4000,0.0000,8032.5000,0.0000,0.0000,12128.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00002,ELKHART ISD,Educational Institution,Public,7,2,001-903,ANDERSON,1,1,0,2020-04-01T00:00:00.000,6471,0,8908,0,0,14236.2000,0.0000,31178.0000,0.0000,0.0000,45414.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00002,ELKHART ISD,Educational Institution,Public,7,2,001-903,ANDERSON,1,1,0,2020-05-01T00:00:00.000,5613,0,5670,0,0,12348.6000,0.0000,19845.0000,0.0000,0.0000,32193.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00002,ELKHART ISD,Educational Institution,Public,7,2,001-903,ANDERSON,1,1,0,2020-06-01T00:00:00.000,1896,0,1896,0,0,4171.2000,0.0000,6636.0000,0.0000,0.0000,10807.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00003,FRANKSTON ISD,Educational Institution,Public,7,2,001-904,ANDERSON,15,15,0,2020-03-01T00:00:00.000,2063,0,2054,0,0,4393.8800,0.0000,7189.0000,0.0000,0.0000,11582.8800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00003,FRANKSTON ISD,Educational Institution,Public,7,2,001-904,ANDERSON,15,15,0,2020-04-01T00:00:00.000,8269,0,8269,0,0,17498.8000,0.0000,28941.5000,0.0000,0.0000,46440.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00003,FRANKSTON ISD,Educational Institution,Public,7,2,001-904,ANDERSON,15,15,0,2020-05-01T00:00:00.000,6149,0,6149,0,0,13067.3600,0.0000,21521.5000,0.0000,0.0000,34588.8600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00003,FRANKSTON ISD,Educational Institution,Public,7,2,001-904,ANDERSON,15,15,0,2020-06-01T00:00:00.000,4392,0,4344,0,0,9428.4000,0.0000,15204.0000,0.0000,0.0000,24632.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00003,FRANKSTON ISD,Educational Institution,Public,7,2,001-904,ANDERSON,15,15,0,2020-07-01T00:00:00.000,2754,0,2683,0,0,6123.7700,0.0000,9658.8000,0.0000,0.0000,15782.5700
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00004,NECHES ISD,Educational Institution,Public,7,2,001-906,ANDERSON,1,1,0,2020-03-01T00:00:00.000,0,0,199,0,0,0.0000,0.0000,696.5000,0.0000,0.0000,696.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00004,NECHES ISD,Educational Institution,Public,7,2,001-906,ANDERSON,1,1,0,2020-04-01T00:00:00.000,0,0,618,0,0,0.0000,0.0000,2163.0000,0.0000,0.0000,2163.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00004,NECHES ISD,Educational Institution,Public,7,2,001-906,ANDERSON,1,1,0,2020-05-01T00:00:00.000,0,0,405,0,0,0.0000,0.0000,1417.5000,0.0000,0.0000,1417.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00005,PALESTINE ISD,Educational Institution,Public,7,2,001-907,ANDERSON,2,2,0,2020-03-01T00:00:00.000,6437,0,6437,0,0,14161.4000,0.0000,22529.5000,0.0000,0.0000,36690.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00005,PALESTINE ISD,Educational Institution,Public,7,2,001-907,ANDERSON,21,21,0,2020-04-01T00:00:00.000,26849,0,26849,0,0,59067.8000,0.0000,93971.5000,0.0000,0.0000,153039.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00005,PALESTINE ISD,Educational Institution,Public,7,2,001-907,ANDERSON,21,21,0,2020-05-01T00:00:00.000,24373,0,24373,0,0,53620.6000,0.0000,85305.5000,0.0000,0.0000,138926.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00005,PALESTINE ISD,Educational Institution,Public,7,2,001-907,ANDERSON,7,7,0,2020-06-01T00:00:00.000,12762,0,12762,0,0,28076.4000,0.0000,44667.0000,0.0000,0.0000,72743.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00005,PALESTINE ISD,Educational Institution,Public,7,2,001-907,ANDERSON,2,2,0,2020-07-01T00:00:00.000,3300,0,1680,0,0,7458.0000,0.0000,6048.0000,0.0000,0.0000,13506.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00006,WESTWOOD ISD,Educational Institution,Public,7,2,001-908,ANDERSON,1,1,0,2020-03-01T00:00:00.000,1931,0,1931,0,0,4248.2000,0.0000,6758.5000,0.0000,0.0000,11006.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00006,WESTWOOD ISD,Educational Institution,Public,7,2,001-908,ANDERSON,1,1,0,2020-04-01T00:00:00.000,7123,0,7123,0,0,15670.6000,0.0000,24930.5000,0.0000,0.0000,40601.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00006,WESTWOOD ISD,Educational Institution,Public,7,2,001-908,ANDERSON,1,1,0,2020-05-01T00:00:00.000,4893,0,4893,0,0,10764.6000,0.0000,17125.5000,0.0000,0.0000,27890.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00006,WESTWOOD ISD,Educational Institution,Public,7,2,001-908,ANDERSON,1,1,0,2020-06-01T00:00:00.000,1462,0,1462,0,0,3216.4000,0.0000,5117.0000,0.0000,0.0000,8333.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00007,SLOCUM ISD,Educational Institution,Public,7,2,001-909,ANDERSON,6,6,0,2020-03-01T00:00:00.000,524,0,524,0,0,1152.8000,0.0000,1834.0000,0.0000,0.0000,2986.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00007,SLOCUM ISD,Educational Institution,Public,7,2,001-909,ANDERSON,6,6,0,2020-04-01T00:00:00.000,2687,0,2687,0,0,5911.4000,0.0000,9404.5000,0.0000,0.0000,15315.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00007,SLOCUM ISD,Educational Institution,Public,7,2,001-909,ANDERSON,6,6,0,2020-05-01T00:00:00.000,2410,0,2410,0,0,5302.0000,0.0000,8435.0000,0.0000,0.0000,13737.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00008,ANDREWS ISD,Educational Institution,Public,18,1,002-901,ANDREWS,2,2,0,2020-03-01T00:00:00.000,1804,0,10169,0,0,3968.8000,0.0000,35388.1200,0.0000,0.0000,39356.9200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00008,ANDREWS ISD,Educational Institution,Public,18,1,002-901,ANDREWS,2,2,0,2020-04-01T00:00:00.000,3042,0,17600,0,0,6692.4000,0.0000,61248.0000,0.0000,0.0000,67940.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00008,ANDREWS ISD,Educational Institution,Public,18,1,002-901,ANDREWS,2,2,0,2020-05-01T00:00:00.000,2451,0,11997,0,0,5392.2000,0.0000,41749.5600,0.0000,0.0000,47141.7600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00010,HUDSON ISD,Educational Institution,Public,7,3,003-902,ANGELINA,1,1,0,2020-03-01T00:00:00.000,5782,0,5782,0,0,12720.4000,0.0000,20237.0000,0.0000,0.0000,32957.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00010,HUDSON ISD,Educational Institution,Public,7,3,003-902,ANGELINA,1,1,0,2020-04-01T00:00:00.000,17120,0,17120,0,0,37664.0000,0.0000,59920.0000,0.0000,0.0000,97584.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00010,HUDSON ISD,Educational Institution,Public,7,3,003-902,ANGELINA,1,1,0,2020-05-01T00:00:00.000,5527,0,5527,0,0,12159.4000,0.0000,19344.5000,0.0000,0.0000,31503.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00012,HUNTINGTON ISD,Educational Institution,Public,7,3,003-904,ANGELINA,1,1,0,2020-03-01T00:00:00.000,2006,0,2162,0,0,4413.2000,0.0000,7567.0000,0.0000,0.0000,11980.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00012,HUNTINGTON ISD,Educational Institution,Public,7,3,003-904,ANGELINA,1,1,0,2020-04-01T00:00:00.000,2436,0,2865,0,0,5359.2000,0.0000,10027.5000,0.0000,0.0000,15386.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00012,HUNTINGTON ISD,Educational Institution,Public,7,3,003-904,ANGELINA,1,1,0,2020-05-01T00:00:00.000,1532,0,1495,0,0,3370.4000,0.0000,5232.5000,0.0000,0.0000,8602.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00012,HUNTINGTON ISD,Educational Institution,Public,7,3,003-904,ANGELINA,4,1,3,2020-09-01T00:00:00.000,4501,0,10803,0,0,10172.2600,0.0000,38890.8000,0.0000,0.0000,49063.0600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00013,DIBOLL ISD,Educational Institution,Public,7,3,003-905,ANGELINA,4,4,0,2020-03-01T00:00:00.000,4802,0,4802,0,0,10564.4000,0.0000,16807.0000,0.0000,0.0000,27371.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00013,DIBOLL ISD,Educational Institution,Public,7,3,003-905,ANGELINA,4,4,0,2020-04-01T00:00:00.000,10640,0,10640,0,0,23408.0000,0.0000,37240.0000,0.0000,0.0000,60648.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00013,DIBOLL ISD,Educational Institution,Public,7,3,003-905,ANGELINA,4,4,0,2020-05-01T00:00:00.000,9032,0,9032,0,0,19870.4000,0.0000,31612.0000,0.0000,0.0000,51482.4000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00013,DIBOLL ISD,Educational Institution,Public,7,3,003-905,ANGELINA,4,4,0,2020-06-01T00:00:00.000,7080,0,7080,0,0,15576.0000,0.0000,24780.0000,0.0000,0.0000,40356.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00013,DIBOLL ISD,Educational Institution,Public,7,3,003-905,ANGELINA,4,4,0,2020-07-01T00:00:00.000,5622,0,5622,0,0,12705.7200,0.0000,20239.2000,0.0000,0.0000,32944.9200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00014,ZAVALLA ISD,Educational Institution,Public,7,3,003-906,ANGELINA,1,1,0,2020-03-01T00:00:00.000,618,0,618,0,0,1359.6000,0.0000,2163.0000,0.0000,0.0000,3522.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00014,ZAVALLA ISD,Educational Institution,Public,7,3,003-906,ANGELINA,1,1,0,2020-04-01T00:00:00.000,2035,0,2035,0,0,4477.0000,0.0000,7122.5000,0.0000,0.0000,11599.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00014,ZAVALLA ISD,Educational Institution,Public,7,3,003-906,ANGELINA,1,1,0,2020-05-01T00:00:00.000,1074,0,1074,0,0,2362.8000,0.0000,3759.0000,0.0000,0.0000,6121.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00015,CENTRAL ISD,Educational Institution,Public,7,3,003-907,ANGELINA,1,1,0,2020-03-01T00:00:00.000,2416,0,2416,0,0,5315.2000,0.0000,8456.0000,0.0000,0.0000,13771.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00015,CENTRAL ISD,Educational Institution,Public,7,3,003-907,ANGELINA,1,1,0,2020-04-01T00:00:00.000,3398,0,3398,0,0,7475.6000,0.0000,11893.0000,0.0000,0.0000,19368.6000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00015,CENTRAL ISD,Educational Institution,Public,7,3,003-907,ANGELINA,1,1,0,2020-05-01T00:00:00.000,1774,0,1774,0,0,3902.8000,0.0000,6209.0000,0.0000,0.0000,10111.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00016,ARANSAS COUNTY ISD,Educational Institution,Public,2,5,004-901,ARANSAS,1,1,0,2020-03-01T00:00:00.000,6836,0,6836,0,0,15039.2000,0.0000,23926.0000,0.0000,0.0000,38965.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00016,ARANSAS COUNTY ISD,Educational Institution,Public,2,5,004-901,ARANSAS,1,1,0,2020-04-01T00:00:00.000,9180,0,9180,0,0,20196.0000,0.0000,32130.0000,0.0000,0.0000,52326.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00016,ARANSAS COUNTY ISD,Educational Institution,Public,2,5,004-901,ARANSAS,1,1,0,2020-05-01T00:00:00.000,6169,0,6169,0,0,13571.8000,0.0000,21591.5000,0.0000,0.0000,35163.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00016,ARANSAS COUNTY ISD,Educational Institution,Public,2,5,004-901,ARANSAS,1,1,0,2020-06-01T00:00:00.000,3629,0,3629,0,0,7983.8000,0.0000,12701.5000,0.0000,0.0000,20685.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00017,ARCHER CITY ISD,Educational Institution,Public,9,2,005-901,ARCHER,5,5,0,2020-03-01T00:00:00.000,1019,0,1019,0,0,2241.8000,0.0000,3566.5000,0.0000,0.0000,5808.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00017,ARCHER CITY ISD,Educational Institution,Public,9,2,005-901,ARCHER,4,4,0,2020-04-01T00:00:00.000,2621,0,2621,0,0,5766.2000,0.0000,9173.5000,0.0000,0.0000,14939.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00017,ARCHER CITY ISD,Educational Institution,Public,9,2,005-901,ARCHER,4,4,0,2020-05-01T00:00:00.000,1905,0,1905,0,0,4191.0000,0.0000,6667.5000,0.0000,0.0000,10858.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00017,ARCHER CITY ISD,Educational Institution,Public,9,2,005-901,ARCHER,3,1,2,2020-09-01T00:00:00.000,2184,0,2454,0,0,4935.8400,0.0000,8834.4000,0.0000,0.0000,13770.2400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00018,HOLLIDAY ISD,Educational Institution,Public,9,2,005-902,ARCHER,1,1,0,2020-03-01T00:00:00.000,459,0,459,0,0,1009.8000,0.0000,1597.3200,0.0000,0.0000,2607.1200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00018,HOLLIDAY ISD,Educational Institution,Public,9,2,005-902,ARCHER,1,1,0,2020-04-01T00:00:00.000,3110,0,3110,0,0,6842.0000,0.0000,10822.8000,0.0000,0.0000,17664.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00018,HOLLIDAY ISD,Educational Institution,Public,9,2,005-902,ARCHER,1,1,0,2020-05-01T00:00:00.000,2817,0,2817,0,0,6197.4000,0.0000,9803.1600,0.0000,0.0000,16000.5600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00018,HOLLIDAY ISD,Educational Institution,Public,9,2,005-902,ARCHER,1,1,0,2020-06-01T00:00:00.000,2510,0,2510,0,0,5522.0000,0.0000,8734.8000,0.0000,0.0000,14256.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00018,HOLLIDAY ISD,Educational Institution,Public,9,2,005-902,ARCHER,1,1,0,2020-07-01T00:00:00.000,57,0,57,0,0,128.8200,0.0000,204.0600,0.0000,0.0000,332.8800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00018,HOLLIDAY ISD,Educational Institution,Public,9,2,005-902,ARCHER,4,1,3,2020-09-01T00:00:00.000,1152,0,3284,0,0,2603.5200,0.0000,11756.7200,0.0000,0.0000,14360.2400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00021,CHARLOTTE ISD,Educational Institution,Public,20,4,007-901,ATASCOSA,1,1,0,2020-03-01T00:00:00.000,1124,0,1124,0,0,2472.8000,0.0000,3934.0000,0.0000,0.0000,6406.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00021,CHARLOTTE ISD,Educational Institution,Public,20,4,007-901,ATASCOSA,1,1,0,2020-04-01T00:00:00.000,2840,0,2840,0,0,6248.0000,0.0000,9940.0000,0.0000,0.0000,16188.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00021,CHARLOTTE ISD,Educational Institution,Public,20,4,007-901,ATASCOSA,1,1,0,2020-05-01T00:00:00.000,2603,0,2603,0,0,5726.6000,0.0000,9110.5000,0.0000,0.0000,14837.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00021,CHARLOTTE ISD,Educational Institution,Public,20,4,007-901,ATASCOSA,1,1,0,2020-07-01T00:00:00.000,2269,0,2269,0,0,5127.9400,0.0000,8168.4000,0.0000,0.0000,13296.3400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,007-902,ATASCOSA,2,2,0,2020-03-01T00:00:00.000,2249,0,3718,0,0,4947.8000,0.0000,13013.0000,0.0000,0.0000,17960.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,007-902,ATASCOSA,2,2,0,2020-04-01T00:00:00.000,6121,0,6901,0,0,13466.2000,0.0000,24153.5000,0.0000,0.0000,37619.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,007-902,ATASCOSA,2,2,0,2020-05-01T00:00:00.000,8880,0,8880,0,0,19536.0000,0.0000,31080.0000,0.0000,0.0000,50616.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,9,9,0,2020-03-01T00:00:00.000,8144,0,8400,0,0,17916.8000,0.0000,29400.0000,0.0000,0.0000,47316.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,7,7,0,2020-04-01T00:00:00.000,16145,0,16145,0,0,35519.0000,0.0000,56507.5000,0.0000,0.0000,92026.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,2,2,0,2020-05-01T00:00:00.000,19030,0,19030,0,0,41866.0000,0.0000,66605.0000,0.0000,0.0000,108471.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,2,2,0,2020-06-01T00:00:00.000,11587,0,11587,0,0,25491.4000,0.0000,40554.5000,0.0000,0.0000,66045.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,3,0,3,2020-07-01T00:00:00.000,508,0,534,0,0,1148.0800,0.0000,1922.4000,0.0000,0.0000,3070.4800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,6,3,3,2020-09-01T00:00:00.000,10517,0,13721,0,0,23768.4200,0.0000,49395.6000,0.0000,0.0000,73164.0200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00026,BELLVILLE ISD,Educational Institution,Public,6,3,008-901,AUSTIN,3,3,0,2020-03-01T00:00:00.000,3973,0,3997,0,0,8740.6000,0.0000,13989.5000,0.0000,0.0000,22730.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00026,BELLVILLE ISD,Educational Institution,Public,6,3,008-901,AUSTIN,6,6,0,2020-04-01T00:00:00.000,11273,0,11273,0,0,24800.6000,0.0000,39455.5000,0.0000,0.0000,64256.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00026,BELLVILLE ISD,Educational Institution,Public,6,3,008-901,AUSTIN,5,5,0,2020-05-01T00:00:00.000,8733,0,8733,0,0,19212.6000,0.0000,30565.5000,0.0000,0.0000,49778.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00027,SEALY ISD,Educational Institution,Public,6,3,008-902,AUSTIN,1,1,0,2020-03-01T00:00:00.000,3026,0,4137,0,0,6657.2000,0.0000,14479.5000,0.0000,0.0000,21136.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00027,SEALY ISD,Educational Institution,Public,6,3,008-902,AUSTIN,1,1,0,2020-04-01T00:00:00.000,7121,0,7121,0,0,15666.2000,0.0000,24923.5000,0.0000,0.0000,40589.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00027,SEALY ISD,Educational Institution,Public,6,3,008-902,AUSTIN,1,1,0,2020-05-01T00:00:00.000,5677,0,5677,0,0,12489.4000,0.0000,19869.5000,0.0000,0.0000,32358.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00027,SEALY ISD,Educational Institution,Public,6,3,008-902,AUSTIN,1,1,0,2020-06-01T00:00:00.000,1850,0,1850,0,0,4070.0000,0.0000,6475.0000,0.0000,0.0000,10545.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00028,BRAZOS ISD,Educational Institution,Public,6,3,008-903,AUSTIN,1,1,0,2020-03-01T00:00:00.000,0,0,1099,0,0,0.0000,0.0000,3846.5000,0.0000,0.0000,3846.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00028,BRAZOS ISD,Educational Institution,Public,6,3,008-903,AUSTIN,2,2,0,2020-04-01T00:00:00.000,0,0,3344,0,0,0.0000,0.0000,11704.0000,0.0000,0.0000,11704.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00028,BRAZOS ISD,Educational Institution,Public,6,3,008-903,AUSTIN,2,2,0,2020-05-01T00:00:00.000,1244,0,2403,0,0,2736.8000,0.0000,8410.5000,0.0000,0.0000,11147.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00028,BRAZOS ISD,Educational Institution,Public,6,3,008-903,AUSTIN,2,2,0,2020-06-01T00:00:00.000,1439,0,1679,0,0,3165.8000,0.0000,5876.5000,0.0000,0.0000,9042.3000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00030,MEDINA ISD,Educational Institution,Public,20,4,010-901,BANDERA,1,1,0,2020-03-01T00:00:00.000,709,0,686,0,0,1559.8000,0.0000,2401.0000,0.0000,0.0000,3960.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00030,MEDINA ISD,Educational Institution,Public,20,4,010-901,BANDERA,1,1,0,2020-04-01T00:00:00.000,1480,0,1480,0,0,3256.0000,0.0000,5180.0000,0.0000,0.0000,8436.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00030,MEDINA ISD,Educational Institution,Public,20,4,010-901,BANDERA,1,1,0,2020-05-01T00:00:00.000,1184,0,1184,0,0,2604.8000,0.0000,4144.0000,0.0000,0.0000,6748.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,2,2,0,2020-03-01T00:00:00.000,3266,0,4643,0,0,7185.2000,0.0000,16250.5000,0.0000,0.0000,23435.7000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,2,2,0,2020-04-01T00:00:00.000,7617,0,7637,0,0,16757.4000,0.0000,26729.5000,0.0000,0.0000,43486.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,2,2,0,2020-05-01T00:00:00.000,5339,0,5342,0,0,11745.8000,0.0000,18697.0000,0.0000,0.0000,30442.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,2,2,0,2020-06-01T00:00:00.000,4146,0,4146,0,0,9121.2000,0.0000,14511.0000,0.0000,0.0000,23632.2000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,2,2,0,2020-07-01T00:00:00.000,4039,0,4034,0,0,9128.1400,0.0000,14522.4000,0.0000,0.0000,23650.5400
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,8,4,4,2020-09-01T00:00:00.000,7731,0,12989,0,0,17472.0600,0.0000,46760.4000,0.0000,0.0000,64232.4600
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,8,8,0,2020-03-01T00:00:00.000,13118,0,13481,0,0,28859.6000,0.0000,47183.5000,0.0000,0.0000,76043.1000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,13,13,0,2020-04-01T00:00:00.000,49542,0,47345,0,0,108992.4000,0.0000,165707.5000,0.0000,0.0000,274699.9000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,13,13,0,2020-05-01T00:00:00.000,37670,0,38555,0,0,82874.0000,0.0000,134942.5000,0.0000,0.0000,217816.5000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,6,6,0,2020-06-01T00:00:00.000,16319,0,15360,0,0,35901.8000,0.0000,53760.0000,0.0000,0.0000,89661.8000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,11,7,4,2020-07-01T00:00:00.000,14632,0,13620,0,0,33068.3200,0.0000,49032.0000,0.0000,0.0000,82100.3200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,5,5,0,2020-08-01T00:00:00.000,1963,0,1882,0,0,4436.3800,0.0000,6775.2000,0.0000,0.0000,11211.5800
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,24,11,13,2020-09-01T00:00:00.000,38992,0,51504,0,0,88121.9200,0.0000,185414.4000,0.0000,0.0000,273536.3200
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00035,MCDADE ISD,Educational Institution,Public,13,4,011-905,BASTROP,2,2,0,2020-03-01T00:00:00.000,1210,0,1210,0,0,2662.0000,0.0000,4235.0000,0.0000,0.0000,6897.0000
2019-2020,SUMMERSSOCEREIMBURSEMENTS,00035,MCDADE ISD,Educational Institution,Public,13,4,011-905,BASTROP,2,2,0,2020-04-01T00:00:00.000,4614,0,4614,0,0,10150.8000,0.0000,16149.0000,0.0000,0.0000,26299.8000
