programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00789,WACO ISD,Educational Institution,School Food Authority,12,2,161-914,MCLENNAN,37,37,0,2021-07-01T00:00:00.000,27813,0,37467,0,0,62301.1200,0.0000,146495.9700,0.0000,0.0000,21456.1900,230253.2800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00789,WACO ISD,Educational Institution,School Food Authority,12,2,161-914,MCLENNAN,20,20,0,2021-08-01T00:00:00.000,8978,0,13741,0,0,20110.7200,0.0000,53727.3100,0.0000,0.0000,7597.0700,81435.1000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00802,NATALIA ISD,Educational Institution,School Food Authority,20,4,163-903,MEDINA,3,1,2,2021-06-01T00:00:00.000,2993,0,3369,263,0,6704.3200,0.0000,13172.7900,239.3300,0.0000,2067.7400,22184.1800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00802,NATALIA ISD,Educational Institution,School Food Authority,20,4,163-903,MEDINA,1,0,1,2021-07-01T00:00:00.000,67,0,116,0,0,150.0800,0.0000,453.5600,0.0000,0.0000,62.1800,665.8200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,11,4,7,2020-10-01T00:00:00.000,34202,0,62938,0,0,73876.3200,0.0000,236646.8800,0.0000,0.0000,32056.6000,342579.8000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,11,4,7,2020-11-01T00:00:00.000,27585,0,49792,0,0,59583.6000,0.0000,187217.9200,0.0000,0.0000,25474.1400,272275.6600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,11,4,7,2020-12-01T00:00:00.000,22176,0,43058,0,0,47900.1600,0.0000,161898.0800,0.0000,0.0000,21668.1100,231466.3500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,14,7,7,2021-01-01T00:00:00.000,37933,0,66756,0,0,84969.9200,0.0000,261015.9600,0.0000,0.0000,35643.1600,381629.0400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,14,7,7,2021-02-01T00:00:00.000,33873,0,60177,0,0,75875.5200,0.0000,235292.0700,0.0000,0.0000,32058.8700,343226.4600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,14,7,7,2021-03-01T00:00:00.000,39574,0,72845,0,0,88645.7600,0.0000,284823.9500,0.0000,0.0000,38489.5600,411959.2700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,14,7,7,2021-04-01T00:00:00.000,40637,0,73925,0,0,91026.8800,0.0000,289046.7500,0.0000,0.0000,39166.1700,419239.8000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,14,7,7,2021-05-01T00:00:00.000,46903,0,84751,0,0,105062.7200,0.0000,331376.4100,0.0000,0.0000,44971.9500,481411.0800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,11,4,7,2021-06-01T00:00:00.000,8170,0,16248,0,0,18300.8000,0.0000,63529.6800,0.0000,0.0000,8438.8900,90269.3700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,3,3,0,2021-07-01T00:00:00.000,2136,0,5144,0,0,4784.6400,0.0000,20113.0400,0.0000,0.0000,2571.4400,27469.1200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00804,MEDINA VALLEY ISD,Educational Institution,School Food Authority,20,4,163-908,MEDINA,3,3,0,2021-08-01T00:00:00.000,763,0,2281,0,0,1709.1200,0.0000,8918.7100,0.0000,0.0000,1099.2800,11727.1100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,40,0,40,2020-10-01T00:00:00.000,149248,0,162888,0,0,322375.6800,0.0000,612458.8800,0.0000,0.0000,96021.8600,1030856.4200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,40,0,40,2020-11-01T00:00:00.000,147440,0,166618,0,0,318470.4000,0.0000,626483.6800,0.0000,0.0000,97097.1700,1042051.2500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,47,7,40,2020-12-01T00:00:00.000,128852,0,154349,0,0,278320.3200,0.0000,580352.2400,0.0000,0.0000,88285.1600,946957.7200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,47,7,40,2021-01-01T00:00:00.000,159629,0,205352,0,0,357568.9600,0.0000,802926.3200,0.0000,0.0000,119198.3900,1279693.6700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,47,7,40,2021-02-01T00:00:00.000,126000,0,157222,0,0,282240.0000,0.0000,614738.0200,0.0000,0.0000,92102.9700,989080.9900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,47,7,40,2021-03-01T00:00:00.000,167404,0,212715,0,0,374984.9600,0.0000,831715.6500,0.0000,0.0000,123928.7500,1330629.3600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,47,7,40,2021-04-01T00:00:00.000,211127,0,270660,0,0,472924.4800,0.0000,1058280.6000,0.0000,0.0000,157269.7100,1688474.7900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,47,7,40,2021-05-01T00:00:00.000,199986,0,262948,0,0,447968.6400,0.0000,1028126.6800,0.0000,0.0000,151648.2000,1627743.5200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,16,15,1,2021-06-01T00:00:00.000,16884,0,17923,0,0,37820.1600,0.0000,70078.9300,0.0000,0.0000,11060.3100,118959.4000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00807,MIDLAND ISD,Educational Institution,School Food Authority,18,1,165-901,MIDLAND,3,3,0,2021-07-01T00:00:00.000,1636,0,2803,0,0,3664.6400,0.0000,10959.7300,0.0000,0.0000,1506.2300,16130.6000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,26,10,16,2020-10-01T00:00:00.000,53846,0,117821,0,0,116307.3600,0.0000,443006.9600,0.0000,0.0000,57821.6300,617135.9500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,22,6,16,2020-11-01T00:00:00.000,41429,0,86918,0,0,89486.6400,0.0000,326811.6800,0.0000,0.0000,43022.5600,459320.8800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,22,6,16,2020-12-01T00:00:00.000,38744,0,82007,0,0,83687.0400,0.0000,308346.3200,0.0000,0.0000,40517.7100,432551.0700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,19,3,16,2021-01-01T00:00:00.000,44527,0,97205,0,0,99740.4800,0.0000,380071.5500,0.0000,0.0000,49518.3000,529330.3300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,19,3,16,2021-02-01T00:00:00.000,40235,0,88073,0,0,90126.4000,0.0000,344365.4300,0.0000,0.0000,44842.0400,479333.8700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,19,3,16,2021-03-01T00:00:00.000,50653,0,110265,0,0,113462.7200,0.0000,431136.1500,0.0000,0.0000,56203.2800,600802.1500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,19,3,16,2021-04-01T00:00:00.000,63417,0,142845,0,0,142054.0800,0.0000,558523.9500,0.0000,0.0000,72319.6200,772897.6500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,19,3,16,2021-05-01T00:00:00.000,49838,0,112721,0,0,111637.1200,0.0000,440739.1100,0.0000,0.0000,57022.7700,609399.0000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,6,3,3,2021-06-01T00:00:00.000,5860,0,6694,0,0,13126.4000,0.0000,26173.5400,0.0000,0.0000,4031.6600,43331.6000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,6,3,3,2021-07-01T00:00:00.000,3818,0,4852,0,0,8552.3200,0.0000,18971.3200,0.0000,0.0000,2826.7000,30350.3400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00833,MAGNOLIA ISD,Educational Institution,School Food Authority,6,3,170-906,MONTGOMERY,1,1,0,2021-08-01T00:00:00.000,836,0,836,0,0,1872.6400,0.0000,3268.7600,0.0000,0.0000,526.6800,5668.0800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00844,NACOGDOCHES ISD,Educational Institution,School Food Authority,7,3,174-904,NACOGDOCHES,9,2,7,2021-06-01T00:00:00.000,8223,0,14018,0,0,18419.5200,0.0000,54810.3800,0.0000,0.0000,7541.9600,80771.8600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00844,NACOGDOCHES ISD,Educational Institution,School Food Authority,7,3,174-904,NACOGDOCHES,6,2,4,2021-07-01T00:00:00.000,6588,0,9880,0,0,14757.1200,0.0000,38630.8000,0.0000,0.0000,5491.9300,58879.8500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,16,8,8,2020-10-01T00:00:00.000,41413,0,56085,0,0,89452.0800,0.0000,210879.6000,0.0000,0.0000,30917.1600,331248.8400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,15,7,8,2020-11-01T00:00:00.000,36424,0,48545,0,0,78675.8400,0.0000,182529.2000,0.0000,0.0000,26885.0700,288090.1100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,15,7,8,2020-12-01T00:00:00.000,31453,0,43536,0,0,67938.4800,0.0000,163695.3600,0.0000,0.0000,23850.2800,255484.1200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,13,5,8,2021-01-01T00:00:00.000,36241,0,53057,0,0,81179.8400,0.0000,207452.8700,0.0000,0.0000,29684.3500,318317.0600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,12,4,8,2021-02-01T00:00:00.000,33252,0,48775,0,0,74484.4800,0.0000,190710.2500,0.0000,0.0000,27274.3800,292469.1100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,10,2,8,2021-03-01T00:00:00.000,44419,0,65621,0,0,99498.5600,0.0000,256578.1100,0.0000,0.0000,36623.7900,392700.4600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,10,2,8,2021-04-01T00:00:00.000,54046,0,76204,0,0,121063.0400,0.0000,297957.6400,0.0000,0.0000,43078.3700,462099.0500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,10,2,8,2021-05-01T00:00:00.000,51410,0,73408,0,0,115158.4000,0.0000,287025.2800,0.0000,0.0000,41352.4900,443536.1700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,3,3,0,2021-06-01T00:00:00.000,2765,0,4108,0,0,6193.6000,0.0000,16062.2800,0.0000,0.0000,2289.2200,24545.1000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00851,CORSICANA ISD,Educational Institution,School Food Authority,12,2,175-903,NAVARRO,1,1,0,2021-07-01T00:00:00.000,41,0,46,0,0,91.8400,0.0000,179.8600,0.0000,0.0000,27.8700,299.5700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00861,SWEETWATER ISD,Educational Institution,School Food Authority,14,1,177-902,NOLAN,1,0,1,2021-06-01T00:00:00.000,395,0,0,0,0,884.8000,0.0000,0.0000,0.0000,0.0000,87.8900,972.6900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00873,ROBSTOWN ISD,Educational Institution,School Food Authority,2,5,178-909,NUECES,4,2,2,2021-06-01T00:00:00.000,3457,0,5271,0,0,7743.6800,0.0000,20609.6100,0.0000,0.0000,2917.1100,31270.4000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00873,ROBSTOWN ISD,Educational Institution,School Food Authority,2,5,178-909,NUECES,2,2,0,2021-07-01T00:00:00.000,122,0,123,0,0,273.2800,0.0000,480.9300,0.0000,0.0000,77.2700,831.4800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00876,FLOUR BLUFF ISD,Educational Institution,School Food Authority,2,5,178-914,NUECES,1,0,1,2021-06-01T00:00:00.000,3445,0,4292,0,0,7716.8000,0.0000,16781.7200,0.0000,0.0000,2515.5000,27014.0200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00876,FLOUR BLUFF ISD,Educational Institution,School Food Authority,2,5,178-914,NUECES,1,0,1,2021-07-01T00:00:00.000,1130,0,1136,0,0,2531.2000,0.0000,4441.7600,0.0000,0.0000,714.3500,7687.3100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,4,4,0,2020-10-01T00:00:00.000,20300,0,25267,0,0,43848.0000,0.0000,95003.9200,0.0000,0.0000,14281.8000,153133.7200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,4,4,0,2020-11-01T00:00:00.000,16219,0,20291,0,0,35033.0400,0.0000,76294.1600,0.0000,0.0000,11451.3100,122778.5100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,7,7,0,2020-12-01T00:00:00.000,10274,0,12539,0,0,22191.8400,0.0000,47146.6400,0.0000,0.0000,7130.4700,76468.9500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,7,7,0,2021-01-01T00:00:00.000,15424,0,20314,0,0,34549.7600,0.0000,79427.7400,0.0000,0.0000,11709.8000,125687.3000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,4,4,0,2021-02-01T00:00:00.000,16121,0,22228,0,0,36111.0400,0.0000,86911.4800,0.0000,0.0000,12644.8300,135667.3500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,7,7,0,2021-03-01T00:00:00.000,19770,0,26339,0,0,44284.8000,0.0000,102985.4900,0.0000,0.0000,15131.9700,162402.2600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,4,1,3,2021-04-01T00:00:00.000,24248,0,33134,0,0,54315.5200,0.0000,129553.9400,0.0000,0.0000,18897.2900,202766.7500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,7,7,0,2021-05-01T00:00:00.000,21060,0,28600,0,0,47174.4000,0.0000,111826.0000,0.0000,0.0000,16340.3500,175340.7500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,5,1,4,2021-06-01T00:00:00.000,3727,0,4534,240,590,8348.4800,0.0000,17727.9400,218.4000,2306.9000,2943.7000,31545.4200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,School Food Authority,5,3,181-906,ORANGE,5,4,1,2021-07-01T00:00:00.000,4297,0,4933,80,80,9625.2800,0.0000,19288.0300,72.8000,312.8000,3007.6800,32306.5900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,School Food Authority,16,1,185-901,PARMER,2,1,1,2020-12-01T00:00:00.000,4348,0,4669,0,0,9391.6800,0.0000,17555.4400,0.0000,0.0000,2767.4000,29714.5200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,School Food Authority,16,1,185-901,PARMER,2,1,1,2021-01-01T00:00:00.000,6779,0,7132,0,0,15184.9600,0.0000,27886.1200,0.0000,0.0000,4414.6200,47485.7000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,School Food Authority,16,1,185-901,PARMER,2,1,1,2021-02-01T00:00:00.000,6775,0,7025,0,0,15176.0000,0.0000,27467.7500,0.0000,0.0000,4370.1300,47013.8800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,School Food Authority,16,1,185-901,PARMER,2,1,1,2021-03-01T00:00:00.000,7772,0,7327,0,0,17409.2800,0.0000,28648.5700,0.0000,0.0000,4715.0200,50772.8700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,School Food Authority,16,1,185-901,PARMER,2,1,1,2021-04-01T00:00:00.000,8084,0,7853,0,0,18108.1600,0.0000,30705.2300,0.0000,0.0000,4998.7900,53812.1800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,School Food Authority,16,1,185-901,PARMER,2,1,1,2021-05-01T00:00:00.000,5461,0,5482,0,0,12232.6400,0.0000,21434.6200,0.0000,0.0000,3448.9900,37116.2500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00905,BOVINA ISD,Educational Institution,School Food Authority,16,1,185-901,PARMER,1,0,1,2021-06-01T00:00:00.000,0,0,1404,0,0,0.0000,0.0000,5489.6400,0.0000,0.0000,572.1300,6061.7700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00907,FRIONA ISD,Educational Institution,School Food Authority,16,1,185-903,PARMER,1,0,1,2021-06-01T00:00:00.000,1596,0,1245,0,0,3575.0400,0.0000,4867.9500,0.0000,0.0000,862.4500,9305.4400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00907,FRIONA ISD,Educational Institution,School Food Authority,16,1,185-903,PARMER,1,0,1,2021-07-01T00:00:00.000,0,0,29,0,0,0.0000,0.0000,113.3900,0.0000,0.0000,11.8200,125.2100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00931,CLARKSVILLE ISD,Educational Institution,School Food Authority,8,2,194-904,RED RIVER,1,0,1,2021-06-01T00:00:00.000,1071,0,1196,0,0,2399.0400,0.0000,4676.3600,0.0000,0.0000,725.6700,7801.0700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,7,1,6,2020-10-01T00:00:00.000,28269,0,35931,0,0,61061.0400,0.0000,135100.5600,0.0000,0.0000,20180.7600,216342.3600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,7,1,6,2020-11-01T00:00:00.000,21373,0,23728,0,0,46165.6800,0.0000,89217.2800,0.0000,0.0000,13908.4400,149291.4000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,7,1,6,2020-12-01T00:00:00.000,19011,0,21814,0,0,41063.7600,0.0000,82020.6400,0.0000,0.0000,12649.3700,135733.7700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,7,1,6,2021-01-01T00:00:00.000,28890,0,32648,0,0,64713.6000,0.0000,127653.6800,0.0000,0.0000,19732.0900,212099.3700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,7,1,6,2021-02-01T00:00:00.000,24479,0,26836,0,0,54832.9600,0.0000,104928.7600,0.0000,0.0000,16382.2500,176143.9700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,6,0,6,2021-03-01T00:00:00.000,29839,0,34923,0,0,66839.3600,0.0000,136548.9300,0.0000,0.0000,20870.3000,224258.5900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,6,0,6,2021-04-01T00:00:00.000,35669,0,42466,0,0,79898.5600,0.0000,166042.0600,0.0000,0.0000,25241.2500,271181.8700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,6,0,6,2021-05-01T00:00:00.000,32473,0,37427,0,0,72739.5200,0.0000,146339.5700,0.0000,0.0000,22476.7400,241555.8300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,School Food Authority,18,1,195-901,REEVES,2,2,0,2021-06-01T00:00:00.000,7368,0,7368,0,0,16504.3200,0.0000,28808.8800,0.0000,0.0000,4641.8400,49955.0400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00940,CALVERT ISD,Educational Institution,School Food Authority,6,3,198-902,ROBERTSON,1,0,1,2021-06-01T00:00:00.000,764,0,930,0,0,1711.3600,0.0000,3636.3000,0.0000,0.0000,548.9700,5896.6300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2020-10-01T00:00:00.000,6717,0,8857,0,0,14508.7200,0.0000,33302.3200,0.0000,0.0000,4920.5300,52731.5700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2020-11-01T00:00:00.000,5283,0,6838,0,0,11411.2800,0.0000,25710.8800,0.0000,0.0000,3819.7700,40941.9300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2020-12-01T00:00:00.000,4225,0,5785,0,0,9126.0000,0.0000,21751.6000,0.0000,0.0000,3178.9900,34056.5900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2021-01-01T00:00:00.000,4841,0,6867,0,0,10843.8400,0.0000,26849.9700,0.0000,0.0000,3875.4200,41569.2300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2021-02-01T00:00:00.000,5056,0,6852,0,0,11325.4400,0.0000,26791.3200,0.0000,0.0000,3917.1500,42033.9100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2021-03-01T00:00:00.000,6190,0,8248,0,0,13865.6000,0.0000,32249.6800,0.0000,0.0000,4738.3400,50853.6200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2021-04-01T00:00:00.000,6719,0,9179,0,0,15050.5600,0.0000,35889.8900,0.0000,0.0000,5235.4200,56175.8700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,2,0,2,2021-05-01T00:00:00.000,6242,0,8357,0,0,13982.0800,0.0000,32675.8700,0.0000,0.0000,4794.3300,51452.2800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00943,MUMFORD ISD,Educational Institution,School Food Authority,6,3,198-906,ROBERTSON,1,0,1,2021-06-01T00:00:00.000,1427,0,1440,0,0,3196.4800,0.0000,5630.4000,0.0000,0.0000,904.3100,9731.1900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00948,WINTERS ISD,Educational Institution,School Food Authority,15,1,200-904,RUNNELS,1,1,0,2021-06-01T00:00:00.000,1492,0,1721,0,0,3342.0800,0.0000,6729.1100,0.0000,0.0000,1033.2800,11104.4700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00948,WINTERS ISD,Educational Institution,School Food Authority,15,1,200-904,RUNNELS,1,1,0,2021-07-01T00:00:00.000,107,0,127,0,0,239.6800,0.0000,496.5700,0.0000,0.0000,75.5600,811.8100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00965,GREGORY-PORTLAND ISD,Educational Institution,School Food Authority,2,5,205-902,SAN PATRICIO,10,4,6,2020-10-01T00:00:00.000,30904,0,34717,0,0,66752.6400,0.0000,130535.9200,0.0000,0.0000,20270.7800,217559.3400
