programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00209,WELLINGTON ISD,Educational Institution,School Food Authority,16,1,044-902,COLLINGSWORTH,2,0,2,2021-01-01T00:00:00.000,1338,0,4010,0,0,2997.1200,0.0000,15679.1000,0.0000,0.0000,1931.7900,20608.0100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00209,WELLINGTON ISD,Educational Institution,School Food Authority,16,1,044-902,COLLINGSWORTH,2,0,2,2021-02-01T00:00:00.000,1120,0,3837,0,0,2508.8000,0.0000,15002.6700,0.0000,0.0000,1812.7800,19324.2500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00209,WELLINGTON ISD,Educational Institution,School Food Authority,16,1,044-902,COLLINGSWORTH,2,0,2,2021-03-01T00:00:00.000,1359,0,4236,0,0,3044.1600,0.0000,16562.7600,0.0000,0.0000,2028.5500,21635.4700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00209,WELLINGTON ISD,Educational Institution,School Food Authority,16,1,044-902,COLLINGSWORTH,2,0,2,2021-04-01T00:00:00.000,1559,0,4820,0,0,3492.1600,0.0000,18846.2000,0.0000,0.0000,2311.0300,24649.3900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00209,WELLINGTON ISD,Educational Institution,School Food Authority,16,1,044-902,COLLINGSWORTH,2,0,2,2021-05-01T00:00:00.000,805,0,2564,0,0,1803.2000,0.0000,10025.2400,0.0000,0.0000,1223.9400,13052.3800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,6,1,5,2020-10-01T00:00:00.000,27833,0,37074,0,0,60119.2800,0.0000,139398.2400,0.0000,0.0000,20535.6500,220053.1700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,6,1,5,2020-11-01T00:00:00.000,21273,0,28875,0,0,45949.6800,0.0000,108570.0000,0.0000,0.0000,15907.1400,170426.8200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,6,1,5,2020-12-01T00:00:00.000,18737,0,26548,0,0,40471.9200,0.0000,99820.4800,0.0000,0.0000,14448.5500,154740.9500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,6,1,5,2021-01-01T00:00:00.000,22273,0,32797,0,0,49891.5200,0.0000,128236.2700,0.0000,0.0000,18320.5200,196448.3100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,6,1,5,2021-02-01T00:00:00.000,15270,0,24825,0,0,34204.8000,0.0000,97065.7500,0.0000,0.0000,13513.7700,144784.3200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,6,1,5,2021-03-01T00:00:00.000,23180,0,38094,0,0,51923.2000,0.0000,148947.5400,0.0000,0.0000,20680.8600,221551.6000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,6,1,5,2021-04-01T00:00:00.000,24244,0,40204,0,0,54306.5600,0.0000,157197.6400,0.0000,0.0000,21777.4200,233281.6200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,5,0,5,2021-05-01T00:00:00.000,17150,0,28462,0,0,38416.0000,0.0000,111286.4200,0.0000,0.0000,15414.1500,165116.5700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,2,2,0,2021-06-01T00:00:00.000,2769,0,4143,0,0,6202.5600,0.0000,16199.1300,0.0000,0.0000,2304.3700,24706.0600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,2,2,0,2021-07-01T00:00:00.000,1153,0,1154,0,0,2582.7200,0.0000,4512.1400,0.0000,0.0000,726.8000,7821.6600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,1,1,0,2021-08-01T00:00:00.000,151,0,151,0,0,338.2400,0.0000,590.4100,0.0000,0.0000,95.1300,1023.7800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,108,37,71,2020-10-01T00:00:00.000,175419,0,326959,0,0,378905.0400,0.0000,1229365.8400,0.0000,0.0000,166046.5000,1774317.3800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,108,37,71,2020-11-01T00:00:00.000,160753,0,289879,0,0,347226.4800,0.0000,1089945.0400,0.0000,0.0000,148339.4100,1585510.9300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,104,33,71,2020-12-01T00:00:00.000,141861,0,252148,0,0,306419.7600,0.0000,948076.4800,0.0000,0.0000,129468.2100,1383964.4500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,104,33,71,2021-01-01T00:00:00.000,180224,0,342598,0,0,403701.7600,0.0000,1339558.1800,0.0000,0.0000,179708.5300,1922968.4700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,104,33,71,2021-02-01T00:00:00.000,145223,0,276589,0,0,325299.5200,0.0000,1081462.9900,0.0000,0.0000,145022.1400,1551784.6500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,101,30,71,2021-03-01T00:00:00.000,176702,0,317267,0,0,395812.4800,0.0000,1240513.9700,0.0000,0.0000,168602.5000,1804928.9500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,100,29,71,2021-04-01T00:00:00.000,229798,0,445937,0,0,514747.5200,0.0000,1743613.6700,0.0000,0.0000,232849.3900,2491210.5800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,100,29,71,2021-05-01T00:00:00.000,194758,0,381801,0,0,436257.9200,0.0000,1492841.9100,0.0000,0.0000,198917.5700,2128017.4000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,140,69,71,2021-06-01T00:00:00.000,84653,0,161707,0,0,189622.7200,0.0000,632274.3700,0.0000,0.0000,84730.8900,906627.9800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,12,12,0,2021-07-01T00:00:00.000,2821,0,5764,0,0,6319.0400,0.0000,22537.2400,0.0000,0.0000,2976.5000,31832.7800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,72,36,36,2020-10-01T00:00:00.000,246728,0,285652,0,0,532932.4800,0.0000,1074051.5200,0.0000,0.0000,165164.9300,1772148.9300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,72,36,36,2020-11-01T00:00:00.000,266864,0,305414,0,0,576426.2400,0.0000,1148356.6400,0.0000,0.0000,177250.7600,1902033.6400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,72,36,36,2020-12-01T00:00:00.000,232638,0,265137,0,0,502498.0800,0.0000,996915.1200,0.0000,0.0000,154083.4400,1653496.6400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,72,36,36,2021-01-01T00:00:00.000,270827,0,318555,0,0,606652.4800,0.0000,1245550.0500,0.0000,0.0000,190070.1700,2042272.7000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,72,36,36,2021-02-01T00:00:00.000,223447,0,258595,0,0,500521.2800,0.0000,1011106.4500,0.0000,0.0000,155094.4200,1666722.1500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,72,36,36,2021-03-01T00:00:00.000,263819,0,313810,0,0,590954.5600,0.0000,1226997.1000,0.0000,0.0000,186577.3100,2004528.9700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,72,36,36,2021-04-01T00:00:00.000,315579,0,387291,0,0,706896.9600,0.0000,1514307.8100,0.0000,0.0000,228037.4100,2449242.1800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,72,36,36,2021-05-01T00:00:00.000,288621,0,360626,0,0,646511.0400,0.0000,1410047.6600,0.0000,0.0000,211173.2700,2267731.9700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,11,4,7,2021-06-01T00:00:00.000,78184,0,84229,0,0,175132.1600,0.0000,329335.3900,0.0000,0.0000,51719.2600,556186.8100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,9,4,5,2021-07-01T00:00:00.000,64781,0,66475,0,0,145109.4400,0.0000,259917.2500,0.0000,0.0000,41502.3300,446529.0200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,School Food Authority,10,2,057-912,DALLAS,5,4,1,2021-08-01T00:00:00.000,22853,0,22778,0,0,51190.7200,0.0000,89061.9800,0.0000,0.0000,14366.8300,154619.5300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00283,MESQUITE ISD,Educational Institution,School Food Authority,10,2,057-914,DALLAS,18,18,0,2021-06-01T00:00:00.000,5031,0,12517,0,0,11269.4400,0.0000,48941.4700,0.0000,0.0000,6220.0800,66430.9900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00283,MESQUITE ISD,Educational Institution,School Food Authority,10,2,057-914,DALLAS,46,46,0,2021-07-01T00:00:00.000,15245,24804,7266,0,0,34148.8000,22571.6400,28410.0600,0.0000,0.0000,9081.3500,94211.8500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,School Food Authority,11,2,061-902,DENTON,77,11,66,2020-10-01T00:00:00.000,139488,0,340150,0,0,301294.0800,0.0000,1278964.0000,0.0000,0.0000,163498.8000,1743756.8800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,School Food Authority,11,2,061-902,DENTON,77,11,66,2020-11-01T00:00:00.000,120711,0,276066,0,0,260735.7600,0.0000,1038008.1600,0.0000,0.0000,134308.7800,1433052.7000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,School Food Authority,11,2,061-902,DENTON,77,11,66,2020-12-01T00:00:00.000,117864,0,247700,0,0,254586.2400,0.0000,931352.0000,0.0000,0.0000,122563.0100,1308501.2500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,School Food Authority,11,2,061-902,DENTON,78,11,67,2021-01-01T00:00:00.000,125983,0,306079,0,0,282201.9200,0.0000,1196768.8900,0.0000,0.0000,152758.4100,1631729.2200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,School Food Authority,11,2,061-902,DENTON,78,11,67,2021-02-01T00:00:00.000,128244,0,301153,0,0,287266.5600,0.0000,1177508.2300,0.0000,0.0000,151254.1400,1616028.9300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,School Food Authority,11,2,061-902,DENTON,78,11,67,2021-03-01T00:00:00.000,153326,0,357586,0,0,343450.2400,0.0000,1398161.2600,0.0000,0.0000,179831.3400,1921442.8400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,School Food Authority,11,2,061-902,DENTON,77,10,67,2021-04-01T00:00:00.000,180000,0,411804,0,0,403200.0000,0.0000,1610153.6400,0.0000,0.0000,207860.1300,2221213.7700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00297,LEWISVILLE ISD,Educational Institution,School Food Authority,11,2,061-902,DENTON,77,10,67,2021-05-01T00:00:00.000,136254,0,313976,0,0,305208.9600,0.0000,1227646.1600,0.0000,0.0000,158261.7400,1691116.8600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,7,3,4,2020-10-01T00:00:00.000,4686,0,10876,0,0,10121.7600,0.0000,40893.7600,0.0000,0.0000,5276.3200,56291.8400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,6,2,4,2020-11-01T00:00:00.000,3719,0,8900,0,0,8033.0400,0.0000,33464.0000,0.0000,0.0000,4292.8400,45789.8800
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,5,1,4,2020-12-01T00:00:00.000,3274,0,8508,0,0,7071.8400,0.0000,31990.0800,0.0000,0.0000,4043.3000,43105.2200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,8,4,4,2021-01-01T00:00:00.000,3595,0,8048,0,0,8052.8000,0.0000,31467.6800,0.0000,0.0000,4079.4500,43599.9300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,4,0,4,2021-02-01T00:00:00.000,2637,0,7449,0,0,5906.8800,0.0000,29125.5900,0.0000,0.0000,3622.2000,38654.6700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,4,0,4,2021-03-01T00:00:00.000,4119,0,11485,0,0,9226.5600,0.0000,44906.3500,0.0000,0.0000,5596.6200,59729.5300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,4,0,4,2021-04-01T00:00:00.000,4943,0,13372,0,0,11072.3200,0.0000,52284.5200,0.0000,0.0000,6548.9100,69905.7500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,4,0,4,2021-05-01T00:00:00.000,2949,0,7222,0,0,6605.7600,0.0000,28238.0200,0.0000,0.0000,3599.1200,38442.9000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,1,0,1,2021-06-01T00:00:00.000,930,0,1212,0,0,2083.2000,0.0000,4738.9200,0.0000,0.0000,700.8200,7522.9400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00307,CUERO ISD,Educational Institution,School Food Authority,3,3,062-901,DEWITT,2,0,2,2021-06-01T00:00:00.000,850,0,1293,0,0,1904.0000,0.0000,5055.6300,0.0000,0.0000,716.0300,7675.6600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2020-10-01T00:00:00.000,30676,0,30676,0,0,66260.1600,0.0000,115341.7600,0.0000,0.0000,18635.6700,200237.5900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2020-11-01T00:00:00.000,27811,0,27811,0,0,60071.7600,0.0000,104569.3600,0.0000,0.0000,16895.1900,181536.3100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2020-12-01T00:00:00.000,26322,0,26662,0,0,56855.5200,0.0000,100249.1200,0.0000,0.0000,16124.0700,173228.7100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2021-01-01T00:00:00.000,23237,0,23854,0,0,52050.8800,0.0000,93269.1400,0.0000,0.0000,14890.7400,160210.7600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2021-02-01T00:00:00.000,23646,0,24416,0,0,52967.0400,0.0000,95466.5600,0.0000,0.0000,15210.7600,163644.3600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2021-03-01T00:00:00.000,31701,0,33020,0,0,71010.2400,0.0000,129108.2000,0.0000,0.0000,20509.1200,220627.5600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2021-04-01T00:00:00.000,36073,0,38483,0,0,80803.5200,0.0000,150468.5300,0.0000,0.0000,23708.0600,254980.1100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2021-05-01T00:00:00.000,27053,0,28637,0,0,60598.7200,0.0000,111970.6700,0.0000,0.0000,17688.8700,190258.2600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00315,CARRIZO SPRINGS CONS ISD,Educational Institution,School Food Authority,20,4,064-903,DIMMIT,7,7,0,2021-06-01T00:00:00.000,24169,0,27558,0,0,54138.5600,0.0000,107751.7800,0.0000,0.0000,16607.4900,178497.8300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,54,14,40,2020-10-01T00:00:00.000,218923,0,215123,0,0,472873.6800,0.0000,808862.4800,0.0000,0.0000,131504.2300,1413240.3900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,54,14,40,2020-11-01T00:00:00.000,192498,0,193143,0,0,415795.6800,0.0000,726217.6800,0.0000,0.0000,117195.7000,1259209.0600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,55,14,41,2020-12-01T00:00:00.000,153375,0,153752,0,0,331290.0000,0.0000,578107.5200,0.0000,0.0000,93323.2900,1002720.8100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,53,12,41,2021-01-01T00:00:00.000,219769,0,240674,0,0,492282.5600,0.0000,941035.3400,0.0000,0.0000,146973.2600,1580291.1600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,53,12,41,2021-02-01T00:00:00.000,182914,0,201218,0,0,409727.3600,0.0000,786762.3800,0.0000,0.0000,122694.7100,1319184.4500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,53,12,41,2021-03-01T00:00:00.000,247136,0,274470,0,0,553584.6400,0.0000,1073177.7000,0.0000,0.0000,166834.2900,1793596.6300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,52,11,41,2021-04-01T00:00:00.000,280471,0,314062,0,0,628255.0400,0.0000,1227982.4200,0.0000,0.0000,190385.0700,2046622.5300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,51,10,41,2021-05-01T00:00:00.000,249012,0,288728,0,0,557786.8800,0.0000,1128926.4800,0.0000,0.0000,173061.8300,1859775.1900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,17,17,0,2021-06-01T00:00:00.000,34778,0,40066,0,0,77902.7200,0.0000,156658.0600,0.0000,0.0000,24065.0100,258625.7900
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,School Food Authority,18,1,068-901,ECTOR,13,13,0,2021-07-01T00:00:00.000,13002,0,14252,0,0,29124.4800,0.0000,55725.3200,0.0000,0.0000,8700.6400,93550.4400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00333,FERRIS ISD,Educational Institution,School Food Authority,10,2,070-905,ELLIS,3,3,0,2021-06-01T00:00:00.000,3631,0,5539,0,0,8133.4400,0.0000,21657.4900,0.0000,0.0000,3065.0400,32855.9700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00336,MILFORD ISD,Educational Institution,School Food Authority,10,2,070-909,ELLIS,1,1,0,2021-06-01T00:00:00.000,0,0,287,0,0,0.0000,0.0000,1122.1700,0.0000,0.0000,116.9500,1239.1200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,12,6,6,2020-10-01T00:00:00.000,27529,0,27577,0,0,59462.6400,0.0000,103689.5200,0.0000,0.0000,16742.7100,179894.8700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,10,4,6,2020-11-01T00:00:00.000,23842,0,23998,0,0,51498.7200,0.0000,90232.4800,0.0000,0.0000,14545.2500,156276.4500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,10,4,6,2020-12-01T00:00:00.000,20624,0,20820,0,0,44547.8400,0.0000,78283.2000,0.0000,0.0000,12606.0100,135437.0500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,10,4,6,2021-01-01T00:00:00.000,19470,0,19767,0,0,43612.8000,0.0000,77288.9700,0.0000,0.0000,12387.1300,133288.9000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,10,4,6,2021-02-01T00:00:00.000,23108,0,23891,0,0,51761.9200,0.0000,93413.8100,0.0000,0.0000,14877.1100,160052.8400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,10,4,6,2021-03-01T00:00:00.000,17914,0,18640,0,0,40127.3600,0.0000,72882.4000,0.0000,0.0000,11581.6700,124591.4300
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,10,4,6,2021-04-01T00:00:00.000,23261,0,25459,0,0,52104.6400,0.0000,99544.6900,0.0000,0.0000,15550.1100,167199.4400
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,10,4,6,2021-05-01T00:00:00.000,23910,0,26484,0,0,53558.4000,0.0000,103552.4400,0.0000,0.0000,16112.2100,173223.0500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,10,4,6,2021-06-01T00:00:00.000,12214,0,12444,0,0,27359.3600,0.0000,48656.0400,0.0000,0.0000,7788.5500,83803.9500
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,1,1,0,2021-07-01T00:00:00.000,2995,0,2998,0,0,6708.8000,0.0000,11722.1800,0.0000,0.0000,1888.0800,20319.0600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,53,53,0,2020-10-01T00:00:00.000,142864,0,143487,0,0,308586.2400,0.0000,539511.1200,0.0000,0.0000,87034.4100,935131.7700
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,107,53,54,2020-11-01T00:00:00.000,124936,0,126358,0,0,269861.7600,0.0000,475106.0800,0.0000,0.0000,76456.7600,821424.6000
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,107,53,54,2020-12-01T00:00:00.000,109657,0,111435,0,0,236859.1200,0.0000,418995.6000,0.0000,0.0000,67314.5000,723169.2200
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,107,53,54,2021-01-01T00:00:00.000,122046,0,123876,0,0,273383.0400,0.0000,484355.1600,0.0000,0.0000,77634.7100,835372.9100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,108,53,55,2021-02-01T00:00:00.000,188291,0,199198,0,0,421771.8400,0.0000,778864.1800,0.0000,0.0000,123067.9400,1323703.9600
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,101,46,55,2021-03-01T00:00:00.000,191226,0,205833,0,0,428346.2400,0.0000,804807.0300,0.0000,0.0000,126424.7400,1359578.0100
2020-2021,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,101,46,55,2021-04-01T00:00:00.000,243554,0,263644,0,0,545560.9600,0.0000,1030848.0400,0.0000,0.0000,161625.7000,1738034.7000
