odprecid,programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
04838_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04838,BOYS AND GIRLS CLUB OF ZAPATA COUNTY,Private Non Profit Organization,Private Nonprofit,1,5,,ZAPATA,2,0,2,2023-05-01T00:00:00.000,0,0,135,86,0,0.0000,0.0000,604.8000,89.4400,0.0000,74.4200,768.6600
04838_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04838,BOYS AND GIRLS CLUB OF ZAPATA COUNTY,Private Non Profit Organization,Private Nonprofit,1,5,,ZAPATA,2,0,2,2023-06-01T00:00:00.000,0,0,1425,919,0,0.0000,0.0000,6384.0000,955.7600,0.0000,786.9200,8126.6800
04838_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04838,BOYS AND GIRLS CLUB OF ZAPATA COUNTY,Private Non Profit Organization,Private Nonprofit,1,5,,ZAPATA,2,0,2,2023-07-01T00:00:00.000,0,0,617,698,0,0.0000,0.0000,2764.1600,725.9200,0.0000,378.9900,3869.0700
04873_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04873,"CUSTER ROAD UNITED METHODIST CHURCH, INC",Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,1,0,1,2023-06-01T00:00:00.000,0,0,1874,0,0,0.0000,0.0000,8395.5200,0.0000,0.0000,730.8600,9126.3800
04873_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04873,"CUSTER ROAD UNITED METHODIST CHURCH, INC",Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,1,0,1,2023-07-01T00:00:00.000,0,0,1374,0,0,0.0000,0.0000,6155.5200,0.0000,0.0000,535.8600,6691.3800
04873_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04873,"CUSTER ROAD UNITED METHODIST CHURCH, INC",Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,1,0,1,2023-08-01T00:00:00.000,0,0,236,0,0,0.0000,0.0000,1057.2800,0.0000,0.0000,92.0400,1149.3200
05006_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05006,BRIGHT NUTRITION,Private Non Profit Organization,Private Nonprofit,1,5,,CAMERON,49,0,49,2023-06-01T00:00:00.000,13748,0,18059,0,0,35332.3600,0.0000,80904.3200,0.0000,0.0000,10233.1600,126469.8400
05006_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05006,BRIGHT NUTRITION,Private Non Profit Organization,Private Nonprofit,1,5,,CAMERON,33,0,33,2023-07-01T00:00:00.000,35270,0,36906,0,0,90643.9000,0.0000,165338.8800,0.0000,0.0000,23649.8200,279632.6000
05006_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05006,BRIGHT NUTRITION,Private Non Profit Organization,Private Nonprofit,1,5,,CAMERON,30,0,30,2023-08-01T00:00:00.000,16594,0,16877,0,0,42646.5800,0.0000,75608.9600,0.0000,0.0000,11188.3500,129443.8900
05143_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05143,SOMEONE WHO CARES MINISTRIES,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,6,0,6,2023-06-01T00:00:00.000,5710,0,6802,0,0,14674.7000,0.0000,30472.9600,0.0000,0.0000,4652.9900,49800.6500
05143_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05143,SOMEONE WHO CARES MINISTRIES,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,6,0,6,2023-07-01T00:00:00.000,3119,0,4268,0,0,8015.8300,0.0000,19120.6400,0.0000,0.0000,2801.3100,29937.7800
05143_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05143,SOMEONE WHO CARES MINISTRIES,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,4,0,4,2023-08-01T00:00:00.000,798,0,1118,0,0,2050.8600,0.0000,5008.6400,0.0000,0.0000,728.9500,7788.4500
05241_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05241,"THE FIRST PRESBYTERIAN CHURCH OF COLORADO CITY, TEXAS",Private Non Profit Organization,Private Nonprofit,14,1,,MITCHELL,1,0,1,2023-06-01T00:00:00.000,0,0,761,0,0,0.0000,0.0000,3409.2800,0.0000,0.0000,357.6700,3766.9500
05253_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05253,THE GRANDBERRY INTERVENTION FOUNDATION,Private Non Profit Organization,Private Nonprofit,11,2,,TARRANT,4,0,4,2023-06-01T00:00:00.000,0,0,166,0,0,0.0000,0.0000,743.6800,0.0000,0.0000,78.0200,821.7000
05253_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05253,THE GRANDBERRY INTERVENTION FOUNDATION,Private Non Profit Organization,Private Nonprofit,11,2,,TARRANT,4,0,4,2023-07-01T00:00:00.000,0,0,993,0,0,0.0000,0.0000,4448.6400,0.0000,0.0000,466.7100,4915.3500
05255_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05255,"FOOD ALWAYS, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,5,0,5,2023-05-01T00:00:00.000,1145,0,1150,0,0,2942.6500,0.0000,5152.0000,0.0000,0.0000,832.4800,8927.1300
05255_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05255,"FOOD ALWAYS, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,6,0,6,2023-06-01T00:00:00.000,6036,0,6069,0,0,15512.5200,0.0000,27189.1200,0.0000,0.0000,4391.6100,47093.2500
05255_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05255,"FOOD ALWAYS, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,6,0,6,2023-07-01T00:00:00.000,5176,0,5452,0,0,13302.3200,0.0000,24424.9600,0.0000,0.0000,3882.3200,41609.6000
05255_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05255,"FOOD ALWAYS, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,6,0,6,2023-08-01T00:00:00.000,2519,0,2844,0,0,6473.8300,0.0000,12741.1200,0.0000,0.0000,1979.0300,21193.9800
05259_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05259,K12 ENRICHMENT ACADEMY,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,3,0,3,2023-06-01T00:00:00.000,3193,0,3784,0,0,8206.0100,0.0000,16952.3200,0.0000,0.0000,2122.3400,27280.6700
05259_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05259,K12 ENRICHMENT ACADEMY,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,5,0,5,2023-07-01T00:00:00.000,4345,0,5043,0,0,11166.6500,0.0000,22592.6400,0.0000,0.0000,2846.6300,36605.9200
05259_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05259,K12 ENRICHMENT ACADEMY,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,5,0,5,2023-08-01T00:00:00.000,941,0,1081,0,0,2418.3700,0.0000,4842.8800,0.0000,0.0000,612.1400,7873.3900
05327_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05327,PRESERVATION OF LIFE INC.,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,15,0,15,2023-06-01T00:00:00.000,10269,0,11655,0,0,26391.3300,0.0000,52214.4000,0.0000,0.0000,8096.4500,86702.1800
05327_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05327,PRESERVATION OF LIFE INC.,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,17,0,17,2023-07-01T00:00:00.000,10006,0,11486,0,0,25715.4200,0.0000,51457.2800,0.0000,0.0000,7949.9500,85122.6500
05327_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05327,PRESERVATION OF LIFE INC.,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,16,0,16,2023-08-01T00:00:00.000,7536,0,8362,0,0,19367.5200,0.0000,37461.7600,0.0000,0.0000,5851.8200,62681.1000
05451_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05451,"Boys Club of Pharr, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,108-,HIDALGO,4,0,4,2023-06-01T00:00:00.000,7859,0,11106,0,0,20197.6300,0.0000,49754.8800,0.0000,0.0000,7223.8700,77176.3800
05451_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05451,"Boys Club of Pharr, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,108-,HIDALGO,4,0,4,2023-07-01T00:00:00.000,7152,0,9647,0,0,18380.6400,0.0000,43218.5600,0.0000,0.0000,6357.8500,67957.0500
05451_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05451,"Boys Club of Pharr, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,108-,HIDALGO,4,0,4,2023-08-01T00:00:00.000,4072,0,6212,0,0,10465.0400,0.0000,27829.7600,0.0000,0.0000,3958.0000,42252.8000
05591_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05591,Full Filled Project Inc,Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,7,0,7,2023-05-01T00:00:00.000,1705,0,1741,0,0,4381.8500,0.0000,7799.6800,0.0000,0.0000,1253.0500,13434.5800
05591_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05591,Full Filled Project Inc,Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,64,0,64,2023-06-01T00:00:00.000,25468,0,38965,13029,0,65452.7600,0.0000,174563.2000,13550.1600,0.0000,26469.0900,280035.2100
05591_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05591,Full Filled Project Inc,Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,59,0,59,2023-07-01T00:00:00.000,20479,0,44512,23579,0,52631.0300,0.0000,199413.7600,24522.1600,0.0000,29149.1100,305716.0600
05591_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05591,Full Filled Project Inc,Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,44,0,44,2023-08-01T00:00:00.000,3444,0,7643,4817,0,8851.0800,0.0000,34240.6400,5009.6800,0.0000,5084.6000,53186.0000
05656_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05656,"Kidz Grub, Inc.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,14,0,14,2023-06-01T00:00:00.000,0,0,13474,0,0,0.0000,0.0000,60363.5200,0.0000,0.0000,6332.7800,66696.3000
05656_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05656,"Kidz Grub, Inc.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,16,0,16,2023-07-01T00:00:00.000,0,0,14708,0,0,0.0000,0.0000,65891.8400,0.0000,0.0000,6912.7600,72804.6000
05656_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05656,"Kidz Grub, Inc.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,15,0,15,2023-08-01T00:00:00.000,0,0,11204,0,0,0.0000,0.0000,50193.9200,0.0000,0.0000,5265.8800,55459.8000
05823_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05823,Discovering Healthy Foods,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,25,0,25,2023-06-01T00:00:00.000,2420,0,21080,18252,0,6219.4000,0.0000,94438.4000,18982.0800,0.0000,12851.8300,132491.7100
05823_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05823,Discovering Healthy Foods,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,16,0,16,2023-07-01T00:00:00.000,1758,0,14362,12645,0,4518.0600,0.0000,64341.7600,13150.8000,0.0000,8810.6700,90821.2900
05823_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05823,Discovering Healthy Foods,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,6,0,6,2023-08-01T00:00:00.000,0,0,4631,4631,0,0.0000,0.0000,20746.8800,4816.2400,0.0000,2767.0200,28330.1400
05920_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05920,UNIQUE PIECES INC.,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,9,0,9,2023-05-01T00:00:00.000,116,0,1032,899,0,298.1200,0.0000,4623.3600,934.9600,0.0000,629.2400,6485.6800
05920_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05920,UNIQUE PIECES INC.,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,20,0,20,2023-06-01T00:00:00.000,13116,0,28475,11573,0,33708.1200,0.0000,127568.0000,12035.9200,0.0000,18203.3900,191515.4300
05920_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05920,UNIQUE PIECES INC.,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,20,0,20,2023-07-01T00:00:00.000,10109,0,26703,8741,0,25980.1300,0.0000,119629.4400,9090.6400,0.0000,16242.6900,170942.9000
05920_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05920,UNIQUE PIECES INC.,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,17,0,17,2023-08-01T00:00:00.000,3840,0,6829,1994,0,9868.8000,0.0000,30593.9200,2073.7600,0.0000,4443.0700,46979.5500
06083_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06083,"""With Helping Hands"" serving nutritious meals",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,6,0,6,2023-05-01T00:00:00.000,0,0,236,0,108,0.0000,0.0000,1057.2800,0.0000,483.8400,161.6800,1702.8000
06083_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06083,"""With Helping Hands"" serving nutritious meals",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,30,0,30,2023-06-01T00:00:00.000,0,0,2042,0,12133,0.0000,0.0000,9148.1600,0.0000,54355.8400,6662.2500,70166.2500
06083_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06083,"""With Helping Hands"" serving nutritious meals",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,31,0,31,2023-07-01T00:00:00.000,0,0,1715,0,9754,0.0000,0.0000,7683.2000,0.0000,43697.9200,5390.4300,56771.5500
06083_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06083,"""With Helping Hands"" serving nutritious meals",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,25,0,25,2023-08-01T00:00:00.000,0,0,1179,0,8743,0.0000,0.0000,5281.9200,0.0000,39168.6400,4663.3400,49113.9000
06308_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06308,OIMZION International Global Ministries & Missions,Private Non Profit Organization,Private Nonprofit,17,1,,HALE,3,0,3,2023-06-01T00:00:00.000,0,0,79,0,335,0.0000,0.0000,353.9200,0.0000,1500.8000,194.5800,2049.3000
06308_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06308,OIMZION International Global Ministries & Missions,Private Non Profit Organization,Private Nonprofit,17,1,,HALE,3,0,3,2023-07-01T00:00:00.000,0,0,160,0,380,0.0000,0.0000,716.8000,0.0000,1702.4000,253.8000,2673.0000
06308_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06308,OIMZION International Global Ministries & Missions,Private Non Profit Organization,Private Nonprofit,17,1,,HALE,3,0,3,2023-08-01T00:00:00.000,0,0,40,0,140,0.0000,0.0000,179.2000,0.0000,627.2000,84.6000,891.0000
06317_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06317,KIDS GRAB ON THE GO,Private Non Profit Organization,Private Nonprofit,10,2,,DAWSON,7,0,7,2023-05-01T00:00:00.000,1386,0,1396,0,0,3562.0200,0.0000,6254.0800,0.0000,0.0000,1009.5500,10825.6500
06317_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06317,KIDS GRAB ON THE GO,Private Non Profit Organization,Private Nonprofit,10,2,,DAWSON,11,0,11,2023-06-01T00:00:00.000,10093,0,10361,0,0,25939.0100,0.0000,46417.2800,0.0000,0.0000,7443.3900,79799.6800
06317_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06317,KIDS GRAB ON THE GO,Private Non Profit Organization,Private Nonprofit,10,2,,DAWSON,15,0,15,2023-07-01T00:00:00.000,17723,0,17881,0,0,45548.1100,0.0000,80106.8800,0.0000,0.0000,12923.4400,138578.4300
06317_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06317,KIDS GRAB ON THE GO,Private Non Profit Organization,Private Nonprofit,10,2,,DAWSON,15,0,15,2023-08-01T00:00:00.000,6649,0,6665,0,0,17087.9300,0.0000,29859.2000,0.0000,0.0000,4828.0500,51775.1800
06458_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06458,Boys & Girls Clubs in Texas,Private Non Profit Organization,Private Nonprofit,13,4,,TRAVIS,4,0,4,2023-05-01T00:00:00.000,80,0,385,232,0,205.6000,0.0000,1724.8000,241.2800,0.0000,206.5500,2378.2300
06458_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06458,Boys & Girls Clubs in Texas,Private Non Profit Organization,Private Nonprofit,13,4,,TRAVIS,23,0,23,2023-06-01T00:00:00.000,11205,0,21408,9561,0,28796.8500,0.0000,95907.8400,9943.4400,0.0000,12308.1400,146956.2700
06458_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06458,Boys & Girls Clubs in Texas,Private Non Profit Organization,Private Nonprofit,13,4,,TRAVIS,28,0,28,2023-07-01T00:00:00.000,11013,0,21841,9496,0,28303.4100,0.0000,97847.6800,9875.8400,0.0000,12539.1600,148566.0900
06458_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06458,Boys & Girls Clubs in Texas,Private Non Profit Organization,Private Nonprofit,13,4,,TRAVIS,19,0,19,2023-08-01T00:00:00.000,2483,0,4844,1680,0,6381.3100,0.0000,21701.1200,1747.2000,0.0000,2815.3800,32645.0100
06480_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06480,South Texas Juvenile Diabetes Association,Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,4,0,4,2023-06-01T00:00:00.000,323,0,889,0,0,830.1100,0.0000,3982.7200,0.0000,0.0000,500.2000,5313.0300
06480_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06480,South Texas Juvenile Diabetes Association,Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,3,0,3,2023-07-01T00:00:00.000,189,0,518,0,0,485.7300,0.0000,2320.6400,0.0000,0.0000,291.6600,3098.0300
06533_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06533,THE SWEETWATER HOUSE OF PEACE,Private Non Profit Organization,Private Nonprofit,14,1,,NOLAN,1,0,1,2023-06-01T00:00:00.000,0,0,1688,0,0,0.0000,0.0000,7562.2400,0.0000,0.0000,793.3600,8355.6000
06533_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06533,THE SWEETWATER HOUSE OF PEACE,Private Non Profit Organization,Private Nonprofit,14,1,,NOLAN,1,0,1,2023-07-01T00:00:00.000,0,0,1176,0,0,0.0000,0.0000,5268.4800,0.0000,0.0000,552.7200,5821.2000
06533_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06533,THE SWEETWATER HOUSE OF PEACE,Private Non Profit Organization,Private Nonprofit,14,1,,NOLAN,1,0,1,2023-08-01T00:00:00.000,0,0,265,0,0,0.0000,0.0000,1187.2000,0.0000,0.0000,124.5500,1311.7500
06670_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06670,"Healthy Kids and Teens of South Texas, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,2,0,2,2023-05-01T00:00:00.000,278,0,285,0,0,714.4600,0.0000,1276.8000,0.0000,0.0000,204.8400,2196.1000
06670_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06670,"Healthy Kids and Teens of South Texas, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,11,0,11,2023-06-01T00:00:00.000,10972,0,12234,0,0,28198.0400,0.0000,54808.3200,0.0000,0.0000,8547.8400,91554.2000
06670_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06670,"Healthy Kids and Teens of South Texas, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,8,0,8,2023-07-01T00:00:00.000,4998,0,6359,0,0,12844.8600,0.0000,28488.3200,0.0000,0.0000,4263.2200,45596.4000
06670_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06670,"Healthy Kids and Teens of South Texas, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,5,0,5,2023-08-01T00:00:00.000,1554,0,1854,0,0,3993.7800,0.0000,8305.9200,0.0000,0.0000,1267.6500,13567.3500
06744_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06744,Circle Of Giving Community Outreach,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,1,0,1,2023-08-01T00:00:00.000,48,0,81,0,0,123.3600,0.0000,362.8800,0.0000,0.0000,50.3100,536.5500
06928_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06928,DFW Economic Solutions,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,1,0,1,2023-06-01T00:00:00.000,265,0,265,0,0,681.0500,0.0000,1187.2000,0.0000,0.0000,192.1300,2060.3800
06928_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06928,DFW Economic Solutions,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,16,0,16,2023-07-01T00:00:00.000,11111,0,10989,0,0,28555.2700,0.0000,49230.7200,0.0000,0.0000,7998.1400,85784.1300
06928_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06928,DFW Economic Solutions,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,17,0,17,2023-08-01T00:00:00.000,8214,0,8232,0,0,21109.9800,0.0000,36879.3600,0.0000,0.0000,5963.6100,63952.9500
06968_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06968,"Knowledge, Intelligence, Development, Success (KIDS) Foundation",Private Non Profit Organization,Private Nonprofit,4,3,,FORT BEND,6,0,6,2023-06-01T00:00:00.000,0,0,0,3420,3420,0.0000,0.0000,0.0000,3556.8000,15321.6000,2043.4500,20921.8500
06968_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06968,"Knowledge, Intelligence, Development, Success (KIDS) Foundation",Private Non Profit Organization,Private Nonprofit,4,3,,FORT BEND,7,0,7,2023-07-01T00:00:00.000,0,0,0,5658,12648,0.0000,0.0000,0.0000,5884.3200,56663.0400,6665.9600,69213.3200
06968_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06968,"Knowledge, Intelligence, Development, Success (KIDS) Foundation",Private Non Profit Organization,Private Nonprofit,4,3,,FORT BEND,6,0,6,2023-08-01T00:00:00.000,0,0,0,4275,4275,0.0000,0.0000,0.0000,4446.0000,19152.0000,2554.3100,26152.3100
06975_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06975,Education Potential Verified,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,1,0,1,2023-05-01T00:00:00.000,0,0,30,70,0,0.0000,0.0000,134.4000,72.8000,0.0000,18.7000,225.9000
06975_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,06975,Education Potential Verified,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,48,0,48,2023-06-01T00:00:00.000,9131,0,24011,1408,0,23466.6700,0.0000,107569.2800,1464.3200,0.0000,11354.1200,143854.3900
