odprecid,programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
01602_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01602,JEFFERSON COUNTY PRECINCT 4,Government Agency,Unit of Government,5,3,123-,JEFFERSON,2,0,2,2023-07-01T00:00:00.000,0,0,982,0,0,0.0000,0.0000,4399.3600,0.0000,0.0000,413.5400,4812.9000
01602_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01602,JEFFERSON COUNTY PRECINCT 4,Government Agency,Unit of Government,5,3,123-,JEFFERSON,2,0,2,2023-08-01T00:00:00.000,0,0,235,0,0,0.0000,0.0000,1052.8000,0.0000,0.0000,100.8500,1153.6500
01636_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01636,CITYSQUARE,Private Non Profit Organization,Private Nonprofit,10,2,057-,DALLAS,111,0,111,2023-06-01T00:00:00.000,6997,0,49151,22494,0,17982.2900,0.0000,220196.4800,23393.7600,0.0000,22835.1800,284407.7100
01636_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01636,CITYSQUARE,Private Non Profit Organization,Private Nonprofit,10,2,057-,DALLAS,106,0,106,2023-07-01T00:00:00.000,4432,0,53439,27651,0,11390.2400,0.0000,239406.7200,28757.0400,0.0000,24503.7900,304057.7900
01636_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01636,CITYSQUARE,Private Non Profit Organization,Private Nonprofit,10,2,057-,DALLAS,83,0,83,2023-08-01T00:00:00.000,0,0,12160,4925,0,0.0000,0.0000,54476.8000,5122.0000,0.0000,5234.9000,64833.7000
01685_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01685,"BOYS & GIRLS CLUBS OF AUSTIN COUNTY, INC",Private Non Profit Organization,Private Nonprofit,6,3,,AUSTIN,1,0,1,2023-06-01T00:00:00.000,0,0,0,1741,0,0.0000,0.0000,0.0000,1810.6400,0.0000,221.9800,2032.6200
01685_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01685,"BOYS & GIRLS CLUBS OF AUSTIN COUNTY, INC",Private Non Profit Organization,Private Nonprofit,6,3,,AUSTIN,1,0,1,2023-07-01T00:00:00.000,0,0,0,1331,0,0.0000,0.0000,0.0000,1384.2400,0.0000,169.7000,1553.9400
01707_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01707,Intrinsic Foundation,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,1,0,1,2023-05-01T00:00:00.000,98,0,163,0,0,251.8600,0.0000,730.2400,0.0000,0.0000,101.6000,1083.7000
01707_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01707,Intrinsic Foundation,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,9,0,9,2023-06-01T00:00:00.000,6982,0,7836,750,0,17943.7400,0.0000,35105.2800,780.0000,0.0000,5558.9600,59387.9800
01707_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01707,Intrinsic Foundation,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,14,0,14,2023-07-01T00:00:00.000,7908,0,7783,0,0,20323.5600,0.0000,34867.8400,0.0000,0.0000,5674.5500,60865.9500
01707_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01707,Intrinsic Foundation,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,2,0,2,2023-08-01T00:00:00.000,330,0,330,0,0,848.1000,0.0000,1478.4000,0.0000,0.0000,239.2500,2565.7500
01893_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01893,ARMED SERVICES YMCA CHILD DEVELOPMENT CENTER,Private Non Profit Organization,Private Nonprofit,19,1,071-,EL PASO,1,0,1,2023-06-01T00:00:00.000,1347,0,2155,0,0,3461.7900,0.0000,9654.4000,0.0000,0.0000,1356.3400,14472.5300
01893_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01893,ARMED SERVICES YMCA CHILD DEVELOPMENT CENTER,Private Non Profit Organization,Private Nonprofit,19,1,071-,EL PASO,1,0,1,2023-07-01T00:00:00.000,1891,0,3764,0,0,4859.8700,0.0000,16862.7200,0.0000,0.0000,2251.2900,23973.8800
01893_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,01893,ARMED SERVICES YMCA CHILD DEVELOPMENT CENTER,Private Non Profit Organization,Private Nonprofit,19,1,071-,EL PASO,1,0,1,2023-08-01T00:00:00.000,360,0,799,0,0,925.2000,0.0000,3579.5200,0.0000,0.0000,467.3300,4972.0500
02225_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02225,D.M. Ministries Community Development Corporation,Private Non Profit Organization,Private Nonprofit,10,2,174-,NACOGDOCHES,12,0,12,2023-06-01T00:00:00.000,1944,0,7817,4184,0,4996.0800,0.0000,35020.1600,4351.3600,0.0000,4703.1700,49070.7700
02225_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02225,D.M. Ministries Community Development Corporation,Private Non Profit Organization,Private Nonprofit,10,2,174-,NACOGDOCHES,10,0,10,2023-07-01T00:00:00.000,176,0,4996,4700,0,452.3200,0.0000,22382.0800,4888.0000,0.0000,2992.2500,30714.6500
02237_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02237,DYESS AFB CDC DEVELOPMENT CENTER,Military Installation,Unit of Government,14,1,221-,TAYLOR,1,0,1,2023-05-01T00:00:00.000,70,0,140,0,0,179.9000,0.0000,627.2000,0.0000,0.0000,83.6500,890.7500
02237_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02237,DYESS AFB CDC DEVELOPMENT CENTER,Military Installation,Unit of Government,14,1,221-,TAYLOR,1,0,1,2023-06-01T00:00:00.000,949,0,1433,0,0,2438.9300,0.0000,6419.8400,0.0000,0.0000,915.5100,9774.2800
02237_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02237,DYESS AFB CDC DEVELOPMENT CENTER,Military Installation,Unit of Government,14,1,221-,TAYLOR,1,0,1,2023-07-01T00:00:00.000,830,0,1477,0,0,2133.1000,0.0000,6616.9600,0.0000,0.0000,905.8400,9655.9000
02237_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02237,DYESS AFB CDC DEVELOPMENT CENTER,Military Installation,Unit of Government,14,1,221-,TAYLOR,1,0,1,2023-08-01T00:00:00.000,509,0,844,0,0,1308.1300,0.0000,3781.1200,0.0000,0.0000,526.4800,5615.7300
02274_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02274,"EL PASO HUMAN SERVICES, INC.",Private Non Profit Organization,Private Nonprofit,19,1,071-,EL PASO,5,0,5,2023-06-01T00:00:00.000,0,0,0,2274,3533,0.0000,0.0000,0.0000,2364.9600,15827.8400,1950.4500,20143.2500
02274_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02274,"EL PASO HUMAN SERVICES, INC.",Private Non Profit Organization,Private Nonprofit,19,1,071-,EL PASO,5,0,5,2023-07-01T00:00:00.000,0,0,0,2704,4913,0.0000,0.0000,0.0000,2812.1600,22010.2400,2653.8700,27476.2700
02274_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,02274,"EL PASO HUMAN SERVICES, INC.",Private Non Profit Organization,Private Nonprofit,19,1,071-,EL PASO,2,0,2,2023-08-01T00:00:00.000,0,0,0,68,397,0.0000,0.0000,0.0000,70.7200,1778.5600,195.2600,2044.5400
03152_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03152,"ROLLING PLAINS MANAGEMENT CORPORATION OF BAYLOR, COTTLE, FOARD,",Private Non Profit Organization,Private Nonprofit,9,2,078-,FOARD,1,0,1,2023-06-01T00:00:00.000,0,0,963,0,0,0.0000,0.0000,4314.2400,0.0000,0.0000,452.6100,4766.8500
03152_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03152,"ROLLING PLAINS MANAGEMENT CORPORATION OF BAYLOR, COTTLE, FOARD,",Private Non Profit Organization,Private Nonprofit,9,2,078-,FOARD,1,0,1,2023-07-01T00:00:00.000,0,0,840,0,0,0.0000,0.0000,3763.2000,0.0000,0.0000,394.8000,4158.0000
03535_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03535,Young Men's Christian Association of Metropolitan Fort Worth,Private Non Profit Organization,Private Nonprofit,11,2,220-,TARRANT,3,0,3,2023-05-01T00:00:00.000,0,0,260,260,0,0.0000,0.0000,1164.8000,270.4000,0.0000,155.3500,1590.5500
05451_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,05451,"Boys Club of Pharr, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,108-,HIDALGO,2,0,2,2023-05-01T00:00:00.000,193,0,291,0,0,496.0100,0.0000,1303.6800,0.0000,0.0000,185.9900,1985.6800
03535_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03535,Young Men's Christian Association of Metropolitan Fort Worth,Private Non Profit Organization,Private Nonprofit,11,2,220-,TARRANT,8,0,8,2023-06-01T00:00:00.000,0,0,5845,5800,0,0.0000,0.0000,26185.6000,6032.0000,0.0000,3486.6500,35704.2500
03535_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03535,Young Men's Christian Association of Metropolitan Fort Worth,Private Non Profit Organization,Private Nonprofit,11,2,220-,TARRANT,8,0,8,2023-07-01T00:00:00.000,0,0,6600,5800,0,0.0000,0.0000,29568.0000,6032.0000,0.0000,3841.5000,39441.5000
03535_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03535,Young Men's Christian Association of Metropolitan Fort Worth,Private Non Profit Organization,Private Nonprofit,11,2,220-,TARRANT,8,0,8,2023-08-01T00:00:00.000,0,0,1890,1490,0,0.0000,0.0000,8467.2000,1549.6000,0.0000,1078.2800,11095.0800
03554_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03554,"YOUNG WOMENS CHRISTIAN ASSOCIATION OF LUBBOCK, TEX",Private Non Profit Organization,Private Nonprofit,17,1,152-,LUBBOCK,2,0,2,2023-05-01T00:00:00.000,0,0,468,460,0,0.0000,0.0000,2096.6400,478.4000,0.0000,278.6100,2853.6500
03554_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03554,"YOUNG WOMENS CHRISTIAN ASSOCIATION OF LUBBOCK, TEX",Private Non Profit Organization,Private Nonprofit,17,1,152-,LUBBOCK,2,0,2,2023-06-01T00:00:00.000,0,0,6777,6321,0,0.0000,0.0000,30360.9600,6573.8400,0.0000,3991.1200,40925.9200
03554_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03554,"YOUNG WOMENS CHRISTIAN ASSOCIATION OF LUBBOCK, TEX",Private Non Profit Organization,Private Nonprofit,17,1,152-,LUBBOCK,2,0,2,2023-07-01T00:00:00.000,0,0,6595,6539,0,0.0000,0.0000,29545.6000,6800.5600,0.0000,3933.3700,40279.5300
03554_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03554,"YOUNG WOMENS CHRISTIAN ASSOCIATION OF LUBBOCK, TEX",Private Non Profit Organization,Private Nonprofit,17,1,152-,LUBBOCK,2,0,2,2023-08-01T00:00:00.000,0,0,1256,1258,0,0.0000,0.0000,5626.8800,1308.3200,0.0000,750.7200,7685.9200
03627_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03627,Food and Nutrition Solutions Inc.,Private Non Profit Organization,Private Nonprofit,7,3,003-,ANGELINA,3,0,3,2023-05-01T00:00:00.000,503,0,572,0,0,1292.7100,0.0000,2562.5600,0.0000,0.0000,397.1100,4252.3800
03627_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03627,Food and Nutrition Solutions Inc.,Private Non Profit Organization,Private Nonprofit,7,3,003-,ANGELINA,7,0,7,2023-06-01T00:00:00.000,7714,0,10661,561,0,19824.9800,0.0000,47761.2800,583.4400,0.0000,7049.2700,75218.9700
03627_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03627,Food and Nutrition Solutions Inc.,Private Non Profit Organization,Private Nonprofit,7,3,003-,ANGELINA,6,0,6,2023-07-01T00:00:00.000,4674,0,6742,491,0,12012.1800,0.0000,30204.1600,510.6400,0.0000,4423.2100,47150.1900
03627_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03627,Food and Nutrition Solutions Inc.,Private Non Profit Organization,Private Nonprofit,7,3,003-,ANGELINA,1,0,1,2023-08-01T00:00:00.000,211,0,248,0,0,542.2700,0.0000,1111.0400,0.0000,0.0000,170.3700,1823.6800
03689_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03689,"S.Tracy Howard Project, Inc.",Private Non Profit Organization,Private Nonprofit,11,2,,DENTON,11,0,11,2023-05-01T00:00:00.000,1088,0,1067,0,0,2796.1600,0.0000,4780.1600,0.0000,0.0000,778.9300,8355.2500
03689_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03689,"S.Tracy Howard Project, Inc.",Private Non Profit Organization,Private Nonprofit,11,2,,DENTON,32,0,32,2023-06-01T00:00:00.000,25843,0,27846,0,0,66416.5100,0.0000,124750.0800,0.0000,0.0000,19677.5900,210844.1800
03689_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03689,"S.Tracy Howard Project, Inc.",Private Non Profit Organization,Private Nonprofit,11,2,,DENTON,29,0,29,2023-07-01T00:00:00.000,24483,0,26158,0,0,62921.3100,0.0000,117187.8400,0.0000,0.0000,18537.4300,198646.5800
03689_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03689,"S.Tracy Howard Project, Inc.",Private Non Profit Organization,Private Nonprofit,11,2,,DENTON,19,0,19,2023-08-01T00:00:00.000,3307,0,3506,0,0,8498.9900,0.0000,15706.8800,0.0000,0.0000,2491.1100,26696.9800
03949_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,,JEFFERSON,5,0,5,2023-05-01T00:00:00.000,342,0,269,0,0,878.9400,0.0000,1205.1200,0.0000,0.0000,213.6400,2297.7000
03949_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,,JEFFERSON,45,0,45,2023-06-01T00:00:00.000,12200,0,13657,93,0,31354.0000,0.0000,61183.3600,96.7200,0.0000,9541.6500,102175.7300
03949_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,,JEFFERSON,43,0,43,2023-07-01T00:00:00.000,15178,0,17641,77,0,39007.4600,0.0000,79031.6800,80.0800,0.0000,12171.4800,130290.7000
03949_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,Private Nonprofit,5,3,,JEFFERSON,16,0,16,2023-08-01T00:00:00.000,3546,0,3970,0,0,9113.2200,0.0000,17785.6000,0.0000,0.0000,2770.1300,29668.9500
03974_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03974,P.L.A.Y.S. (Positive Leadership Advances Youth Self Development),Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,3,0,3,2023-05-01T00:00:00.000,200,0,200,0,0,514.0000,0.0000,896.0000,0.0000,0.0000,145.0000,1555.0000
03974_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03974,P.L.A.Y.S. (Positive Leadership Advances Youth Self Development),Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,6,0,6,2023-06-01T00:00:00.000,3516,0,4175,1562,0,9036.1200,0.0000,18704.0000,1624.4800,0.0000,3057.9900,32422.5900
03974_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03974,P.L.A.Y.S. (Positive Leadership Advances Youth Self Development),Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,6,0,6,2023-07-01T00:00:00.000,3536,0,4314,900,0,9087.5200,0.0000,19326.7200,936.0000,0.0000,3044.0100,32394.2500
03974_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,03974,P.L.A.Y.S. (Positive Leadership Advances Youth Self Development),Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,5,0,5,2023-08-01T00:00:00.000,951,0,1178,129,0,2444.0700,0.0000,5277.4400,134.1600,0.0000,812.6200,8668.2900
04007_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04007,SOUTH TEXAS FOOD BANK,Private Non Profit Organization,Private Nonprofit,1,5,240-,WEBB,14,0,14,2023-07-01T00:00:00.000,0,0,10602,10602,0,0.0000,0.0000,47496.9600,11026.0800,0.0000,6334.7000,64857.7400
04080_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04080,"Village Hands and Hearts, Inc.",Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,10,0,10,2023-06-01T00:00:00.000,8312,0,13203,0,0,21361.8400,0.0000,59149.4400,0.0000,0.0000,8324.9700,88836.2500
04080_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04080,"Village Hands and Hearts, Inc.",Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,10,0,10,2023-07-01T00:00:00.000,5633,0,7717,0,0,14476.8100,0.0000,34572.1600,0.0000,0.0000,5063.4100,54112.3800
04080_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04080,"Village Hands and Hearts, Inc.",Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,5,0,5,2023-08-01T00:00:00.000,1390,0,1370,0,0,3572.3000,0.0000,6137.6000,0.0000,0.0000,998.3500,10708.2500
04119_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04119,J.E.W.E.L. Foundation,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,15,0,15,2023-06-01T00:00:00.000,695,0,9067,210,1008,1786.1500,0.0000,40620.1600,218.4000,4515.8400,4939.2600,52079.8100
04119_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04119,J.E.W.E.L. Foundation,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,14,0,14,2023-07-01T00:00:00.000,1075,0,8831,475,912,2762.7500,0.0000,39562.8800,494.0000,4085.7600,4913.9000,51819.2900
04119_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04119,J.E.W.E.L. Foundation,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,13,0,13,2023-08-01T00:00:00.000,0,0,3524,315,414,0.0000,0.0000,15787.5200,327.6000,1854.7200,1891.0200,19860.8600
04323_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04323,Kids Cove Community Outreach,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,18,0,18,2023-06-01T00:00:00.000,7914,0,12811,0,0,20338.9800,0.0000,57393.2800,0.0000,0.0000,8039.2400,85771.5000
04323_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04323,Kids Cove Community Outreach,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,19,0,19,2023-07-01T00:00:00.000,13781,0,17573,0,0,35417.1700,0.0000,78727.0400,0.0000,0.0000,11773.4700,125917.6800
04323_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04323,Kids Cove Community Outreach,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,19,0,19,2023-08-01T00:00:00.000,3912,0,5171,0,0,10053.8400,0.0000,23166.0800,0.0000,0.0000,3427.9300,36647.8500
04405_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04405,Nutrition Transitions,Private Non Profit Organization,Private Nonprofit,4,3,,DALLAS,22,0,22,2023-06-01T00:00:00.000,7059,0,12014,17362,13562,18141.6300,0.0000,53822.7200,18056.4800,60757.7600,16034.4300,166813.0200
04405_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04405,Nutrition Transitions,Private Non Profit Organization,Private Nonprofit,4,3,,DALLAS,22,0,22,2023-07-01T00:00:00.000,6997,0,9668,16517,14436,17982.2900,0.0000,43312.6400,17177.6800,64673.2800,15219.0400,158364.9300
04405_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04405,Nutrition Transitions,Private Non Profit Organization,Private Nonprofit,4,3,,DALLAS,22,0,22,2023-08-01T00:00:00.000,2939,0,4126,8575,7588,7553.2300,0.0000,18484.4800,8918.0000,33994.2400,7348.3400,76298.2900
04463_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04463,THE FIRST BAPTIST CHURCH OF KAUFMAN,Private Non Profit Organization,Private Nonprofit,10,2,,KAUFMAN,1,0,1,2023-06-01T00:00:00.000,1343,0,1784,0,0,3451.5100,0.0000,7992.3200,0.0000,0.0000,1180.9500,12624.7800
04463_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04463,THE FIRST BAPTIST CHURCH OF KAUFMAN,Private Non Profit Organization,Private Nonprofit,10,2,,KAUFMAN,1,0,1,2023-07-01T00:00:00.000,1104,0,1489,0,0,2837.2800,0.0000,6670.7200,0.0000,0.0000,981.3500,10489.3500
04463_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04463,THE FIRST BAPTIST CHURCH OF KAUFMAN,Private Non Profit Organization,Private Nonprofit,10,2,,KAUFMAN,1,0,1,2023-08-01T00:00:00.000,533,0,698,0,0,1369.8100,0.0000,3127.0400,0.0000,0.0000,463.9800,4960.8300
04493_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04493,THE JOSH HOWARD FOUNDATION,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,10,0,10,2023-06-01T00:00:00.000,2040,4225,7207,0,0,5242.8000,4394.0000,32287.3600,0.0000,0.0000,4446.1800,46370.3400
04493_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04493,THE JOSH HOWARD FOUNDATION,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,17,0,17,2023-07-01T00:00:00.000,2033,4297,13573,4644,0,5224.8100,4468.8800,60807.0400,4829.7600,0.0000,8037.7100,83368.2000
04493_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04493,THE JOSH HOWARD FOUNDATION,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,16,0,16,2023-08-01T00:00:00.000,714,1562,5936,3172,0,1834.9800,1624.4800,26593.2800,3298.8800,0.0000,3575.5800,36927.2000
04660_5_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04660,NORA'S WOMEN OF PURPOSE,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,25,0,25,2023-05-01T00:00:00.000,1636,0,1833,0,0,4204.5200,0.0000,8211.8400,0.0000,0.0000,1278.6900,13695.0500
04660_6_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04660,NORA'S WOMEN OF PURPOSE,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,27,0,27,2023-06-01T00:00:00.000,17178,0,18337,0,0,44147.4600,0.0000,82149.7600,0.0000,0.0000,12998.7800,139296.0000
04660_7_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04660,NORA'S WOMEN OF PURPOSE,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,27,0,27,2023-07-01T00:00:00.000,19306,0,20284,0,0,49616.4200,0.0000,90872.3200,0.0000,0.0000,14456.5100,154945.2500
04660_8_2023_SUMMERSFSPCEREIMBURSEMENTS,2022-2023,SUMMERSFSPCEREIMBURSEMENTS,04660,NORA'S WOMEN OF PURPOSE,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,27,0,27,2023-08-01T00:00:00.000,7482,0,7916,0,0,19228.7400,0.0000,35463.6800,0.0000,0.0000,5628.4300,60320.8500
