programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01722,MERIDIAN WORLD SCHOOL LLC,Educational Institution,Charter,13,4,246-801,WILLIAMSON,2,1,1,2021-05-01T00:00:00.000,3509,0,10222,0,0,6632.0100,0.0000,36594.7600,0.0000,0.0000,43226.7700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00465,QUANAH ISD,Educational Institution,Public,9,2,099-903,HARDEMAN,3,0,3,2020-11-01T00:00:00.000,5649,0,6717,0,0,12766.7400,0.0000,24181.2000,0.0000,0.0000,36947.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00234,COPPERAS COVE ISD,Educational Institution,Public,12,2,050-910,CORYELL,17,6,11,2020-12-01T00:00:00.000,30882,0,45375,0,0,69793.3200,0.0000,163350.0000,0.0000,0.0000,233143.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,Public,10,2,057-912,DALLAS,36,0,36,2021-08-01T00:00:00.000,156938,0,267180,0,0,386459.8200,0.0000,1153549.6500,0.0000,0.0000,1540009.4700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,6,2,4,2021-02-01T00:00:00.000,10679,0,17734,0,0,24134.5400,0.0000,63842.4000,0.0000,0.0000,87976.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00512,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,4,3,101-862,HARRIS,11,5,6,2021-05-01T00:00:00.000,4349,0,8206,0,0,9828.7400,0.0000,29541.6000,0.0000,0.0000,39370.3400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00731,LEON ISD,Educational Institution,Public,6,3,145-911,LEON,2,0,2,2021-08-01T00:00:00.000,1790,0,4312,0,0,4407.8700,0.0000,18617.0600,0.0000,0.0000,23024.9300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00590,PENELOPE ISD,Educational Institution,Public,12,2,109-914,HILL,1,0,1,2021-01-01T00:00:00.000,1721,0,2164,0,0,3889.4600,0.0000,7790.4000,0.0000,0.0000,11679.8600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00722,SWEET HOME ISD,Educational Institution,Public,3,3,143-905,LAVACA,1,0,1,2021-09-01T00:00:00.000,593,0,1398,0,0,1460.2600,0.0000,6035.8600,0.0000,0.0000,7496.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00725,LEXINGTON ISD,Educational Institution,Public,13,4,144-902,LEE,4,1,3,2021-03-01T00:00:00.000,5190,0,9239,0,0,11729.4000,0.0000,33075.6200,0.0000,0.0000,44805.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00767,GRADY ISD,Educational Institution,Public,18,1,156-905,MARTIN,1,0,1,2021-09-01T00:00:00.000,1757,0,3282,0,0,4326.6100,0.0000,14170.0300,0.0000,0.0000,18496.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00775,BRADY ISD,Educational Institution,Public,15,4,160-901,MCCULLOCH,3,0,3,2020-12-01T00:00:00.000,5370,0,6624,0,0,12136.2000,0.0000,23846.4000,0.0000,0.0000,35982.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,007-902,ATASCOSA,3,0,3,2021-03-01T00:00:00.000,11944,0,16049,0,0,26993.4400,0.0000,57776.4000,0.0000,0.0000,84769.8400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00156,RIO HONDO ISD,Educational Institution,Public,1,5,031-911,CAMERON,8,5,3,2021-07-01T00:00:00.000,642,0,698,0,0,1580.9200,0.0000,3013.6100,0.0000,0.0000,4594.5300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00590,PENELOPE ISD,Educational Institution,Public,12,2,109-914,HILL,1,0,1,2021-04-01T00:00:00.000,2133,0,2753,0,0,4820.5800,0.0000,9910.8000,0.0000,0.0000,14731.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,06296,ETOILE ACADEMY INC.,Educational Institution,Charter,4,3,101-872,HARRIS,1,0,1,2021-07-01T00:00:00.000,219,0,660,0,0,539.2800,0.0000,2849.5500,0.0000,0.0000,3388.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00214,NEW BRAUNFELS ISD,Educational Institution,Public,13,4,046-901,COMAL,15,1,14,2020-12-01T00:00:00.000,32003,0,69600,0,0,72326.7800,0.0000,250560.0000,0.0000,0.0000,322886.7800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00225,CALLISBURG ISD,Educational Institution,Public,11,2,049-905,COOKE,3,1,2,2020-12-01T00:00:00.000,4035,0,8894,0,0,9119.1000,0.0000,32018.4000,0.0000,0.0000,41137.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00425,COLLINSVILLE ISD,Educational Institution,Public,10,2,091-902,GRAYSON,3,1,2,2021-09-01T00:00:00.000,7293,0,9587,0,0,17959.0100,0.0000,41391.8700,0.0000,0.0000,59350.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00265,GOLDEN RULE SCHOOLS INC.,Educational Institution,Charter,10,2,057-835,DALLAS,6,0,6,2021-08-01T00:00:00.000,7261,0,11629,0,0,17880.2100,0.0000,50208.2000,0.0000,0.0000,68088.4100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01109,VICTORIA ISD,Educational Institution,Public,3,3,235-902,VICTORIA,22,0,22,2021-04-01T00:00:00.000,66320,0,122241,0,0,149883.2000,0.0000,440067.6000,0.0000,0.0000,589950.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00994,TYLER ISD,Educational Institution,Public,7,2,212-905,SMITH,28,0,28,2021-03-01T00:00:00.000,88463,0,192154,0,0,199926.3800,0.0000,691754.4000,0.0000,0.0000,891680.7800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00692,HUNT ISD,Educational Institution,Public,20,4,133-902,KERR,1,0,1,2021-09-01T00:00:00.000,803,0,2676,0,0,1977.3800,0.0000,11553.6300,0.0000,0.0000,13531.0100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00801,D'HANIS ISD,Educational Institution,Public,20,4,163-902,MEDINA,1,0,1,2021-09-01T00:00:00.000,962,0,3012,0,0,2368.9200,0.0000,13004.3100,0.0000,0.0000,15373.2300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00589,BLUM ISD,Educational Institution,Public,12,2,109-913,HILL,1,0,1,2021-02-01T00:00:00.000,3555,0,4415,0,0,8034.3000,0.0000,15894.0000,0.0000,0.0000,23928.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,Public,18,1,195-901,REEVES,5,0,5,2021-09-01T00:00:00.000,40776,0,48075,0,0,100410.9000,0.0000,207563.8100,0.0000,0.0000,307974.7100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01161,STOCKDALE ISD,Educational Institution,Public,20,4,247-906,WILSON,2,1,1,2021-06-01T00:00:00.000,2148,0,2148,0,0,4854.4800,0.0000,7732.8000,0.0000,0.0000,12587.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01115,ROYAL ISD,Educational Institution,Public,4,3,237-905,WALLER,4,0,4,2021-09-01T00:00:00.000,23729,0,35757,0,0,58432.6600,0.0000,154380.8400,0.0000,0.0000,212813.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00225,CALLISBURG ISD,Educational Institution,Public,11,2,049-905,COOKE,2,0,2,2021-05-01T00:00:00.000,4548,0,9317,0,0,10278.4800,0.0000,33541.2000,0.0000,0.0000,43819.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00808,GREENWOOD ISD,Educational Institution,Public,18,1,165-902,MIDLAND,1,1,0,2021-06-01T00:00:00.000,3076,0,5503,0,0,6951.7600,0.0000,19700.7400,0.0000,0.0000,26652.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01198,AMIKIDS RIO GRANDE VALLEY,Private Non Profit Organization,RCCI,1,5,031-,CAMERON,1,0,1,2021-09-01T00:00:00.000,179,0,178,0,0,440.7800,0.0000,768.5100,0.0000,0.0000,1209.2900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01130,SHAMROCK ISD,Educational Institution,Public,16,1,242-902,WHEELER,3,0,3,2021-06-01T00:00:00.000,116,0,227,0,0,262.1600,0.0000,817.2000,0.0000,0.0000,1079.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00408,SANTA FE ISD,Educational Institution,Public,4,3,084-909,GALVESTON,7,2,5,2020-11-01T00:00:00.000,15239,0,33167,0,0,28825.7600,0.0000,119401.2000,0.0000,0.0000,148226.9600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00560,SOUTH TEXAS EDUCATIONAL TECH,Educational Institution,Charter,1,5,108-802,HIDALGO,7,3,4,2021-04-01T00:00:00.000,11355,0,14164,0,0,23902.2100,0.0000,50990.4000,0.0000,0.0000,74892.6100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,Public,1,5,108-909,HIDALGO,66,41,25,2020-10-01T00:00:00.000,382710,0,382717,0,0,864924.6000,0.0000,1377781.2000,0.0000,0.0000,2242705.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01112,HUNTSVILLE ISD,Educational Institution,Public,6,3,236-902,WALKER,8,0,8,2020-11-01T00:00:00.000,29225,0,35351,0,0,66048.5000,0.0000,127263.6000,0.0000,0.0000,193312.1000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00396,SEAGRAVES ISD,Educational Institution,Public,17,1,083-901,GAINES,1,0,1,2021-09-01T00:00:00.000,5636,0,7223,0,0,13878.6500,0.0000,31185.3000,0.0000,0.0000,45063.9500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00072,"RIVERWALK EDUCATION FOUNDATION, INC.",Educational Institution,Charter,20,4,015-827,BEXAR,2,2,0,2021-06-01T00:00:00.000,1641,0,1627,0,0,3708.6600,0.0000,5857.2000,0.0000,0.0000,9565.8600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00563,VANGUARD ACADEMY,Educational Institution,Charter,1,5,108-808,HIDALGO,8,4,4,2020-11-01T00:00:00.000,99302,0,99289,0,0,224422.5200,0.0000,357440.4000,0.0000,0.0000,581862.9200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01070,MANOR ISD,Educational Institution,Public,13,4,227-907,TRAVIS,17,3,14,2021-08-01T00:00:00.000,30819,0,45846,0,0,75891.7800,0.0000,197940.1000,0.0000,0.0000,273831.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00855,MILDRED ISD,Educational Institution,Public,12,2,175-910,NAVARRO,2,0,2,2021-09-01T00:00:00.000,6688,0,10157,0,0,16469.2000,0.0000,43852.8400,0.0000,0.0000,60322.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00374,FLATONIA ISD,Educational Institution,Public,13,4,075-901,FAYETTE,1,0,1,2021-08-01T00:00:00.000,1136,0,3445,0,0,2797.4000,0.0000,14873.7800,0.0000,0.0000,17671.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00417,GONZALES ISD,Educational Institution,Public,13,3,089-901,GONZALES,3,2,1,2021-06-01T00:00:00.000,9927,0,7692,0,0,22213.0200,0.0000,27691.2000,0.0000,0.0000,49904.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00451,MARION ISD,Educational Institution,Public,20,4,094-904,GUADALUPE,3,0,3,2021-03-01T00:00:00.000,10193,0,14855,0,0,23036.1800,0.0000,53180.9000,0.0000,0.0000,76217.0800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00019,WINDTHORST ISD,Educational Institution,Public,9,2,005-904,ARCHER,3,0,3,2021-09-01T00:00:00.000,7496,0,8156,0,0,18458.9000,0.0000,35213.5300,0.0000,0.0000,53672.4300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00584,ITASCA ISD,Educational Institution,Public,12,2,109-907,HILL,3,0,3,2021-09-01T00:00:00.000,4630,0,7998,0,0,11401.3700,0.0000,34531.3600,0.0000,0.0000,45932.7300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00227,LINDSAY ISD,Educational Institution,Public,11,2,049-907,COOKE,2,0,2,2021-08-01T00:00:00.000,869,0,4948,0,0,2139.9100,0.0000,21362.9900,0.0000,0.0000,23502.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00277,DESOTO ISD,Educational Institution,Public,10,2,057-906,DALLAS,16,5,11,2021-03-01T00:00:00.000,27081,0,35614,0,0,61203.0600,0.0000,128210.4000,0.0000,0.0000,189413.4600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00371,SAVOY ISD,Educational Institution,Public,10,2,074-911,FANNIN,2,0,2,2021-05-01T00:00:00.000,1828,0,3211,0,0,4131.2800,0.0000,11559.6000,0.0000,0.0000,15690.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00725,LEXINGTON ISD,Educational Institution,Public,13,4,144-902,LEE,3,0,3,2021-08-01T00:00:00.000,3260,0,6563,0,0,8027.7500,0.0000,28335.7500,0.0000,0.0000,36363.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01386,SHORELINE INC,Private Non Profit Organization,RCCI,2,5,205-,SAN PATRICIO,1,0,1,2021-08-01T00:00:00.000,923,0,919,0,0,2272.8800,0.0000,3967.7800,0.0000,0.0000,6240.6600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00814,BUCKHOLTS ISD,Educational Institution,Public,12,2,166-907,MILAM,1,1,0,2021-06-01T00:00:00.000,129,0,383,0,0,291.5400,0.0000,1378.8000,0.0000,0.0000,1670.3400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00589,BLUM ISD,Educational Institution,Public,12,2,109-913,HILL,1,0,1,2020-11-01T00:00:00.000,4393,0,4801,0,0,9928.1800,0.0000,17283.6000,0.0000,0.0000,27211.7800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01154,TAYLOR ISD,Educational Institution,Public,13,4,246-911,WILLIAMSON,1,1,0,2021-07-01T00:00:00.000,13048,0,12885,0,0,32130.7000,0.0000,55630.9800,0.0000,0.0000,87761.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01026,KENNEDALE ISD,Educational Institution,Public,11,2,220-914,TARRANT,5,5,0,2021-04-01T00:00:00.000,15043,0,20589,0,0,33997.1800,0.0000,74120.4000,0.0000,0.0000,108117.5800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00934,BALMORHEA ISD,Educational Institution,Public,18,1,195-902,REEVES,1,0,1,2021-04-01T00:00:00.000,2648,0,1536,0,0,5984.4800,0.0000,5529.6000,0.0000,0.0000,11514.0800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01095,SABINAL ISD,Educational Institution,Public,20,4,232-902,UVALDE,1,1,0,2020-12-01T00:00:00.000,2542,0,3323,0,0,5744.9200,0.0000,11962.8000,0.0000,0.0000,17707.7200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00357,STEPHENVILLE ISD,Educational Institution,Public,11,2,072-903,ERATH,7,1,6,2020-10-01T00:00:00.000,14028,0,36651,0,0,31703.2800,0.0000,131943.6000,0.0000,0.0000,163646.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00043,ACADEMY ISD,Educational Institution,Public,12,2,014-901,BELL,5,1,4,2021-02-01T00:00:00.000,4593,0,10019,0,0,8680.7700,0.0000,36068.4000,0.0000,0.0000,44749.1700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00775,BRADY ISD,Educational Institution,Public,15,4,160-901,MCCULLOCH,3,0,3,2021-01-01T00:00:00.000,6627,0,8547,0,0,14977.0200,0.0000,30769.2000,0.0000,0.0000,45746.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00010,HUDSON ISD,Educational Institution,Public,7,3,003-902,ANGELINA,4,0,4,2021-08-01T00:00:00.000,6892,0,19454,0,0,16971.5500,0.0000,83992.6400,0.0000,0.0000,100964.1900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00106,TEXARKANA ISD,Educational Institution,Public,8,2,019-907,BOWIE,27,27,0,2021-05-01T00:00:00.000,86061,0,136123,0,0,162655.2900,0.0000,490042.8000,0.0000,0.0000,652698.0900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00518,DEER PARK ISD,Educational Institution,Public,4,3,101-908,HARRIS,16,3,13,2021-05-01T00:00:00.000,64037,0,106755,0,0,140564.0800,0.0000,384318.0000,0.0000,0.0000,524882.0800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00551,ATHENS ISD,Educational Institution,Public,7,2,107-901,HENDERSON,5,0,5,2021-01-01T00:00:00.000,12280,0,24192,0,0,27752.8000,0.0000,87091.2000,0.0000,0.0000,114844.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00854,KERENS ISD,Educational Institution,Public,12,2,175-907,NAVARRO,1,0,1,2021-09-01T00:00:00.000,4415,0,7886,0,0,10871.9300,0.0000,34047.8000,0.0000,0.0000,44919.7300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00689,COMFORT ISD,Educational Institution,Public,13,4,130-902,KENDALL,3,0,3,2021-09-01T00:00:00.000,9082,0,12731,0,0,22364.4200,0.0000,54966.0900,0.0000,0.0000,77330.5100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00216,COMANCHE ISD,Educational Institution,Public,14,1,047-901,COMANCHE,5,1,4,2021-03-01T00:00:00.000,8506,0,18665,0,0,19223.5600,0.0000,67194.0000,0.0000,0.0000,86417.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00218,GUSTINE ISD,Educational Institution,Public,14,1,047-903,COMANCHE,1,0,1,2021-08-01T00:00:00.000,1724,0,1732,0,0,4245.3500,0.0000,7477.9100,0.0000,0.0000,11723.2600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00220,EDEN CONS ISD,Educational Institution,Public,15,4,048-901,CONCHO,1,0,1,2021-09-01T00:00:00.000,844,0,2211,0,0,2078.3500,0.0000,9545.9900,0.0000,0.0000,11624.3400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00406,TEXAS CITY ISD,Educational Institution,Public,4,3,084-906,GALVESTON,25,12,13,2020-10-01T00:00:00.000,51808,0,71765,0,0,117086.0800,0.0000,258354.0000,0.0000,0.0000,375440.0800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,Public,10,2,091-903,GRAYSON,9,0,9,2021-09-01T00:00:00.000,46055,0,63150,0,0,113410.4300,0.0000,272650.1200,0.0000,0.0000,386060.5500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00651,NEDERLAND ISD,Educational Institution,Public,5,3,123-905,JEFFERSON,3,0,3,2021-06-01T00:00:00.000,6788,0,7081,0,0,15340.8800,0.0000,25491.6000,0.0000,0.0000,40832.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00771,MATAGORDA ISD,Educational Institution,Public,3,3,158-904,MATAGORDA,1,0,1,2021-09-01T00:00:00.000,889,0,1184,0,0,2189.1600,0.0000,5111.9200,0.0000,0.0000,7301.0800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00505,MEYERPARK ELEMENTARY,Educational Institution,Charter,4,3,101-855,HARRIS,2,1,1,2021-06-01T00:00:00.000,1649,0,1797,0,0,3726.7400,0.0000,6469.2000,0.0000,0.0000,10195.9400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01659,LEADERSHIP EDUCATION FOUNDATION,Educational Institution,Charter,6,3,021-805,BRAZOS,8,4,4,2021-02-01T00:00:00.000,16903,0,18900,0,0,38200.7800,0.0000,68040.0000,0.0000,0.0000,106240.7800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01018,BIRDVILLE ISD,Educational Institution,Public,11,2,220-902,TARRANT,38,6,32,2020-10-01T00:00:00.000,67275,0,184795,0,0,151471.7000,0.0000,665262.0000,0.0000,0.0000,816733.7000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00960,SAN AUGUSTINE ISD,Educational Institution,Public,7,3,203-901,SAN AUGUSTINE,1,0,1,2021-06-01T00:00:00.000,1262,0,2114,0,0,2852.1200,0.0000,7610.4000,0.0000,0.0000,10462.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00668,KEENE ISD,Educational Institution,Public,11,2,126-906,JOHNSON,5,1,4,2021-02-01T00:00:00.000,5533,0,9676,0,0,12504.5800,0.0000,34833.6000,0.0000,0.0000,47338.1800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00578,VALLEY VIEW ISD-PHARR,Educational Institution,Public,1,5,108-916,HIDALGO,7,0,7,2021-07-01T00:00:00.000,74190,0,73760,0,0,182692.8700,0.0000,318458.8000,0.0000,0.0000,501151.6700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01170,SLIDELL ISD,Educational Institution,Public,11,2,249-908,WISE,1,0,1,2020-10-01T00:00:00.000,3602,0,5026,0,0,8140.5200,0.0000,18093.6000,0.0000,0.0000,26234.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01025,CROWLEY ISD,Educational Institution,Public,11,2,220-912,TARRANT,24,0,24,2021-09-01T00:00:00.000,136004,0,223519,0,0,334909.8400,0.0000,965043.2800,0.0000,0.0000,1299953.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00002,ELKHART ISD,Educational Institution,Public,7,2,001-903,ANDERSON,4,1,3,2021-04-01T00:00:00.000,6059,0,14207,0,0,13693.3400,0.0000,51145.2000,0.0000,0.0000,64838.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00612,BIG SPRING ISD,Educational Institution,Public,18,1,114-901,HOWARD,12,3,9,2021-02-01T00:00:00.000,22760,0,34631,0,0,51437.6000,0.0000,124671.6000,0.0000,0.0000,176109.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01097,UTOPIA ISD,Educational Institution,Public,20,4,232-904,UVALDE,2,1,1,2020-12-01T00:00:00.000,881,0,1554,0,0,1991.0600,0.0000,5563.3200,0.0000,0.0000,7554.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01032,WHITE SETTLEMENT ISD,Educational Institution,Public,11,2,220-920,TARRANT,8,0,8,2021-09-01T00:00:00.000,34147,0,95009,0,0,84086.9800,0.0000,410201.3500,0.0000,0.0000,494288.3300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00967,MATHIS ISD,Educational Institution,Public,2,5,205-904,SAN PATRICIO,4,0,4,2021-07-01T00:00:00.000,3430,0,3762,0,0,8446.3700,0.0000,16242.4300,0.0000,0.0000,24688.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00206,BLUE RIDGE ISD,Educational Institution,Public,10,2,043-917,COLLIN,1,1,0,2021-06-01T00:00:00.000,521,0,824,0,0,1177.4600,0.0000,2966.4000,0.0000,0.0000,4143.8600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01018,BIRDVILLE ISD,Educational Institution,Public,11,2,220-902,TARRANT,38,6,32,2020-11-01T00:00:00.000,55373,0,147483,0,0,124683.4400,0.0000,530938.8000,0.0000,0.0000,655622.2400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00884,WEST ORANGE-COVE CONS ISD,Educational Institution,Public,5,3,181-906,ORANGE,4,4,0,2021-09-01T00:00:00.000,24050,0,32724,0,0,59223.1200,0.0000,141285.8700,0.0000,0.0000,200508.9900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00158,SANTA MARIA ISD,Educational Institution,Public,1,5,031-913,CAMERON,2,1,1,2021-04-01T00:00:00.000,10527,0,10527,0,0,19896.0300,0.0000,37897.2000,0.0000,0.0000,57793.2300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01018,BIRDVILLE ISD,Educational Institution,Public,11,2,220-902,TARRANT,36,4,32,2021-04-01T00:00:00.000,82427,0,236284,0,0,185610.1400,0.0000,850622.4000,0.0000,0.0000,1036232.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00104,HOOKS ISD,Educational Institution,Public,8,2,019-902,BOWIE,3,0,3,2020-10-01T00:00:00.000,4011,0,8278,0,0,9064.8600,0.0000,29800.8000,0.0000,0.0000,38865.6600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01661,"Hands of Healing Residential Treatment Center, Inc.",Private Non Profit Organization,RCCI,4,3,101-,HARRIS,1,0,1,2021-09-01T00:00:00.000,676,0,676,0,0,1664.6500,0.0000,2918.6300,0.0000,0.0000,4583.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,06362,YELLOWSTONE ACADEMY,Private Non Profit Organization,Private,4,3,,HARRIS,2,1,1,2021-04-01T00:00:00.000,3552,0,3473,0,0,8027.5200,0.0000,12502.8000,0.0000,0.0000,20530.3200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01098,SAN FELIPE-DEL RIO,Educational Institution,Public,15,4,233-901,VAL VERDE,32,10,22,2021-06-01T00:00:00.000,51552,0,61559,0,0,116507.5200,0.0000,221612.4000,0.0000,0.0000,338119.9200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00428,SHERMAN ISD,Educational Institution,Public,10,2,091-906,GRAYSON,12,0,12,2021-01-01T00:00:00.000,4638,0,4638,0,0,10481.8800,0.0000,16696.8000,0.0000,0.0000,27178.6800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00085,NORTH EAST ISD,Educational Institution,Public,20,4,015-910,BEXAR,69,0,69,2021-09-01T00:00:00.000,279038,0,874905,0,0,687131.0600,0.0000,3777402.3300,0.0000,0.0000,4464533.3900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00882,BRIDGE CITY ISD,Educational Institution,Public,5,3,181-901,ORANGE,4,0,4,2021-08-01T00:00:00.000,7503,0,20384,0,0,18476.1300,0.0000,88007.9200,0.0000,0.0000,106484.0500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00837,SUNRAY ISD,Educational Institution,Public,16,1,171-902,MOORE,4,1,3,2021-02-01T00:00:00.000,2856,0,4142,0,0,6454.5600,0.0000,14911.2000,0.0000,0.0000,21365.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00370,LEONARD ISD,Educational Institution,Public,10,2,074-909,FANNIN,3,1,2,2021-01-01T00:00:00.000,3769,0,7776,0,0,8517.9400,0.0000,27993.6000,0.0000,0.0000,36511.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00372,TRENTON ISD,Educational Institution,Public,10,2,074-912,FANNIN,3,1,2,2020-11-01T00:00:00.000,5821,0,5755,0,0,12524.6100,0.0000,20602.9000,0.0000,0.0000,33127.5100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00523,HUMBLE ISD,Educational Institution,Public,4,3,101-913,HARRIS,45,0,45,2021-01-01T00:00:00.000,126685,0,316593,0,0,273889.7900,0.0000,1133402.9400,0.0000,0.0000,1407292.7300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01135,BURKBURNETT ISD,Educational Institution,Public,9,2,243-901,WICHITA,7,2,5,2021-04-01T00:00:00.000,21872,0,31704,0,0,49430.7200,0.0000,114134.4000,0.0000,0.0000,163565.1200
