odprecid,programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
00003_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00003,FRANKSTON ISD,Educational Institution,Public,7,2,001-904,ANDERSON,3,0,3,2023-06-01T00:00:00.000,1254,0,2276,0,0,3348.1800,0.0000,10082.6800,0.0000,0.0000,13430.8600
00005_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00005,PALESTINE ISD,Educational Institution,Public,7,2,001-907,ANDERSON,4,0,4,2023-06-01T00:00:00.000,3849,0,5416,0,0,10276.8300,0.0000,23992.8800,0.0000,0.0000,34269.7100
00006_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00006,WESTWOOD ISD,Educational Institution,Public,7,2,001-908,ANDERSON,3,0,3,2023-06-01T00:00:00.000,1902,0,2949,0,0,5078.3400,0.0000,13064.0700,0.0000,0.0000,18142.4100
00008_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00008,ANDREWS ISD,Educational Institution,Public,18,1,002-901,ANDREWS,1,0,1,2023-06-01T00:00:00.000,836,0,2056,0,0,2232.1200,0.0000,9066.9600,0.0000,0.0000,11299.0800
00013_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00013,DIBOLL ISD,Educational Institution,Public,7,3,003-905,ANGELINA,3,0,3,2023-06-01T00:00:00.000,2773,0,3540,0,0,7403.9100,0.0000,15682.2000,0.0000,0.0000,23086.1100
00013_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00013,DIBOLL ISD,Educational Institution,Public,7,3,003-905,ANGELINA,1,0,1,2023-07-01T00:00:00.000,0,0,497,0,0,0.0000,0.0000,2161.9500,0.0000,0.0000,2161.9500
00016_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00016,Rockport-Fulton ISD,Educational Institution,Public,2,5,004-901,ARANSAS,3,0,3,2023-06-01T00:00:00.000,3056,0,3824,0,0,8159.5200,0.0000,16940.3200,0.0000,0.0000,25099.8400
00022_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00022,JOURDANTON ISD,Educational Institution,Public,20,4,007-902,ATASCOSA,1,0,1,2023-06-01T00:00:00.000,615,0,902,0,0,1389.9000,0.0000,3995.8600,0.0000,0.0000,5385.7600
00023_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,2,0,2,2023-05-01T00:00:00.000,114,0,169,0,0,304.3800,0.0000,748.6700,0.0000,0.0000,1053.0500
00023_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,2,0,2,2023-06-01T00:00:00.000,2693,0,5384,0,0,7190.3100,0.0000,23851.1200,0.0000,0.0000,31041.4300
00025_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00025,POTEET ISD,Educational Institution,Public,20,4,007-906,ATASCOSA,2,0,2,2023-06-01T00:00:00.000,772,0,1614,0,0,2061.2400,0.0000,7150.0200,0.0000,0.0000,9211.2600
00027_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00027,SEALY ISD,Educational Institution,Public,6,3,008-902,AUSTIN,3,0,3,2023-06-01T00:00:00.000,1152,0,1404,0,0,2995.0700,0.0000,6219.7200,0.0000,0.0000,9214.7900
00028_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00028,BRAZOS ISD,Educational Institution,Public,6,3,008-903,AUSTIN,1,0,1,2023-06-01T00:00:00.000,404,0,487,0,0,1078.6800,0.0000,2157.4100,0.0000,0.0000,3236.0900
00031_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,3,0,3,2023-06-01T00:00:00.000,1874,0,2807,0,0,5003.5800,0.0000,12435.0100,0.0000,0.0000,17438.5900
00031_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00031,BANDERA ISD,Educational Institution,Public,20,4,010-902,BANDERA,2,0,2,2023-07-01T00:00:00.000,1373,0,2098,0,0,3748.2900,0.0000,9126.3000,0.0000,0.0000,12874.5900
00032_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,6,0,6,2023-05-01T00:00:00.000,151,0,264,0,0,403.1700,0.0000,1169.5200,0.0000,0.0000,1572.6900
00032_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,8,0,8,2023-06-01T00:00:00.000,6155,0,11938,0,0,16433.8500,0.0000,52885.3400,0.0000,0.0000,69319.1900
00032_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00032,BASTROP ISD,Educational Institution,Public,13,4,011-901,BASTROP,5,0,5,2023-07-01T00:00:00.000,1109,0,1545,0,0,3027.5700,0.0000,6720.7500,0.0000,0.0000,9748.3200
00034_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00034,SMITHVILLE ISD,Educational Institution,Public,13,4,011-904,BASTROP,1,0,1,2023-05-01T00:00:00.000,0,0,160,0,0,0.0000,0.0000,708.8000,0.0000,0.0000,708.8000
00034_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00034,SMITHVILLE ISD,Educational Institution,Public,13,4,011-904,BASTROP,8,0,8,2023-06-01T00:00:00.000,2760,0,3452,0,307,7246.2000,0.0000,15292.3600,0.0000,1335.4500,23874.0100
00034_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00034,SMITHVILLE ISD,Educational Institution,Public,13,4,011-904,BASTROP,2,0,2,2023-07-01T00:00:00.000,299,0,98,98,0,816.2700,0.0000,426.3000,114.6600,0.0000,1357.2300
00035_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00035,MCDADE ISD,Educational Institution,Public,13,4,011-905,BASTROP,1,0,1,2023-07-01T00:00:00.000,115,0,195,0,0,313.9500,0.0000,848.2500,0.0000,0.0000,1162.2000
00036_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00036,SEYMOUR ISD,Educational Institution,Public,9,2,012-901,BAYLOR,1,0,1,2023-05-01T00:00:00.000,145,0,266,0,0,387.1500,0.0000,1178.3800,0.0000,0.0000,1565.5300
00036_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00036,SEYMOUR ISD,Educational Institution,Public,9,2,012-901,BAYLOR,1,0,1,2023-06-01T00:00:00.000,201,0,359,0,0,536.6700,0.0000,1590.3700,0.0000,0.0000,2127.0400
00038_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,013-901,BEE,3,0,3,2023-05-01T00:00:00.000,217,0,434,0,0,579.3900,0.0000,1922.6200,0.0000,0.0000,2502.0100
00038_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,013-901,BEE,3,0,3,2023-06-01T00:00:00.000,2473,0,4657,0,0,6602.9100,0.0000,20630.5100,0.0000,0.0000,27233.4200
00038_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,013-901,BEE,2,0,2,2023-07-01T00:00:00.000,271,0,974,0,0,739.8300,0.0000,4236.9000,0.0000,0.0000,4976.7300
00040_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00040,PETTUS ISD,Educational Institution,Public,2,5,013-903,BEE,1,0,1,2023-06-01T00:00:00.000,234,0,356,0,0,624.7800,0.0000,1577.0800,0.0000,0.0000,2201.8600
00041_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00041,SKIDMORE-TYNAN ISD,Educational Institution,Public,2,5,013-905,BEE,3,0,3,2023-06-01T00:00:00.000,0,0,586,0,0,0.0000,0.0000,2595.9800,0.0000,0.0000,2595.9800
00042_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00042,"PRIORITY SYSTEMS, INC.",Educational Institution,Charter,12,2,014-803,BELL,2,0,2,2023-05-01T00:00:00.000,1,0,7,0,0,2.6700,0.0000,31.0100,0.0000,0.0000,33.6800
00042_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00042,"PRIORITY SYSTEMS, INC.",Educational Institution,Charter,12,2,014-803,BELL,2,0,2,2023-06-01T00:00:00.000,1117,0,1743,0,0,2982.3900,0.0000,7721.4900,0.0000,0.0000,10703.8800
00044_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00044,BARTLETT ISD,Educational Institution,Public,12,2,014-902,BELL,1,0,1,2023-05-01T00:00:00.000,63,0,73,0,0,168.2100,0.0000,323.3900,0.0000,0.0000,491.6000
00044_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00044,BARTLETT ISD,Educational Institution,Public,12,2,014-902,BELL,1,0,1,2023-06-01T00:00:00.000,1759,0,2117,0,0,4696.5300,0.0000,9378.3100,0.0000,0.0000,14074.8400
00045_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00045,BELTON ISD,Educational Institution,Public,12,2,014-903,BELL,4,0,4,2023-05-01T00:00:00.000,6,0,80,0,0,16.0200,0.0000,354.4000,0.0000,0.0000,370.4200
00045_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00045,BELTON ISD,Educational Institution,Public,12,2,014-903,BELL,5,0,5,2023-06-01T00:00:00.000,3625,0,7439,0,0,9678.7500,0.0000,32954.7700,0.0000,0.0000,42633.5200
00045_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00045,BELTON ISD,Educational Institution,Public,12,2,014-903,BELL,3,0,3,2023-07-01T00:00:00.000,0,0,875,0,0,0.0000,0.0000,3806.2500,0.0000,0.0000,3806.2500
00047_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00047,KILLEEN ISD,Educational Institution,Public,12,2,014-906,BELL,31,0,31,2023-06-01T00:00:00.000,32912,0,53965,0,0,87875.0400,0.0000,239064.9500,0.0000,0.0000,326939.9900
00047_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00047,KILLEEN ISD,Educational Institution,Public,12,2,014-906,BELL,11,0,11,2023-07-01T00:00:00.000,5895,0,11278,0,0,16093.3500,0.0000,49059.3000,0.0000,0.0000,65152.6500
00048_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00048,ROGERS ISD,Educational Institution,Public,12,2,014-907,BELL,1,0,1,2023-05-01T00:00:00.000,0,0,4,0,0,0.0000,0.0000,17.7200,0.0000,0.0000,17.7200
00048_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00048,ROGERS ISD,Educational Institution,Public,12,2,014-907,BELL,1,0,1,2023-06-01T00:00:00.000,100,0,187,0,0,267.0000,0.0000,828.4100,0.0000,0.0000,1095.4100
00050_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00050,TEMPLE ISD,Educational Institution,Public,12,2,014-909,BELL,7,0,7,2023-06-01T00:00:00.000,10810,0,23134,0,0,28862.7000,0.0000,102483.6200,0.0000,0.0000,131346.3200
00050_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00050,TEMPLE ISD,Educational Institution,Public,12,2,014-909,BELL,5,0,5,2023-07-01T00:00:00.000,2991,0,8040,0,0,8165.4300,0.0000,34974.0000,0.0000,0.0000,43139.4300
00050_8_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00050,TEMPLE ISD,Educational Institution,Public,12,2,014-909,BELL,1,0,1,2023-08-01T00:00:00.000,861,0,2066,0,0,2350.5300,0.0000,8987.1000,0.0000,0.0000,11337.6300
00051_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00051,TROY ISD,Educational Institution,Public,12,2,014-910,BELL,1,0,1,2023-06-01T00:00:00.000,131,0,0,0,0,349.7700,0.0000,0.0000,0.0000,0.0000,349.7700
00053_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00053,"GEORGE GERVIN YOUTH CENTER, INC.",Educational Institution,Charter,20,4,015-802,BEXAR,1,0,1,2023-06-01T00:00:00.000,1722,0,2445,0,0,4597.7400,0.0000,10831.3500,0.0000,0.0000,15429.0900
00056_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00056,School of Excellence in Education,Educational Institution,Charter,20,4,015-806,BEXAR,1,0,1,2023-05-01T00:00:00.000,90,0,126,0,0,240.3000,0.0000,558.1800,0.0000,0.0000,798.4800
00056_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00056,School of Excellence in Education,Educational Institution,Charter,20,4,015-806,BEXAR,1,0,1,2023-06-01T00:00:00.000,641,0,904,0,0,1711.4700,0.0000,4004.7200,0.0000,0.0000,5716.1900
00059_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00059,ACADEMY OF AMERICA DBA BEXAR COUNTY ACADEMY,Educational Institution,Charter,20,4,015-809,BEXAR,1,0,1,2023-06-01T00:00:00.000,1337,0,1364,0,0,3569.7900,0.0000,6042.5200,0.0000,0.0000,9612.3100
00059_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00059,ACADEMY OF AMERICA DBA BEXAR COUNTY ACADEMY,Educational Institution,Charter,20,4,015-809,BEXAR,1,0,1,2023-07-01T00:00:00.000,336,0,335,0,0,917.2800,0.0000,1457.2500,0.0000,0.0000,2374.5300
00067_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00067,JUBILEE ACADEMIES,Educational Institution,Charter,20,4,015-822,BEXAR,9,0,9,2023-06-01T00:00:00.000,12569,0,23108,0,0,33559.2300,0.0000,102368.4400,0.0000,0.0000,135927.6700
00067_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00067,JUBILEE ACADEMIES,Educational Institution,Charter,20,4,015-822,BEXAR,9,0,9,2023-07-01T00:00:00.000,1039,0,1697,0,0,2836.4700,0.0000,7381.9500,0.0000,0.0000,10218.4200
00067_8_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00067,JUBILEE ACADEMIES,Educational Institution,Charter,20,4,015-822,BEXAR,4,0,4,2023-08-01T00:00:00.000,54,0,101,0,0,147.4200,0.0000,439.3500,0.0000,0.0000,586.7700
00079_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00079,HARLANDALE ISD,Educational Institution,Public,20,4,015-904,BEXAR,1,0,1,2023-05-01T00:00:00.000,98,0,129,0,0,261.6600,0.0000,571.4700,0.0000,0.0000,833.1300
00079_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00079,HARLANDALE ISD,Educational Institution,Public,20,4,015-904,BEXAR,15,0,15,2023-06-01T00:00:00.000,13466,0,17436,0,0,35954.2200,0.0000,77241.4800,0.0000,0.0000,113195.7000
00079_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00079,HARLANDALE ISD,Educational Institution,Public,20,4,015-904,BEXAR,7,0,7,2023-07-01T00:00:00.000,861,0,1098,0,0,2350.5300,0.0000,4776.3000,0.0000,0.0000,7126.8300
00080_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00080,EDGEWOOD ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-905,BEXAR,1,0,1,2023-05-01T00:00:00.000,78,0,80,0,0,176.2800,0.0000,354.4000,0.0000,0.0000,530.6800
00080_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00080,EDGEWOOD ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-905,BEXAR,13,0,13,2023-06-01T00:00:00.000,9633,0,14345,0,0,24467.9700,0.0000,63548.3500,0.0000,0.0000,88016.3200
00080_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00080,EDGEWOOD ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-905,BEXAR,7,0,7,2023-07-01T00:00:00.000,2664,0,3381,0,0,6564.4200,0.0000,14707.3500,0.0000,0.0000,21271.7700
00080_8_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00080,EDGEWOOD ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-905,BEXAR,1,0,1,2023-08-01T00:00:00.000,218,0,238,0,0,497.0400,0.0000,1035.3000,0.0000,0.0000,1532.3400
00082_2_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00082,SAN ANTONIO ISD,Educational Institution,Public,20,4,015-907,BEXAR,10,0,10,2023-02-01T00:00:00.000,1015,0,1015,0,0,2710.0500,0.0000,4496.4500,0.0000,0.0000,7206.5000
00082_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00082,SAN ANTONIO ISD,Educational Institution,Public,20,4,015-907,BEXAR,39,0,39,2023-06-01T00:00:00.000,39737,0,50903,0,0,106097.7900,0.0000,225500.2900,0.0000,0.0000,331598.0800
00082_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00082,SAN ANTONIO ISD,Educational Institution,Public,20,4,015-907,BEXAR,22,0,22,2023-07-01T00:00:00.000,4745,0,5852,0,0,12926.8500,0.0000,25456.2000,0.0000,0.0000,38383.0500
00082_8_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00082,SAN ANTONIO ISD,Educational Institution,Public,20,4,015-907,BEXAR,8,0,8,2023-08-01T00:00:00.000,888,0,2173,0,0,2417.9400,0.0000,9452.5500,0.0000,0.0000,11870.4900
00083_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00083,SOUTH SAN ANTONIO ISD,Educational Institution,Public,20,4,015-908,BEXAR,8,0,8,2023-06-01T00:00:00.000,8808,0,12822,0,0,23517.3600,0.0000,56801.4600,0.0000,0.0000,80318.8200
00083_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00083,SOUTH SAN ANTONIO ISD,Educational Institution,Public,20,4,015-908,BEXAR,4,0,4,2023-07-01T00:00:00.000,1093,0,1734,0,0,2983.8900,0.0000,7542.9000,0.0000,0.0000,10526.7900
00084_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00084,SOMERSET ISD,Educational Institution,Public,20,4,015-909,BEXAR,2,0,2,2023-06-01T00:00:00.000,1668,0,2508,0,0,4453.5600,0.0000,11110.4400,0.0000,0.0000,15564.0000
00084_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00084,SOMERSET ISD,Educational Institution,Public,20,4,015-909,BEXAR,2,0,2,2023-07-01T00:00:00.000,14,0,19,0,0,38.2200,0.0000,82.6500,0.0000,0.0000,120.8700
00086_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00086,EAST CENTRAL ISD,Educational Institution,Public,20,4,015-911,BEXAR,5,0,5,2023-06-01T00:00:00.000,5763,0,8344,0,0,15387.2100,0.0000,36963.9200,0.0000,0.0000,52351.1300
00086_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00086,EAST CENTRAL ISD,Educational Institution,Public,20,4,015-911,BEXAR,5,0,5,2023-07-01T00:00:00.000,72,0,1729,0,0,196.5600,0.0000,7521.1500,0.0000,0.0000,7717.7100
00090_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00090,NORTHSIDE ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-915,BEXAR,35,0,35,2023-06-01T00:00:00.000,52771,0,105146,0,0,140898.5700,0.0000,465796.7800,0.0000,0.0000,606695.3500
00090_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00090,NORTHSIDE ISD-SAN ANTONIO,Educational Institution,Public,20,4,015-915,BEXAR,9,0,9,2023-07-01T00:00:00.000,1850,0,2960,0,0,5050.5000,0.0000,12876.0000,0.0000,0.0000,17926.5000
00091_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00091,JUDSON ISD,Educational Institution,Public,20,4,015-916,BEXAR,17,0,17,2023-06-01T00:00:00.000,17016,0,35170,0,0,45341.2900,0.0000,155803.1000,0.0000,0.0000,201144.3900
00091_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00091,JUDSON ISD,Educational Institution,Public,20,4,015-916,BEXAR,7,0,7,2023-07-01T00:00:00.000,1580,0,3992,0,0,4177.0500,0.0000,17365.2000,0.0000,0.0000,21542.2500
00091_8_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00091,JUDSON ISD,Educational Institution,Public,20,4,015-916,BEXAR,1,0,1,2023-08-01T00:00:00.000,76,0,700,0,0,207.4800,0.0000,3045.0000,0.0000,0.0000,3252.4800
00092_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00092,SOUTHSIDE ISD,Educational Institution,Public,20,4,015-917,BEXAR,2,0,2,2023-06-01T00:00:00.000,3894,0,3847,0,0,10396.9800,0.0000,17042.2100,0.0000,0.0000,27439.1900
00096_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00096,CLIFTON ISD,Educational Institution,Public,12,2,018-901,BOSQUE,2,0,2,2023-06-01T00:00:00.000,372,0,402,0,0,993.2400,0.0000,1780.8600,0.0000,0.0000,2774.1000
00097_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00097,MERIDIAN ISD,Educational Institution,Public,12,2,018-902,BOSQUE,1,0,1,2023-05-01T00:00:00.000,202,0,202,0,0,539.3400,0.0000,894.8600,0.0000,0.0000,1434.2000
00097_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00097,MERIDIAN ISD,Educational Institution,Public,12,2,018-902,BOSQUE,1,0,1,2023-06-01T00:00:00.000,2866,0,2866,0,0,7652.2200,0.0000,12696.3800,0.0000,0.0000,20348.6000
00097_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00097,MERIDIAN ISD,Educational Institution,Public,12,2,018-902,BOSQUE,1,0,1,2023-07-01T00:00:00.000,601,0,601,0,0,1640.7300,0.0000,2614.3500,0.0000,0.0000,4255.0800
00099_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00099,VALLEY MILLS ISD,Educational Institution,Public,12,2,018-904,BOSQUE,1,0,1,2023-05-01T00:00:00.000,57,0,80,0,0,152.1900,0.0000,354.4000,0.0000,0.0000,506.5900
00099_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00099,VALLEY MILLS ISD,Educational Institution,Public,12,2,018-904,BOSQUE,1,0,1,2023-06-01T00:00:00.000,412,0,631,0,0,1100.0400,0.0000,2795.3300,0.0000,0.0000,3895.3700
00104_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00104,HOOKS ISD,Educational Institution,Public,8,2,019-902,BOWIE,2,0,2,2023-05-01T00:00:00.000,23,0,37,0,0,61.4100,0.0000,163.9100,0.0000,0.0000,225.3200
00104_6_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00104,HOOKS ISD,Educational Institution,Public,8,2,019-902,BOWIE,2,0,2,2023-06-01T00:00:00.000,992,0,1476,0,0,2648.6400,0.0000,6538.6800,0.0000,0.0000,9187.3200
00104_7_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00104,HOOKS ISD,Educational Institution,Public,8,2,019-902,BOWIE,2,0,2,2023-07-01T00:00:00.000,50,0,72,0,0,136.5000,0.0000,313.2000,0.0000,0.0000,449.7000
00105_5_2023_SUMMERSSOCEREIMBURSEMENTS,2022-2023,SUMMERSSOCEREIMBURSEMENTS,00105,MAUD ISD,Educational Institution,Public,8,2,019-903,BOWIE,1,0,1,2023-05-01T00:00:00.000,52,0,87,0,0,138.8400,0.0000,385.4100,0.0000,0.0000,524.2500
