odprecid,programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
00321_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00321,FREER ISD,Educational Institution,Public,2,5,066-903,DUVAL,3,0,3,2025-06-01T00:00:00.000,2370,0,2816,0,0,6730.8,0.0,12784.64,0.0,0.0,19515.44
00322_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00322,CISCO ISD,Educational Institution,Public,14,1,067-902,EASTLAND,1,0,1,2025-05-01T00:00:00.000,102,0,0,0,0,289.68,0.0,0.0,0.0,0.0,289.68
00322_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00322,CISCO ISD,Educational Institution,Public,14,1,067-902,EASTLAND,1,0,1,2025-06-01T00:00:00.000,1293,0,0,0,0,3672.12,0.0,0.0,0.0,0.0,3672.12
00325_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00325,RANGER ISD,Educational Institution,Public,14,1,067-907,EASTLAND,1,0,1,2025-06-01T00:00:00.000,48,0,0,0,0,136.32,0.0,0.0,0.0,0.0,136.32
00327_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,Public,18,1,068-901,ECTOR,16,0,16,2025-06-01T00:00:00.000,8042,0,18016,0,0,22839.28,0.0,81792.64,0.0,0.0,104631.92
00327_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00327,ECTOR COUNTY ISD,Educational Institution,Public,18,1,068-901,ECTOR,8,0,8,2025-07-01T00:00:00.000,770,0,929,0,0,2263.8,0.0,4375.59,0.0,0.0,6639.39
00330_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00330,FAITH FAMILY KIDS,Educational Institution,Charter,10,2,070-801,ELLIS,1,0,1,2025-05-01T00:00:00.000,503,0,1043,0,0,1428.52,0.0,4735.22,0.0,0.0,6163.74
00330_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00330,FAITH FAMILY KIDS,Educational Institution,Charter,10,2,070-801,ELLIS,1,0,1,2025-06-01T00:00:00.000,4417,0,7917,0,0,12544.28,0.0,35943.18,0.0,0.0,48487.46
00330_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00330,FAITH FAMILY KIDS,Educational Institution,Charter,10,2,070-801,ELLIS,1,0,1,2025-07-01T00:00:00.000,119,0,197,0,0,349.86,0.0,927.87,0.0,0.0,1277.73
00331_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00331,AVALON ISD,Educational Institution,Public,10,2,070-901,ELLIS,1,0,1,2025-06-01T00:00:00.000,0,0,319,0,0,0.0,0.0,1448.26,0.0,0.0,1448.26
00332_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00332,ENNIS ISD,Educational Institution,Public,10,2,070-903,ELLIS,2,0,2,2025-05-01T00:00:00.000,526,0,733,0,0,1493.84,0.0,3327.82,0.0,0.0,4821.66
00332_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00332,ENNIS ISD,Educational Institution,Public,10,2,070-903,ELLIS,3,0,3,2025-06-01T00:00:00.000,3205,0,9213,0,0,9102.2,0.0,41827.02,0.0,0.0,50929.22
00332_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00332,ENNIS ISD,Educational Institution,Public,10,2,070-903,ELLIS,3,0,3,2025-07-01T00:00:00.000,1967,0,5650,0,0,5782.98,0.0,26611.5,0.0,0.0,32394.48
00335_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,3,0,3,2025-05-01T00:00:00.000,263,0,440,0,0,729.06,0.0,1988.8,0.0,0.0,2717.86
00335_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,4,0,4,2025-06-01T00:00:00.000,3598,0,5517,0,0,10096.12,0.0,24936.84,0.0,0.0,35032.96
00335_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,3,0,3,2025-07-01T00:00:00.000,1737,0,2745,0,0,4980.06,0.0,12874.05,0.0,0.0,17854.11
00336_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00336,MILFORD ISD,Educational Institution,Public,10,2,070-909,ELLIS,1,0,1,2025-06-01T00:00:00.000,258,0,258,0,0,732.72,0.0,1171.32,0.0,0.0,1904.04
00337_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00337,PALMER ISD,Educational Institution,Public,10,2,070-910,ELLIS,1,0,1,2025-06-01T00:00:00.000,239,0,919,0,0,678.76,0.0,4172.26,0.0,0.0,4851.02
00339_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00339,WAXAHACHIE ISD,Educational Institution,Public,10,2,070-912,ELLIS,1,0,1,2025-06-01T00:00:00.000,725,0,849,0,0,2059.0,0.0,3854.46,0.0,0.0,5913.46
00341_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00341,"EL PASO EDUCATION INITIATIVE, INC. (THE) Burnham Wood",Educational Institution,Charter,19,1,071-801,EL PASO,1,0,1,2025-06-01T00:00:00.000,8183,0,10351,0,0,23239.72,0.0,46993.54,0.0,0.0,70233.26
00341_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00341,"EL PASO EDUCATION INITIATIVE, INC. (THE) Burnham Wood",Educational Institution,Charter,19,1,071-801,EL PASO,1,0,1,2025-07-01T00:00:00.000,8613,0,10861,0,0,25322.22,0.0,51155.31,0.0,0.0,76477.53
00346_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00346,EL PASO ISD,Educational Institution,Public,19,1,071-902,EL PASO,62,0,62,2025-06-01T00:00:00.000,20903,0,37021,0,0,59185.92,0.0,168075.34,0.0,0.0,227261.26
00346_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00346,EL PASO ISD,Educational Institution,Public,19,1,071-902,EL PASO,8,0,8,2025-07-01T00:00:00.000,3596,0,6516,0,0,10572.24,0.0,30690.36,0.0,0.0,41262.6
00347_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00347,FABENS ISD,Educational Institution,Public,19,1,071-903,EL PASO,5,0,5,2025-06-01T00:00:00.000,1794,0,2930,0,0,4988.74,0.0,13302.2,0.0,0.0,18290.94
00348_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,Public,19,1,071-904,EL PASO,4,0,4,2025-06-01T00:00:00.000,3334,0,3960,0,0,9468.56,0.0,17978.4,0.0,0.0,27446.96
00350_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00350,ANTHONY ISD,Educational Institution,Public,19,1,071-906,EL PASO,12,0,12,2025-06-01T00:00:00.000,6089,0,11017,0,0,15905.32,0.0,50017.18,0.0,0.0,65922.5
00350_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00350,ANTHONY ISD,Educational Institution,Public,19,1,071-906,EL PASO,10,0,10,2025-07-01T00:00:00.000,2238,0,5348,0,0,6147.72,0.0,25189.08,0.0,0.0,31336.8
00351_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00351,CANUTILLO ISD,Educational Institution,Public,19,1,071-907,EL PASO,7,0,7,2025-06-01T00:00:00.000,6683,0,7093,0,0,18979.72,0.0,32202.22,0.0,0.0,51181.94
00351_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00351,CANUTILLO ISD,Educational Institution,Public,19,1,071-907,EL PASO,1,0,1,2025-07-01T00:00:00.000,237,0,477,0,0,696.78,0.0,2246.67,0.0,0.0,2943.45
00352_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00352,TORNILLO ISD,Educational Institution,Public,19,1,071-908,EL PASO,1,0,1,2025-06-01T00:00:00.000,606,0,958,0,0,1721.04,0.0,4349.32,0.0,0.0,6070.36
00353_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00353,SOCORRO ISD,Educational Institution,Public,19,1,071-909,EL PASO,12,0,12,2025-06-01T00:00:00.000,2483,0,20637,0,0,7051.72,0.0,93691.98,0.0,0.0,100743.7
00356_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00356,DUBLIN ISD,Educational Institution,Public,11,2,072-902,ERATH,1,0,1,2025-06-01T00:00:00.000,1085,0,1484,0,0,3081.4,0.0,6737.36,0.0,0.0,9818.76
00357_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00357,STEPHENVILLE ISD,Educational Institution,Public,11,2,072-903,ERATH,1,0,1,2025-06-01T00:00:00.000,2299,0,2824,0,0,6529.16,0.0,12820.96,0.0,0.0,19350.12
00362_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00362,CHILTON ISD,Educational Institution,Public,12,2,073-901,FALLS,1,0,1,2025-05-01T00:00:00.000,10,0,30,0,0,28.4,0.0,136.2,0.0,0.0,164.6
00362_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00362,CHILTON ISD,Educational Institution,Public,12,2,073-901,FALLS,1,0,1,2025-06-01T00:00:00.000,850,0,1444,0,0,2414.0,0.0,6555.76,0.0,0.0,8969.76
00363_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00363,MARLIN ISD,Educational Institution,Public,12,2,073-903,FALLS,2,0,2,2025-06-01T00:00:00.000,1520,0,2302,0,0,4316.8,0.0,10451.08,0.0,0.0,14767.88
00365_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00365,ROSEBUD-LOTT ISD,Educational Institution,Public,12,2,073-905,FALLS,1,0,1,2025-05-01T00:00:00.000,79,0,118,0,0,224.36,0.0,535.72,0.0,0.0,760.08
00365_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00365,ROSEBUD-LOTT ISD,Educational Institution,Public,12,2,073-905,FALLS,1,0,1,2025-06-01T00:00:00.000,644,0,1249,0,0,1828.96,0.0,5670.46,0.0,0.0,7499.42
00366_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00366,BONHAM ISD,Educational Institution,Public,10,2,074-903,FANNIN,3,0,3,2025-06-01T00:00:00.000,934,0,1142,0,0,2652.56,0.0,5184.68,0.0,0.0,7837.24
00369_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00369,HONEY GROVE ISD,Educational Institution,Public,8,2,074-907,FANNIN,1,0,1,2025-05-01T00:00:00.000,122,0,174,0,0,346.48,0.0,789.96,0.0,0.0,1136.44
00369_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00369,HONEY GROVE ISD,Educational Institution,Public,8,2,074-907,FANNIN,1,0,1,2025-06-01T00:00:00.000,647,0,1025,0,0,1837.48,0.0,4653.5,0.0,0.0,6490.98
00370_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00370,LEONARD ISD,Educational Institution,Public,10,2,074-909,FANNIN,1,0,1,2025-06-01T00:00:00.000,0,0,868,0,0,0.0,0.0,3940.72,0.0,0.0,3940.72
00374_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00374,FLATONIA ISD,Educational Institution,Public,13,4,075-901,FAYETTE,1,0,1,2025-06-01T00:00:00.000,365,0,502,0,0,1036.6,0.0,2269.04,0.0,0.0,3305.64
00375_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00375,LA GRANGE ISD,Educational Institution,Public,13,4,075-902,FAYETTE,3,0,3,2025-05-01T00:00:00.000,261,0,281,0,0,741.24,0.0,1275.74,0.0,0.0,2016.98
00375_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00375,LA GRANGE ISD,Educational Institution,Public,13,4,075-902,FAYETTE,4,0,4,2025-06-01T00:00:00.000,2325,0,2551,0,0,6603.0,0.0,11581.54,0.0,0.0,18184.54
00376_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00376,SCHULENBURG ISD,Educational Institution,Public,13,4,075-903,FAYETTE,2,0,2,2025-06-01T00:00:00.000,0,0,1205,0,0,0.0,0.0,5470.7,0.0,0.0,5470.7
00376_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00376,SCHULENBURG ISD,Educational Institution,Public,13,4,075-903,FAYETTE,2,0,2,2025-07-01T00:00:00.000,0,0,832,0,0,0.0,0.0,3918.72,0.0,0.0,3918.72
00381_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00381,FLOYDADA ISD,Educational Institution,Public,17,1,077-901,FLOYD,1,0,1,2025-06-01T00:00:00.000,463,0,870,0,0,1314.92,0.0,3949.8,0.0,0.0,5264.72
00382_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00382,LOCKNEY ISD,Educational Institution,Public,17,1,077-902,FLOYD,1,0,1,2025-06-01T00:00:00.000,0,0,1414,0,0,0.0,0.0,6419.56,0.0,0.0,6419.56
00383_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00383,CROWELL ISD,Educational Institution,Public,9,2,078-901,FOARD,1,0,1,2025-06-01T00:00:00.000,0,0,461,0,0,0.0,0.0,2092.94,0.0,0.0,2092.94
00384_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,079-901,FORT BEND,8,0,8,2025-06-01T00:00:00.000,10390,0,24874,0,0,29507.6,0.0,112927.96,0.0,0.0,142435.56
00384_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,079-901,FORT BEND,2,0,2,2025-07-01T00:00:00.000,1697,0,3420,0,0,4989.18,0.0,16108.2,0.0,0.0,21097.38
00386_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00386,FORT BEND ISD,Educational Institution,Public,4,3,079-907,FORT BEND,15,0,15,2025-06-01T00:00:00.000,8821,0,19371,0,0,24507.38,0.0,87944.34,0.0,0.0,112451.72
00386_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00386,FORT BEND ISD,Educational Institution,Public,4,3,079-907,FORT BEND,11,0,11,2025-07-01T00:00:00.000,4182,0,9491,0,0,11952.84,0.0,44702.61,0.0,0.0,56655.45
00388_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00388,STAFFORD MSD,Educational Institution,Public,4,3,079-910,FORT BEND,4,0,4,2025-06-01T00:00:00.000,6788,0,11741,0,0,19277.92,0.0,53304.14,0.0,0.0,72582.06
00388_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00388,STAFFORD MSD,Educational Institution,Public,4,3,079-910,FORT BEND,4,0,4,2025-07-01T00:00:00.000,870,0,1621,0,0,2557.8,0.0,7634.91,0.0,0.0,10192.71
00389_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00389,MOUNT VERNON ISD,Educational Institution,Public,8,2,080-901,FRANKLIN,1,0,1,2025-06-01T00:00:00.000,2209,0,1537,0,0,6273.56,0.0,6977.98,0.0,0.0,13251.54
00391_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00391,TEAGUE ISD,Educational Institution,Public,12,2,081-904,FREESTONE,2,0,2,2025-06-01T00:00:00.000,981,0,435,0,0,2786.04,0.0,1974.9,0.0,0.0,4760.94
00392_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00392,WORTHAM ISD,Educational Institution,Public,12,2,081-905,FREESTONE,1,0,1,2025-06-01T00:00:00.000,0,0,84,0,0,0.0,0.0,381.36,0.0,0.0,381.36
00394_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00394,DILLEY ISD,Educational Institution,Public,20,4,082-902,FRIO,2,0,2,2025-06-01T00:00:00.000,2249,0,2646,0,0,6387.16,0.0,12012.84,0.0,0.0,18400.0
00395_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00395,PEARSALL ISD,Educational Institution,Public,20,4,082-903,FRIO,4,0,4,2025-06-01T00:00:00.000,2316,0,2568,0,0,6577.44,0.0,11658.72,0.0,0.0,18236.16
00396_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00396,SEAGRAVES ISD,Educational Institution,Public,17,1,083-901,GAINES,1,0,1,2025-05-01T00:00:00.000,58,0,58,0,0,164.72,0.0,263.32,0.0,0.0,428.04
00396_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00396,SEAGRAVES ISD,Educational Institution,Public,17,1,083-901,GAINES,1,0,1,2025-06-01T00:00:00.000,3,0,281,0,0,8.52,0.0,1275.74,0.0,0.0,1284.26
00398_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00398,SEMINOLE ISD,Educational Institution,Public,17,1,083-903,GAINES,1,0,1,2025-06-01T00:00:00.000,1282,0,1804,0,0,3640.88,0.0,8190.16,0.0,0.0,11831.04
00400_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00400,"ODYSSEY 2020 ACADEMY, INC.",Educational Institution,Charter,4,3,084-802,GALVESTON,3,0,3,2025-06-01T00:00:00.000,2004,0,2701,0,0,5691.36,0.0,12262.54,0.0,0.0,17953.9
00402_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00402,DICKINSON ISD,Educational Institution,Public,4,3,084-901,GALVESTON,2,0,2,2025-06-01T00:00:00.000,2365,0,2373,0,0,6716.6,0.0,10773.42,0.0,0.0,17490.02
00402_8_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00402,DICKINSON ISD,Educational Institution,Public,4,3,084-901,GALVESTON,13,0,13,2025-08-01T00:00:00.000,1258,0,2268,0,0,3698.52,0.0,10682.28,0.0,0.0,14380.8
00406_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00406,TEXAS CITY ISD,Educational Institution,Public,4,3,084-906,GALVESTON,8,0,8,2025-06-01T00:00:00.000,10692,0,15337,0,0,29189.34,0.0,69629.98,0.0,0.0,98819.32
00406_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00406,TEXAS CITY ISD,Educational Institution,Public,4,3,084-906,GALVESTON,8,0,8,2025-07-01T00:00:00.000,2479,0,4752,0,0,6704.1,0.0,22381.92,0.0,0.0,29086.02
00406_8_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00406,TEXAS CITY ISD,Educational Institution,Public,4,3,084-906,GALVESTON,5,0,5,2025-08-01T00:00:00.000,36,0,98,0,0,93.36,0.0,461.58,0.0,0.0,554.94
00407_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00407,HITCHCOCK ISD,Educational Institution,Public,4,3,084-908,GALVESTON,2,0,2,2025-06-01T00:00:00.000,2113,0,2465,0,0,6000.92,0.0,11191.1,0.0,0.0,17192.02
00409_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,1,0,1,2025-05-01T00:00:00.000,834,0,767,0,0,2368.56,0.0,3466.84,0.0,0.0,5835.4
00409_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,3,0,3,2025-06-01T00:00:00.000,4990,0,6991,0,0,14171.6,0.0,31599.32,0.0,0.0,45770.92
00409_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,8,0,8,2025-07-01T00:00:00.000,1550,0,2752,0,0,4557.0,0.0,12906.88,0.0,0.0,17463.88
00409_8_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00409,CLEAR CREEK ISD,Educational Institution,Public,4,3,084-910,GALVESTON,1,0,1,2025-08-01T00:00:00.000,0,0,5,0,0,0.0,0.0,23.45,0.0,0.0,23.45
00411_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00411,POST ISD,Educational Institution,Public,17,1,085-902,GARZA,1,0,1,2025-06-01T00:00:00.000,1963,0,1872,0,0,5574.92,0.0,8498.88,0.0,0.0,14073.8
00413_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00413,FREDERICKSBURG ISD,Educational Institution,Public,13,4,086-901,GILLESPIE,1,0,1,2025-06-01T00:00:00.000,3546,0,3494,0,0,10070.64,0.0,15862.76,0.0,0.0,25933.4
00413_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00413,FREDERICKSBURG ISD,Educational Institution,Public,13,4,086-901,GILLESPIE,1,0,1,2025-07-01T00:00:00.000,220,0,324,0,0,646.8,0.0,1526.04,0.0,0.0,2172.84
00416_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00416,GOLIAD ISD,Educational Institution,Public,3,3,088-902,GOLIAD,1,0,1,2025-06-01T00:00:00.000,484,0,771,0,0,1374.56,0.0,3500.34,0.0,0.0,4874.9
00417_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00417,GONZALES ISD,Educational Institution,Public,13,3,089-901,GONZALES,1,0,1,2025-05-01T00:00:00.000,170,0,208,0,0,482.8,0.0,944.32,0.0,0.0,1427.12
00417_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00417,GONZALES ISD,Educational Institution,Public,13,3,089-901,GONZALES,3,0,3,2025-06-01T00:00:00.000,4721,0,5102,0,0,13407.64,0.0,23163.08,0.0,0.0,36570.72
00417_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00417,GONZALES ISD,Educational Institution,Public,13,3,089-901,GONZALES,2,0,2,2025-07-01T00:00:00.000,2130,0,2639,0,0,6262.2,0.0,12429.69,0.0,0.0,18691.89
00419_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00419,WAELDER ISD,Educational Institution,Public,13,3,089-905,GONZALES,1,0,1,2025-07-01T00:00:00.000,500,0,730,0,0,1470.0,0.0,3438.3,0.0,0.0,4908.3
00422_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00422,PAMPA ISD,Educational Institution,Public,16,1,090-904,GRAY,2,0,2,2025-06-01T00:00:00.000,1012,0,2568,0,0,2874.08,0.0,11658.72,0.0,0.0,14532.8
00426_5_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,Public,10,2,091-903,GRAYSON,1,0,1,2025-05-01T00:00:00.000,8,0,34,0,0,22.72,0.0,154.36,0.0,0.0,177.08
00426_6_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,Public,10,2,091-903,GRAYSON,3,0,3,2025-06-01T00:00:00.000,1766,0,2361,0,0,5015.44,0.0,10718.94,0.0,0.0,15734.38
00426_7_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,Public,10,2,091-903,GRAYSON,1,0,1,2025-07-01T00:00:00.000,0,0,568,0,0,0.0,0.0,2675.28,0.0,0.0,2675.28
00426_8_2025_SUMMERSSOCEREIMBURSEMENTS,2024-2025,SUMMERSSOCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,Public,10,2,091-903,GRAYSON,1,0,1,2025-08-01T00:00:00.000,0,0,75,0,0,0.0,0.0,353.25,0.0,0.0,353.25
