programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00192,SANTA ANNA ISD,Educational Institution,Public,15,1,042-903,COLEMAN,2,2,2022-05-01T00:00:00.000,1589,0,2446,0,0,3765.93,0,10101.98,0,0,13867.91
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00442,SPRING HILL ISD,Educational Institution,Public,7,2,092-907,GREGG,4,4,2022-02-01T00:00:00.000,8024,0,19013,0,0,19016.88,0,78523.69,0,0,97540.57
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00606,SULPHUR BLUFF ISD,Educational Institution,Public,8,2,112-910,HOPKINS,1,1,2022-03-01T00:00:00.000,2978,0,2673,0,0,7057.86,0,11039.49,0,0,18097.35
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00931,CLARKSVILLE ISD,Educational Institution,Public,8,2,194-904,RED RIVER,2,2,2021-10-01T00:00:00.000,7137,0,7944,0,0,15986.88,0,31061.04,0,0,47047.92
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00073,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,20,4,015-828,BEXAR,8,8,2022-02-01T00:00:00.000,12100,0,38438,0,0,28677,0,158748.94,0,0,187425.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00346,EL PASO ISD,Educational Institution,Public,19,1,071-902,EL PASO,79,79,2022-04-01T00:00:00.000,387393,0,612945,0,0,918121.41,0,2531462.85,0,0,3449584.26
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00842,CUSHING ISD,Educational Institution,Public,7,3,174-902,NACOGDOCHES,2,2,2021-11-01T00:00:00.000,4210,0,6345,0,0,9430.4,0,24808.95,0,0,34239.35
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00464,CHILLICOTHE ISD,Educational Institution,Public,9,2,099-902,HARDEMAN,1,1,2022-04-01T00:00:00.000,3798,0,3514,0,0,9001.26,0,14512.82,0,0,23514.08
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00914,CORRIGAN-CAMDEN ISD,Educational Institution,Public,6,3,187-904,POLK,3,3,2022-04-01T00:00:00.000,10429,0,10259,0,0,24716.73,0,42369.67,0,0,67086.4
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00789,WACO ISD,Educational Institution,Public,12,2,161-914,MCLENNAN,27,27,2022-02-01T00:00:00.000,82834,0,148537,0,0,196316.58,0,613457.81,0,0,809774.39
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00306,LITTLE ELM ISD,Educational Institution,Public,11,2,061-914,DENTON,9,9,2021-12-01T00:00:00.000,33422,0,69064,0,0,74865.28,0,270040.24,0,0,344905.52
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00190,ROBERT LEE ISD,Educational Institution,Public,15,4,041-902,COKE,1,1,2022-01-01T00:00:00.000,2284,0,2867,0,0,5413.08,0,11840.71,0,0,17253.79
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00638,GANADO ISD,Educational Institution,Public,3,3,120-902,JACKSON,3,3,2022-03-01T00:00:00.000,3854,0,6715,0,0,9133.98,0,27732.95,0,0,36866.93
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00293,COOPER ISD,Educational Institution,Public,8,2,060-902,DELTA,3,3,2022-04-01T00:00:00.000,6034,0,9677,0,0,14300.58,0,39966.01,0,0,54266.59
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01132,KELTON ISD,Educational Institution,Public,16,1,242-905,WHEELER,1,1,2022-02-01T00:00:00.000,2009,0,1788,0,0,4761.33,0,7384.44,0,0,12145.77
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01084,BIG SANDY ISD-BIG SANDY,Educational Institution,Public,7,2,230-901,UPSHUR,3,3,2021-10-01T00:00:00.000,3886,0,7331,0,0,8704.64,0,28664.21,0,0,37368.85
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00357,STEPHENVILLE ISD,Educational Institution,Public,11,2,072-903,ERATH,6,6,2022-02-01T00:00:00.000,12916,0,34547,0,0,30610.92,0,142679.11,0,0,173290.03
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00731,LEON ISD,Educational Institution,Public,6,3,145-911,LEON,2,2,2022-01-01T00:00:00.000,3736,0,8478,0,0,8854.32,0,35014.14,0,0,43868.46
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00383,CROWELL ISD,Educational Institution,Public,9,2,078-901,FOARD,1,1,2022-06-01T00:00:00.000,517,0,769,0,0,1225.29,0,3175.97,0,0,4401.26
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00382,LOCKNEY ISD,Educational Institution,Public,17,1,077-902,FLOYD,3,3,2021-10-01T00:00:00.000,5428,0,3289,0,0,12158.72,0,12859.99,0,0,25018.71
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01070,MANOR ISD,Educational Institution,Public,13,4,227-907,TRAVIS,14,14,2022-06-01T00:00:00.000,13031,0,18396,0,0,30883.47,0,75975.48,0,0,106858.95
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00118,PEARLAND ISD,Educational Institution,Public,4,3,020-908,BRAZORIA,23,23,2022-03-01T00:00:00.000,69741,0,235737,0,0,165286.17,0,973593.81,0,0,1138879.98
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01022,KELLER ISD,Educational Institution,Public,11,2,220-907,TARRANT,41,41,2021-12-01T00:00:00.000,100866,0,248779,0,0,225939.84,0,972725.89,0,0,1198665.73
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00407,HITCHCOCK ISD,Educational Institution,Public,4,3,084-908,GALVESTON,5,5,2022-02-01T00:00:00.000,16936,0,21506,0,0,40138.32,0,88819.78,0,0,128958.1
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00104,HOOKS ISD,Educational Institution,Public,8,2,019-902,BOWIE,3,3,2021-12-01T00:00:00.000,3320,0,6830,0,0,7436.8,0,26705.3,0,0,34142.1
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01147,FLORENCE ISD,Educational Institution,Public,13,4,246-902,WILLIAMSON,3,3,2022-02-01T00:00:00.000,7574,0,12353,0,0,17950.38,0,51017.89,0,0,68968.27
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00437,GLADEWATER ISD,Educational Institution,Public,7,2,092-901,GREGG,4,4,2022-03-01T00:00:00.000,8254,0,18369,0,0,19561.98,0,75863.97,0,0,95425.95
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00153,LA FERIA ISD,Educational Institution,Public,1,5,031-905,CAMERON,8,7,2021-11-01T00:00:00.000,33520,0,38696,0,0,75084.8,0,151301.36,0,0,226386.16
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00906,FARWELL ISD,Educational Institution,Public,16,1,185-902,PARMER,3,3,2022-01-01T00:00:00.000,3261,0,7433,0,0,7728.57,0,30698.29,0,0,38426.86
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00330,FAITH FAMILY KIDS,Educational Institution,Charter,10,2,070-801,ELLIS,2,2,2021-12-01T00:00:00.000,9735,0,21568,0,0,21806.4,0,84330.88,0,0,106137.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00141,MARBLE FALLS ISD,Educational Institution,Public,13,4,027-904,BURNET,7,7,2022-03-01T00:00:00.000,22882,0,47287,0,0,54230.34,0,195295.31,0,0,249525.65
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00233,JONESBORO ISD,Educational Institution,Public,12,2,050-909,CORYELL,1,1,2022-02-01T00:00:00.000,2710,0,3086,0,0,6422.7,0,12745.18,0,0,19167.88
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01363,HARRISON COUNTY JUVENILE SERVICES,Government Agency,RCCI,7,2,102-,HARRISON,1,1,2022-01-01T00:00:00.000,447,0,454,0,0,1059.39,0,1875.02,0,0,2934.41
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00118,PEARLAND ISD,Educational Institution,Public,4,3,020-908,BRAZORIA,23,23,2021-12-01T00:00:00.000,46296,0,166222,0,0,103703.04,0,649928.02,0,0,753631.06
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00661,PREMONT ISD,Educational Institution,Public,2,5,125-905,JIM WELLS,2,2,2021-10-01T00:00:00.000,8202,0,10827,0,0,18372.48,0,42333.57,0,0,60706.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00041,SKIDMORE-TYNAN ISD,Educational Institution,Public,2,5,013-905,BEE,3,3,2022-03-01T00:00:00.000,4792,0,9966,0,0,11357.04,0,41159.58,0,0,52516.62
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01032,WHITE SETTLEMENT ISD,Educational Institution,Public,11,2,220-920,TARRANT,8,8,2021-11-01T00:00:00.000,30113,0,79125,0,0,67453.12,0,309378.75,0,0,376831.87
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01055,VERIBEST ISD,Educational Institution,Public,15,4,226-908,TOM GREEN,2,2,2021-12-01T00:00:00.000,1296,0,2157,0,0,2903.04,0,8433.87,0,0,11336.91
2021-2022,SUMMERSSOCEREIMBURSEMENTS,04979,EL PASO LEADERSHIP ACADEMY,Educational Institution,Charter,19,1,071-810,EL PASO,2,2,2022-02-01T00:00:00.000,1011,0,4429,0,0,2396.07,0,18291.77,0,0,20687.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00358,BLUFF DALE ISD,Educational Institution,Public,11,2,072-904,ERATH,1,1,2021-12-01T00:00:00.000,1194,0,1857,0,0,2674.56,0,7260.87,0,0,9935.43
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00392,WORTHAM ISD,Educational Institution,Public,12,2,081-905,FREESTONE,1,1,2022-06-01T00:00:00.000,0,0,553,0,0,0,0,2283.89,0,0,2283.89
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00935,AUSTWELL-TIVOLI ISD,Educational Institution,Public,3,5,196-901,REFUGIO,2,2,2022-01-01T00:00:00.000,866,0,1522,0,0,2052.42,0,6285.86,0,0,8338.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00717,COTULLA ISD,Educational Institution,Public,20,4,142-901,LA SALLE,2,2,2022-07-01T00:00:00.000,3711,0,3711,0,0,8795.07,0,15326.43,0,0,24121.5
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01178,PLAINS ISD,Educational Institution,Public,17,1,251-902,YOAKUM,3,3,2021-11-01T00:00:00.000,4069,0,3441,0,0,9114.56,0,13454.31,0,0,22568.87
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00318,RAMIREZ CSD,Educational Institution,Public,2,5,066-005,DUVAL,1,1,2022-02-01T00:00:00.000,364,0,456,0,0,862.68,0,1883.28,0,0,2745.96
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00554,EUSTACE ISD,Educational Institution,Public,7,2,107-905,HENDERSON,4,4,2022-04-01T00:00:00.000,15798,0,24968,0,0,37441.26,0,103117.84,0,0,140559.1
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00392,WORTHAM ISD,Educational Institution,Public,12,2,081-905,FREESTONE,3,3,2021-12-01T00:00:00.000,1181,0,3374,0,0,2645.44,0,13192.34,0,0,15837.78
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01034,ABILENE ISD,Educational Institution,Public,14,1,221-901,TAYLOR,22,22,2022-05-01T00:00:00.000,84758,0,191888,0,0,200876.46,0,792497.44,0,0,993373.9
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00044,BARTLETT ISD,Educational Institution,Public,12,2,014-902,BELL,1,1,2022-06-01T00:00:00.000,1202,0,1777,0,0,2848.74,0,7339.01,0,0,10187.75
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00156,RIO HONDO ISD,Educational Institution,Public,1,5,031-911,CAMERON,2,2,2022-06-01T00:00:00.000,4288,0,4750,0,0,10162.56,0,19617.5,0,0,29780.06
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00395,PEARSALL ISD,Educational Institution,Public,20,4,082-903,FRIO,4,4,2022-01-01T00:00:00.000,21191,0,22040,0,0,50222.67,0,91025.2,0,0,141247.87
2021-2022,SUMMERSSOCEREIMBURSEMENTS,04303,LEGACY PREPARATORY CHARTER ACADEMY,Educational Institution,Charter,10,2,057-846,DALLAS,2,2,2022-01-01T00:00:00.000,4888,0,14183,0,0,11584.56,0,58575.79,0,0,70160.35
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06578,"Bloom Academy, Inc.",Educational Institution,Charter,4,3,101-875,HARRIS,1,1,2022-01-01T00:00:00.000,2153,0,2134,0,0,5102.61,0,8813.42,0,0,13916.03
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00209,WELLINGTON ISD,Educational Institution,Public,16,1,044-902,COLLINGSWORTH,3,3,2022-05-01T00:00:00.000,1202,0,3167,0,0,2848.74,0,13079.71,0,0,15928.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00412,SOUTHLAND ISD,Educational Institution,Public,17,1,085-903,GARZA,1,1,2021-12-01T00:00:00.000,1259,0,1110,0,0,2820.16,0,4340.1,0,0,7160.26
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01071,EANES ISD,Educational Institution,Public,13,4,227-909,TRAVIS,6,6,2022-02-01T00:00:00.000,12324,0,26795,0,0,29207.88,0,110663.35,0,0,139871.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00159,SANTA ROSA ISD,Educational Institution,Public,1,5,031-914,CAMERON,3,3,2022-05-01T00:00:00.000,12280,0,12845,0,0,29103.6,0,53049.85,0,0,82153.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00050,TEMPLE ISD,Educational Institution,Public,12,2,014-909,BELL,14,14,2021-12-01T00:00:00.000,36941,0,69615,0,0,82747.84,0,272194.65,0,0,354942.49
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00177,JACKSONVILLE ISD,Educational Institution,Public,7,2,037-904,CHEROKEE,8,8,2022-01-01T00:00:00.000,18127,0,49257,0,0,42960.99,0,203431.41,0,0,246392.4
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00847,MARTINSVILLE ISD,Educational Institution,Public,7,3,174-909,NACOGDOCHES,1,1,2022-02-01T00:00:00.000,2838,0,4171,0,0,6726.06,0,17226.23,0,0,23952.29
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00321,FREER ISD,Educational Institution,Public,2,5,066-903,DUVAL,3,3,2022-06-01T00:00:00.000,3458,0,3638,0,0,8195.46,0,15024.94,0,0,23220.4
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00276,DALLAS ISD,Educational Institution,Public,10,2,057-905,DALLAS,225,0,2021-11-01T00:00:00.000,887340,0,1531920,0,0,1987641.6,0,5989807.2,0,0,7977448.8
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00089,FT SAM HOUSTON ISD,Educational Institution,Public,20,4,015-914,BEXAR,2,2,2022-02-01T00:00:00.000,10415,0,19391,0,0,24683.55,0,80084.83,0,0,104768.38
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00631,PLEMONS-STINNETT-PHILLIPS,Educational Institution,Public,16,1,117-904,HUTCHINSON,3,3,2021-11-01T00:00:00.000,3665,0,3815,0,0,8209.6,0,14916.65,0,0,23126.25
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01137,IOWA PARK CONS ISD,Educational Institution,Public,9,2,243-903,WICHITA,4,4,2022-04-01T00:00:00.000,11387,0,25584,0,0,26987.19,0,105661.92,0,0,132649.11
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01045,MOUNT PLEASANT ISD,Educational Institution,Public,8,2,225-902,TITUS,9,9,2022-03-01T00:00:00.000,29968,0,63464,0,0,71024.16,0,262106.32,0,0,333130.48
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00180,WELLS ISD,Educational Institution,Public,7,2,037-909,CHEROKEE,1,1,2022-02-01T00:00:00.000,1432,0,2719,0,0,3393.84,0,11229.47,0,0,14623.31
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00281,IRVING ISD,Educational Institution,Public,10,2,057-912,DALLAS,36,36,2022-05-01T00:00:00.000,271989,0,420550,0,0,644613.93,0,1736871.5,0,0,2381485.43
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00963,SHEPHERD ISD,Educational Institution,Public,6,3,204-904,SAN JACINTO,6,4,2022-05-01T00:00:00.000,21662,0,29220,0,0,51338.94,0,120678.6,0,0,172017.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00177,JACKSONVILLE ISD,Educational Institution,Public,7,2,037-904,CHEROKEE,8,8,2022-03-01T00:00:00.000,21112,0,58951,0,0,50035.44,0,243467.63,0,0,293503.07
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00120,"DEMOCRATIC SCHOOLS RESEARCH, INC.",Educational Institution,Charter,6,3,021-803,BRAZOS,2,2,2021-10-01T00:00:00.000,2729,0,4146,0,0,6112.96,0,16210.86,0,0,22323.82
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00672,ANSON ISD,Educational Institution,Public,14,1,127-901,JONES,3,3,2022-01-01T00:00:00.000,7242,0,7397,0,0,17163.54,0,30549.61,0,0,47713.15
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06922,Village Tech Schools,Educational Institution,Charter,10,2,057-847,DALLAS,1,1,2021-10-01T00:00:00.000,3653,0,6558,0,0,8182.72,0,25641.78,0,0,33824.5
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00788,RIESEL ISD,Educational Institution,Public,12,2,161-912,MCLENNAN,2,2,2022-01-01T00:00:00.000,3575,0,6985,0,0,8472.75,0,28848.05,0,0,37320.8
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01038,WYLIE ISD-ABILENE,Educational Institution,Public,14,1,221-912,TAYLOR,7,7,2022-05-01T00:00:00.000,19344,0,53149,0,0,45845.28,0,219505.37,0,0,265350.65
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01077,CENTERVILLE ISD,Educational Institution,Public,6,3,228-904,TRINITY,1,1,2022-04-01T00:00:00.000,806,0,1353,0,0,1910.22,0,5587.89,0,0,7498.11
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00234,COPPERAS COVE ISD,Educational Institution,Public,12,2,050-910,CORYELL,11,11,2021-10-01T00:00:00.000,52006,0,84766,0,0,116493.44,0,331435.06,0,0,447928.5
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00870,DRISCOLL ISD,Educational Institution,Public,2,5,178-905,NUECES,1,1,2022-02-01T00:00:00.000,4896,0,4894,0,0,11603.52,0,20212.22,0,0,31815.74
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01112,HUNTSVILLE ISD,Educational Institution,Public,6,3,236-902,WALKER,8,8,2022-04-01T00:00:00.000,46296,0,73710,0,0,109721.52,0,304422.3,0,0,414143.82
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00864,"GULF COAST COUNCIL OF LARAZA, INC.",Educational Institution,Charter,2,5,178-801,NUECES,1,1,2021-11-01T00:00:00.000,2560,0,2607,0,0,5734.4,0,10193.37,0,0,15927.77
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00393,DEW ISD,Educational Institution,Public,12,2,081-906,FREESTONE,1,1,2022-04-01T00:00:00.000,890,0,1557,0,0,2109.3,0,6430.41,0,0,8539.71
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00757,SHALLOWATER ISD,Educational Institution,Public,17,1,152-909,LUBBOCK,4,4,2021-10-01T00:00:00.000,12451,0,21170,0,0,27890.24,0,82774.7,0,0,110664.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00959,WEST SABINE ISD,Educational Institution,Public,7,3,202-905,SABINE,2,2,2021-11-01T00:00:00.000,4688,0,6692,0,0,10501.12,0,26165.72,0,0,36666.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00246,LUMIN EDUCATION,Educational Institution,Charter,10,2,057-805,DALLAS,1,1,2021-12-01T00:00:00.000,1247,0,0,0,0,2793.28,0,0,0,0,2793.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01105,WILLS POINT ISD,Educational Institution,Public,10,2,234-907,VAN ZANDT,5,5,2021-12-01T00:00:00.000,12143,0,24470,0,0,27200.32,0,95677.7,0,0,122878.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,4,4,2022-05-01T00:00:00.000,13172,0,22960,0,0,31217.64,0,94824.8,0,0,126042.44
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00754,LUBBOCK-COOPER ISD,Educational Institution,Public,17,1,152-906,LUBBOCK,9,9,2022-01-01T00:00:00.000,23362,0,74731,0,0,55367.94,0,308639.03,0,0,364006.97
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01308,LITTLE FLOWER SCHOOL,Private Non Profit Organization,Private,20,4,015-,BEXAR,1,1,2021-11-01T00:00:00.000,539,0,1020,0,0,1207.36,0,3988.2,0,0,5195.56
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00274,CARROLLTON-FARMERS BRANCH,Educational Institution,Public,10,2,057-903,DALLAS,37,37,2022-05-01T00:00:00.000,83454,0,283444,0,0,197785.98,0,1170623.72,0,0,1368409.7
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00946,BALLINGER ISD,Educational Institution,Public,15,1,200-901,RUNNELS,3,3,2022-01-01T00:00:00.000,6884,0,8897,0,0,16315.08,0,36744.61,0,0,53059.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00292,WALCOTT ISD,Educational Institution,Public,16,1,059-902,DEAF SMITH,1,1,2021-11-01T00:00:00.000,690,0,1018,0,0,1545.6,0,3980.38,0,0,5525.98
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00652,PORT ARTHUR ISD,Educational Institution,Public,5,3,123-907,JEFFERSON,14,14,2022-04-01T00:00:00.000,60225,0,120948,0,0,142733.25,0,499515.24,0,0,642248.49
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00787,MOODY ISD,Educational Institution,Public,12,2,161-910,MCLENNAN,4,4,2022-04-01T00:00:00.000,9204,0,10755,0,0,21813.48,0,44418.15,0,0,66231.63
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00417,GONZALES ISD,Educational Institution,Public,13,3,089-901,GONZALES,5,5,2022-02-01T00:00:00.000,16312,0,26327,0,0,38659.44,0,108730.51,0,0,147389.95
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00641,BUNA ISD,Educational Institution,Public,5,3,121-903,JASPER,3,3,2022-03-01T00:00:00.000,10671,0,16278,0,0,25290.27,0,67228.14,0,0,92518.41
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00198,FARMERSVILLE ISD,Educational Institution,Public,10,2,043-904,COLLIN,4,4,2021-10-01T00:00:00.000,10705,0,23738,0,0,23979.2,0,92815.58,0,0,116794.78
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01125,BOLING ISD,Educational Institution,Public,3,3,241-901,WHARTON,3,3,2022-04-01T00:00:00.000,8034,0,10962,0,0,19040.58,0,45273.06,0,0,64313.64
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00030,MEDINA ISD,Educational Institution,Public,20,4,010-901,BANDERA,1,1,2021-11-01T00:00:00.000,1022,0,1460,0,0,2289.28,0,5708.6,0,0,7997.88
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00184,PETROLIA ISD,Educational Institution,Public,9,2,039-903,CLAY,2,2,2022-03-01T00:00:00.000,4511,0,4738,0,0,10691.07,0,19567.94,0,0,30259.01
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00221,PAINT ROCK ISD,Educational Institution,Public,15,4,048-903,CONCHO,1,1,2022-03-01T00:00:00.000,2097,0,2843,0,0,4969.89,0,11741.59,0,0,16711.48
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00083,SOUTH SAN ANTONIO ISD,Educational Institution,Public,20,4,015-908,BEXAR,16,16,2022-05-01T00:00:00.000,76656,0,109966,0,0,181674.72,0,454159.58,0,0,635834.3
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00196,ANNA ISD,Educational Institution,Public,10,2,043-902,COLLIN,6,6,2022-05-01T00:00:00.000,27481,0,56107,0,0,65129.97,0,231721.91,0,0,296851.88
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01029,CASTLEBERRY ISD,Educational Institution,Public,11,2,220-917,TARRANT,5,5,2022-01-01T00:00:00.000,28505,0,50407,0,0,67556.85,0,208180.91,0,0,275737.76
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00292,WALCOTT ISD,Educational Institution,Public,16,1,059-902,DEAF SMITH,1,1,2022-01-01T00:00:00.000,643,0,1054,0,0,1523.91,0,4353.02,0,0,5876.93
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00270,CityScape Schools Inc.,Educational Institution,Charter,10,2,057-841,DALLAS,2,2,2022-05-01T00:00:00.000,17316,0,19852,0,0,41038.92,0,81988.76,0,0,123027.68
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00160,SOUTH TEXAS ISD,Educational Institution,Public,1,5,031-916,CAMERON,5,5,2022-06-01T00:00:00.000,3173,0,5272,0,0,7520.01,0,21773.36,0,0,29293.37
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00818,PRIDDY ISD,Educational Institution,Public,12,2,167-904,MILLS,1,1,2022-05-01T00:00:00.000,1121,0,1321,0,0,2656.77,0,5455.73,0,0,8112.5
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01659,LEADERSHIP EDUCATION FOUNDATION,Educational Institution,Charter,6,3,021-805,BRAZOS,4,3,2021-10-01T00:00:00.000,4550,0,8083,0,0,10192,0,31604.53,0,0,41796.53
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00691,CENTER POINT ISD,Educational Institution,Public,20,4,133-901,KERR,3,3,2022-05-01T00:00:00.000,2583,0,6488,0,0,6121.71,0,26795.44,0,0,32917.15
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,6,6,2021-11-01T00:00:00.000,41155,0,42970,0,0,92187.2,0,168012.7,0,0,260199.9
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00693,KERRVILLE ISD,Educational Institution,Public,20,4,133-903,KERR,9,9,2021-12-01T00:00:00.000,15850,0,36420,0,0,35504,0,142402.2,0,0,177906.2
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00907,FRIONA ISD,Educational Institution,Public,16,1,185-903,PARMER,4,4,2022-01-01T00:00:00.000,13818,0,16614,0,0,32748.66,0,68615.82,0,0,101364.48
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00604,COMO-PICKTON ISD,Educational Institution,Public,8,2,112-908,HOPKINS,1,1,2022-03-01T00:00:00.000,6664,0,8531,0,0,15793.68,0,35233.03,0,0,51026.71
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01051,SAN ANGELO ISD,Educational Institution,Public,15,4,226-903,TOM GREEN,24,24,2022-05-01T00:00:00.000,105637,0,135154,0,0,250359.69,0,558186.02,0,0,808545.71
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00494,SOUTHWEST SCHOOLS,Educational Institution,Charter,4,3,101-838,HARRIS,4,4,2022-04-01T00:00:00.000,11656,0,18694,0,0,27624.72,0,77206.22,0,0,104830.94
