programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00333,FERRIS ISD,Educational Institution,School Food Authority,10,2,070-905,ELLIS,2,2,0,2020-05-01T00:00:00.000,8093,0,8093,0,0,17480.8800,0.0000,30429.6800,0.0000,0.0000,4916.5000,52827.0600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00333,FERRIS ISD,Educational Institution,School Food Authority,10,2,070-905,ELLIS,1,1,0,2020-06-01T00:00:00.000,2301,0,2301,0,0,4970.1600,0.0000,8651.7600,0.0000,0.0000,1397.8600,15019.7800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00336,MILFORD ISD,Educational Institution,School Food Authority,10,2,070-909,ELLIS,1,1,0,2020-03-01T00:00:00.000,265,0,341,0,0,572.4000,0.0000,1282.1600,0.0000,0.0000,190.8200,2045.3800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00336,MILFORD ISD,Educational Institution,School Food Authority,10,2,070-909,ELLIS,1,1,0,2020-04-01T00:00:00.000,687,0,687,0,0,1483.9200,0.0000,2583.1200,0.0000,0.0000,417.3600,4484.4000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00336,MILFORD ISD,Educational Institution,School Food Authority,10,2,070-909,ELLIS,1,1,0,2020-05-01T00:00:00.000,367,0,367,0,0,792.7200,0.0000,1379.9200,0.0000,0.0000,222.9600,2395.6000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00336,MILFORD ISD,Educational Institution,School Food Authority,10,2,070-909,ELLIS,1,1,0,2020-06-01T00:00:00.000,0,0,112,0,0,0.0000,0.0000,421.1200,0.0000,0.0000,43.9600,465.0800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00338,RED OAK ISD,Educational Institution,School Food Authority,10,2,070-911,ELLIS,3,3,0,2020-03-01T00:00:00.000,5765,0,5765,0,0,12452.4000,0.0000,21676.4000,0.0000,0.0000,3502.2400,37631.0400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00338,RED OAK ISD,Educational Institution,School Food Authority,10,2,070-911,ELLIS,3,3,0,2020-04-01T00:00:00.000,20781,0,20781,0,0,44886.9600,0.0000,78136.5600,0.0000,0.0000,12624.4600,135647.9800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00338,RED OAK ISD,Educational Institution,School Food Authority,10,2,070-911,ELLIS,3,3,0,2020-05-01T00:00:00.000,21187,0,20972,0,0,45763.9200,0.0000,78854.7200,0.0000,0.0000,12786.7200,137405.3600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00338,RED OAK ISD,Educational Institution,School Food Authority,10,2,070-911,ELLIS,3,3,0,2020-06-01T00:00:00.000,13269,0,13142,0,0,28661.0400,0.0000,49413.9200,0.0000,0.0000,8011.0800,86086.0400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00338,RED OAK ISD,Educational Institution,School Food Authority,10,2,070-911,ELLIS,3,3,0,2020-07-01T00:00:00.000,9051,0,9442,0,0,19550.1600,0.0000,35501.9200,0.0000,0.0000,5651.9600,60704.0400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00338,RED OAK ISD,Educational Institution,School Food Authority,10,2,070-911,ELLIS,3,3,0,2020-08-01T00:00:00.000,782,0,782,0,0,1689.1200,0.0000,2940.3200,0.0000,0.0000,475.0700,5104.5100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00347,FABENS ISD,Educational Institution,School Food Authority,19,1,071-903,EL PASO,2,2,0,2020-03-01T00:00:00.000,3032,0,4000,0,0,6549.1200,0.0000,15040.0000,0.0000,0.0000,2221.8800,23811.0000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00347,FABENS ISD,Educational Institution,School Food Authority,19,1,071-903,EL PASO,3,3,0,2020-04-01T00:00:00.000,12048,0,12048,0,0,26023.6800,0.0000,45300.4800,0.0000,0.0000,7319.1600,78643.3200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00347,FABENS ISD,Educational Institution,School Food Authority,19,1,071-903,EL PASO,3,3,0,2020-05-01T00:00:00.000,8723,0,8723,0,0,18841.6800,0.0000,32798.4800,0.0000,0.0000,5299.2300,56939.3900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00347,FABENS ISD,Educational Institution,School Food Authority,19,1,071-903,EL PASO,4,4,0,2020-06-01T00:00:00.000,7534,0,7534,0,0,16273.4400,0.0000,28327.8400,0.0000,0.0000,4576.9100,49178.1900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00347,FABENS ISD,Educational Institution,School Food Authority,19,1,071-903,EL PASO,3,3,0,2020-07-01T00:00:00.000,4346,0,4370,0,0,9387.3600,0.0000,16431.2000,0.0000,0.0000,2649.6200,28468.1800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,1,1,0,2020-03-01T00:00:00.000,3891,0,6171,0,0,8404.5600,0.0000,23202.9600,0.0000,0.0000,3258.6900,34866.2100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,1,1,0,2020-04-01T00:00:00.000,22032,0,22032,0,0,47589.1200,0.0000,82840.3200,0.0000,0.0000,13384.4400,143813.8800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,1,1,0,2020-05-01T00:00:00.000,23957,0,23957,0,0,51747.1200,0.0000,90078.3200,0.0000,0.0000,14553.8800,156379.3200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,1,1,0,2020-06-01T00:00:00.000,20369,0,20369,0,0,43997.0400,0.0000,76587.4400,0.0000,0.0000,12374.1700,132958.6500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,1,1,0,2020-07-01T00:00:00.000,12286,0,12286,0,0,26537.7600,0.0000,46195.3600,0.0000,0.0000,7463.7500,80196.8700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00348,SAN ELIZARIO ISD,Educational Institution,School Food Authority,19,1,071-904,EL PASO,12,6,6,2020-09-01T00:00:00.000,23328,0,23380,0,0,50388.4800,0.0000,87908.8000,0.0000,0.0000,14192.1700,152489.4500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,18,18,0,2020-03-01T00:00:00.000,41019,0,41019,0,0,88601.0400,0.0000,154231.4400,0.0000,0.0000,24919.0500,267751.5300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,19,19,0,2020-04-01T00:00:00.000,169458,0,169458,0,0,366029.2800,0.0000,637162.0800,0.0000,0.0000,102945.7400,1106137.1000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,18,18,0,2020-05-01T00:00:00.000,154207,0,154207,0,0,333087.1200,0.0000,579818.3200,0.0000,0.0000,93680.7600,1006586.2000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,16,16,0,2020-06-01T00:00:00.000,84019,0,84019,0,0,181481.0400,0.0000,315911.4400,0.0000,0.0000,51041.5500,548434.0300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,7,7,0,2020-07-01T00:00:00.000,32118,0,32118,0,0,69374.8800,0.0000,120763.6800,0.0000,0.0000,19511.6900,209650.2500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,7,7,0,2020-08-01T00:00:00.000,17006,0,17006,0,0,36732.9600,0.0000,63942.5600,0.0000,0.0000,10331.1500,111006.6700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,54,54,0,2020-09-01T00:00:00.000,107913,0,108784,0,0,233092.0800,0.0000,409027.8400,0.0000,0.0000,65899.0200,708018.9400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00350,ANTHONY ISD,Educational Institution,School Food Authority,19,1,071-906,EL PASO,3,3,0,2020-03-01T00:00:00.000,3660,0,3660,0,0,7905.6000,0.0000,13761.6000,0.0000,0.0000,2223.4500,23890.6500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00350,ANTHONY ISD,Educational Institution,School Food Authority,19,1,071-906,EL PASO,3,3,0,2020-04-01T00:00:00.000,19062,0,19062,0,0,41173.9200,0.0000,71673.1200,0.0000,0.0000,11580.1700,124427.2100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00350,ANTHONY ISD,Educational Institution,School Food Authority,19,1,071-906,EL PASO,3,3,0,2020-05-01T00:00:00.000,15022,0,15022,0,0,32447.5200,0.0000,56482.7200,0.0000,0.0000,9125.8700,98056.1100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00350,ANTHONY ISD,Educational Institution,School Food Authority,19,1,071-906,EL PASO,3,3,0,2020-06-01T00:00:00.000,12992,0,12992,0,0,28062.7200,0.0000,48849.9200,0.0000,0.0000,7892.6400,84805.2800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00350,ANTHONY ISD,Educational Institution,School Food Authority,19,1,071-906,EL PASO,3,3,0,2020-07-01T00:00:00.000,9160,0,9160,0,0,19785.6000,0.0000,34441.6000,0.0000,0.0000,5564.7000,59791.9000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00352,TORNILLO ISD,Educational Institution,School Food Authority,19,1,071-908,EL PASO,1,1,0,2020-03-01T00:00:00.000,1953,0,1953,0,0,4218.4800,0.0000,7343.2800,0.0000,0.0000,1186.4500,12748.2100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00352,TORNILLO ISD,Educational Institution,School Food Authority,19,1,071-908,EL PASO,1,1,0,2020-04-01T00:00:00.000,5803,0,5803,0,0,12534.4800,0.0000,21819.2800,0.0000,0.0000,3525.3300,37879.0900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00352,TORNILLO ISD,Educational Institution,School Food Authority,19,1,071-908,EL PASO,1,1,0,2020-05-01T00:00:00.000,8137,0,8137,0,0,17575.9200,0.0000,30595.1200,0.0000,0.0000,4943.2300,53114.2700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00352,TORNILLO ISD,Educational Institution,School Food Authority,19,1,071-908,EL PASO,1,1,0,2020-06-01T00:00:00.000,8275,0,8275,0,0,17874.0000,0.0000,31114.0000,0.0000,0.0000,5027.0700,54015.0700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00352,TORNILLO ISD,Educational Institution,School Food Authority,19,1,071-908,EL PASO,1,1,0,2020-09-01T00:00:00.000,4531,0,6960,0,0,9786.9600,0.0000,26169.6000,0.0000,0.0000,3705.9700,39662.5300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00356,DUBLIN ISD,Educational Institution,School Food Authority,11,2,072-902,ERATH,1,1,0,2020-03-01T00:00:00.000,2773,0,3163,0,0,5989.6800,0.0000,11892.8800,0.0000,0.0000,1837.6800,19720.2400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00356,DUBLIN ISD,Educational Institution,School Food Authority,11,2,072-902,ERATH,1,1,0,2020-04-01T00:00:00.000,10612,0,10612,0,0,22921.9200,0.0000,39901.1200,0.0000,0.0000,6446.7900,69269.8300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00356,DUBLIN ISD,Educational Institution,School Food Authority,11,2,072-902,ERATH,1,1,0,2020-05-01T00:00:00.000,9230,0,9230,0,0,19936.8000,0.0000,34704.8000,0.0000,0.0000,5607.2300,60248.8300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00356,DUBLIN ISD,Educational Institution,School Food Authority,11,2,072-902,ERATH,1,1,0,2020-06-01T00:00:00.000,9509,0,9509,0,0,20539.4400,0.0000,35753.8400,0.0000,0.0000,5776.7200,62070.0000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00356,DUBLIN ISD,Educational Institution,School Food Authority,11,2,072-902,ERATH,4,1,3,2020-09-01T00:00:00.000,4173,0,7524,0,0,9013.6800,0.0000,28290.2400,0.0000,0.0000,3850.3700,41154.2900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00369,HONEY GROVE ISD,Educational Institution,School Food Authority,8,2,074-907,FANNIN,2,2,0,2020-05-01T00:00:00.000,223,0,223,0,0,481.6800,0.0000,838.4800,0.0000,0.0000,135.4800,1455.6400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00369,HONEY GROVE ISD,Educational Institution,School Food Authority,8,2,074-907,FANNIN,2,2,0,2020-06-01T00:00:00.000,1113,0,1113,0,0,2404.0800,0.0000,4184.8800,0.0000,0.0000,676.1500,7265.1100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00381,FLOYDADA ISD,Educational Institution,School Food Authority,17,1,077-901,FLOYD,1,1,0,2020-03-01T00:00:00.000,3236,0,3236,0,0,6989.7600,0.0000,12167.3600,0.0000,0.0000,1965.8700,21122.9900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00381,FLOYDADA ISD,Educational Institution,School Food Authority,17,1,077-901,FLOYD,9,9,0,2020-04-01T00:00:00.000,13244,0,13244,0,0,28607.0400,0.0000,49797.4400,0.0000,0.0000,8045.7300,86450.2100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00381,FLOYDADA ISD,Educational Institution,School Food Authority,17,1,077-901,FLOYD,9,9,0,2020-05-01T00:00:00.000,8428,0,8428,0,0,18204.4800,0.0000,31689.2800,0.0000,0.0000,5120.0100,55013.7700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00381,FLOYDADA ISD,Educational Institution,School Food Authority,17,1,077-901,FLOYD,1,1,0,2020-06-01T00:00:00.000,0,0,3253,0,0,0.0000,0.0000,12231.2800,0.0000,0.0000,1276.8000,13508.0800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00381,FLOYDADA ISD,Educational Institution,School Food Authority,17,1,077-901,FLOYD,1,1,0,2020-07-01T00:00:00.000,0,0,2449,0,0,0.0000,0.0000,9208.2400,0.0000,0.0000,961.2300,10169.4700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00383,CROWELL ISD,Educational Institution,School Food Authority,9,2,078-901,FOARD,3,3,0,2020-03-01T00:00:00.000,566,0,566,0,0,1222.5600,0.0000,2128.1600,0.0000,0.0000,343.8500,3694.5700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00383,CROWELL ISD,Educational Institution,School Food Authority,9,2,078-901,FOARD,3,3,0,2020-04-01T00:00:00.000,2293,0,2293,0,0,4952.8800,0.0000,8621.6800,0.0000,0.0000,1393.0000,14967.5600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00383,CROWELL ISD,Educational Institution,School Food Authority,9,2,078-901,FOARD,3,3,0,2020-05-01T00:00:00.000,1938,0,1938,0,0,4186.0800,0.0000,7286.8800,0.0000,0.0000,1177.3400,12650.3000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00383,CROWELL ISD,Educational Institution,School Food Authority,9,2,078-901,FOARD,3,3,0,2020-06-01T00:00:00.000,1694,0,1730,0,0,3659.0400,0.0000,6504.8000,0.0000,0.0000,1043.2400,11207.0800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00383,CROWELL ISD,Educational Institution,School Food Authority,9,2,078-901,FOARD,3,3,0,2020-07-01T00:00:00.000,1676,0,1704,0,0,3620.1600,0.0000,6407.0400,0.0000,0.0000,1029.1600,11056.3600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00394,DILLEY ISD,Educational Institution,School Food Authority,20,4,082-902,FRIO,1,1,0,2020-03-01T00:00:00.000,4457,0,4457,0,0,9627.1200,0.0000,16758.3200,0.0000,0.0000,2707.6300,29093.0700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00394,DILLEY ISD,Educational Institution,School Food Authority,20,4,082-902,FRIO,1,1,0,2020-04-01T00:00:00.000,7703,0,7703,0,0,16638.4800,0.0000,28963.2800,0.0000,0.0000,4679.5800,50281.3400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00394,DILLEY ISD,Educational Institution,School Food Authority,20,4,082-902,FRIO,1,1,0,2020-05-01T00:00:00.000,9562,0,9562,0,0,20653.9200,0.0000,35953.1200,0.0000,0.0000,5808.9200,62415.9600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00394,DILLEY ISD,Educational Institution,School Food Authority,20,4,082-902,FRIO,1,1,0,2020-06-01T00:00:00.000,6557,0,6631,0,0,14163.1200,0.0000,24932.5600,0.0000,0.0000,4012.4300,43108.1100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00394,DILLEY ISD,Educational Institution,School Food Authority,20,4,082-902,FRIO,1,1,0,2020-07-01T00:00:00.000,2675,0,2675,0,0,5778.0000,0.0000,10058.0000,0.0000,0.0000,1625.0700,17461.0700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00395,PEARSALL ISD,Educational Institution,School Food Authority,20,4,082-903,FRIO,5,5,0,2020-03-01T00:00:00.000,15090,0,15090,0,0,32594.4000,0.0000,56738.4000,0.0000,0.0000,9167.1800,98499.9800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00395,PEARSALL ISD,Educational Institution,School Food Authority,20,4,082-903,FRIO,5,5,0,2020-04-01T00:00:00.000,26927,0,26927,0,0,58162.3200,0.0000,101245.5200,0.0000,0.0000,16358.1600,175766.0000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00395,PEARSALL ISD,Educational Institution,School Food Authority,20,4,082-903,FRIO,5,5,0,2020-05-01T00:00:00.000,25265,0,25265,0,0,54572.4000,0.0000,94996.4000,0.0000,0.0000,15348.4900,164917.2900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00395,PEARSALL ISD,Educational Institution,School Food Authority,20,4,082-903,FRIO,2,2,0,2020-06-01T00:00:00.000,13315,0,13315,0,0,28760.4000,0.0000,50064.4000,0.0000,0.0000,8088.8700,86913.6700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,5,5,0,2020-03-01T00:00:00.000,11497,0,11502,0,0,24833.5200,0.0000,43247.5200,0.0000,0.0000,6986.4000,75067.4400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,5,5,0,2020-04-01T00:00:00.000,25845,0,25854,0,0,55825.2000,0.0000,97211.0400,0.0000,0.0000,15704.3800,168740.6200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,5,5,0,2020-05-01T00:00:00.000,19764,0,19773,0,0,42690.2400,0.0000,74346.4800,0.0000,0.0000,12010.1600,129046.8800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,4,4,0,2020-06-01T00:00:00.000,11562,0,11295,0,0,24973.9200,0.0000,42469.2000,0.0000,0.0000,6919.1200,74362.2400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,5,5,0,2020-07-01T00:00:00.000,10538,0,10409,0,0,22762.0800,0.0000,39137.8400,0.0000,0.0000,6351.2000,68251.1200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,1,1,0,2020-08-01T00:00:00.000,1033,0,1040,0,0,2231.2800,0.0000,3910.4000,0.0000,0.0000,630.3000,6771.9800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,15,3,12,2020-09-01T00:00:00.000,18349,0,23624,0,0,39633.8400,0.0000,88826.2400,0.0000,0.0000,13217.4600,141677.5400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00411,POST ISD,Educational Institution,School Food Authority,17,1,085-902,GARZA,1,1,0,2020-06-01T00:00:00.000,1575,0,1575,0,0,3402.0000,0.0000,5922.0000,0.0000,0.0000,956.8200,10280.8200
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00413,FREDERICKSBURG ISD,Educational Institution,School Food Authority,13,4,086-901,GILLESPIE,2,2,0,2020-03-01T00:00:00.000,1537,0,3226,0,0,3319.9200,0.0000,12129.7600,0.0000,0.0000,1596.6700,17046.3500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00413,FREDERICKSBURG ISD,Educational Institution,School Food Authority,13,4,086-901,GILLESPIE,4,4,0,2020-04-01T00:00:00.000,11046,0,11046,0,0,23859.3600,0.0000,41532.9600,0.0000,0.0000,6710.4500,72102.7700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00413,FREDERICKSBURG ISD,Educational Institution,School Food Authority,13,4,086-901,GILLESPIE,4,4,0,2020-05-01T00:00:00.000,12363,0,12363,0,0,26704.0800,0.0000,46484.8800,0.0000,0.0000,7510.5300,80699.4900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00413,FREDERICKSBURG ISD,Educational Institution,School Food Authority,13,4,086-901,GILLESPIE,2,2,0,2020-06-01T00:00:00.000,5302,0,5302,0,0,11452.3200,0.0000,19935.5200,0.0000,0.0000,3220.9700,34608.8100
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00418,NIXON-SMILEY CONS ISD,Educational Institution,School Food Authority,13,3,089-903,GONZALES,1,1,0,2020-03-01T00:00:00.000,5658,0,6512,0,0,12221.2800,0.0000,24485.1200,0.0000,0.0000,3772.4300,40478.8300
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00418,NIXON-SMILEY CONS ISD,Educational Institution,School Food Authority,13,3,089-903,GONZALES,1,1,0,2020-04-01T00:00:00.000,16303,0,16984,0,0,35214.4800,0.0000,63859.8400,0.0000,0.0000,10171.3700,109245.6900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00418,NIXON-SMILEY CONS ISD,Educational Institution,School Food Authority,13,3,089-903,GONZALES,1,1,0,2020-05-01T00:00:00.000,8097,0,8434,0,0,17489.5200,0.0000,31711.8400,0.0000,0.0000,5051.2100,54252.5700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00418,NIXON-SMILEY CONS ISD,Educational Institution,School Food Authority,13,3,089-903,GONZALES,1,1,0,2020-06-01T00:00:00.000,1498,0,2989,0,0,3235.6800,0.0000,11238.6400,0.0000,0.0000,1495.2500,15969.5700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00418,NIXON-SMILEY CONS ISD,Educational Institution,School Food Authority,13,3,089-903,GONZALES,1,1,0,2020-07-01T00:00:00.000,473,0,747,0,0,1021.6800,0.0000,2808.7200,0.0000,0.0000,394.9000,4225.3000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00418,NIXON-SMILEY CONS ISD,Educational Institution,School Food Authority,13,3,089-903,GONZALES,1,1,0,2020-08-01T00:00:00.000,7908,0,8506,0,0,17081.2800,0.0000,31982.5600,0.0000,0.0000,5038.8300,54102.6700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,School Food Authority,10,2,091-903,GRAYSON,14,14,0,2020-03-01T00:00:00.000,13846,0,13638,0,0,29907.3600,0.0000,51278.8800,0.0000,0.0000,8243.6000,89429.8400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,School Food Authority,10,2,091-903,GRAYSON,17,17,0,2020-04-01T00:00:00.000,27785,0,27823,0,0,60015.6000,0.0000,104614.4800,0.0000,0.0000,16700.9900,181331.0700
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,School Food Authority,10,2,091-903,GRAYSON,18,18,0,2020-05-01T00:00:00.000,23363,0,23353,0,0,50464.0800,0.0000,87807.2800,0.0000,0.0000,14070.7400,152342.1000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,School Food Authority,10,2,091-903,GRAYSON,16,16,0,2020-06-01T00:00:00.000,20304,0,20304,0,0,43856.6400,0.0000,76343.0400,0.0000,0.0000,12334.6800,132534.3600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,School Food Authority,10,2,091-903,GRAYSON,18,18,0,2020-07-01T00:00:00.000,19690,0,19743,0,0,42530.4000,0.0000,74233.6800,0.0000,0.0000,11982.4800,128746.5600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,School Food Authority,10,2,091-903,GRAYSON,18,18,0,2020-08-01T00:00:00.000,2549,0,2549,0,0,5505.8400,0.0000,9584.2400,0.0000,0.0000,1548.5200,16638.6000
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00426,DENISON ISD,Educational Institution,School Food Authority,10,2,091-903,GRAYSON,10,2,8,2020-09-01T00:00:00.000,23698,0,31823,0,0,51187.6800,0.0000,119654.4800,0.0000,0.0000,17585.6000,188427.7600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,16,16,0,2020-03-01T00:00:00.000,15605,0,20960,0,0,33706.8000,0.0000,78809.6000,0.0000,0.0000,11581.8800,124098.2800
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,16,16,0,2020-04-01T00:00:00.000,49311,0,49311,0,0,106511.7600,0.0000,185409.3600,0.0000,0.0000,29956.4400,321877.5600
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,16,16,0,2020-05-01T00:00:00.000,36385,0,36385,0,0,78591.6000,0.0000,136807.6000,0.0000,0.0000,22103.8900,237503.0900
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,17,16,1,2020-06-01T00:00:00.000,26372,0,27058,0,0,56963.5200,0.0000,101738.0800,0.0000,0.0000,16290.2500,174991.8500
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,16,16,0,2020-07-01T00:00:00.000,24153,0,25685,0,0,52170.4800,0.0000,96575.6000,0.0000,0.0000,15274.2600,164020.3400
2019-2020,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,16,16,0,2020-08-01T00:00:00.000,24291,0,24825,0,0,52468.5600,0.0000,93342.0000,0.0000,0.0000,14966.3800,160776.9400
