odprecid,programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
05327_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05327,"PRESERVATION OF LIFE, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,19,0,19,2024-06-01T00:00:00.000,14096,0,15359,0,0,38200.16,0.0,72494.48,0.0,0.0,11334.99,122029.63
05327_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05327,"PRESERVATION OF LIFE, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,19,0,19,2024-07-01T00:00:00.000,19228,0,20108,0,0,52107.88,0.0,94909.76,0.0,0.0,15046.68,162064.32
05327_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05327,"PRESERVATION OF LIFE, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,19,0,19,2024-08-01T00:00:00.000,7636,0,8033,0,0,20693.56,0.0,37915.76,0.0,0.0,5998.88,64608.2
05361_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05361,ITALY ISD,Educational Institution,School Food Authority,10,3,070-907,ELLIS,1,0,1,2024-05-01T00:00:00.000,80,0,122,0,0,216.8,0.0,575.84,0.0,0.0,81.49,874.13
05361_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05361,ITALY ISD,Educational Institution,School Food Authority,10,3,070-907,ELLIS,1,0,1,2024-06-01T00:00:00.000,368,0,518,0,0,997.28,0.0,2444.96,0.0,0.0,353.56,3795.8
05451_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05451,"Boys Club of Pharr, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,108-,HIDALGO,4,0,4,2024-06-01T00:00:00.000,6004,0,7853,0,0,16270.84,0.0,37066.16,0.0,0.0,5473.67,58810.67
05451_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05451,"Boys Club of Pharr, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,108-,HIDALGO,4,0,4,2024-07-01T00:00:00.000,7884,0,10613,0,0,21365.64,0.0,50093.36,0.0,0.0,7335.87,78794.87
05451_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05451,"Boys Club of Pharr, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,108-,HIDALGO,4,0,4,2024-08-01T00:00:00.000,3169,0,4168,0,0,8587.99,0.0,19672.96,0.0,0.0,2900.45,31161.4
05591_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05591,Full Filled Project Inc,Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,12,0,12,2024-05-01T00:00:00.000,1411,0,1811,51,0,3823.81,0.0,8547.92,56.1,0.0,1276.25,13704.08
05591_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05591,Full Filled Project Inc,Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,42,0,42,2024-06-01T00:00:00.000,17585,0,29929,9325,0,47655.35,0.0,141264.88,10257.5,0.0,20702.9,219880.63
05591_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05591,Full Filled Project Inc,Private Non Profit Organization,Private Nonprofit,10,2,,COLLIN,41,0,41,2024-07-01T00:00:00.000,18025,0,32319,10722,0,48847.75,0.0,152545.68,11794.2,0.0,22186.27,235373.9
05656_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05656,"Kidz Grub, Inc.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,2,0,2,2024-05-01T00:00:00.000,0,0,860,0,0,0.0,0.0,4059.2,0.0,0.0,423.55,4482.75
05656_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05656,"Kidz Grub, Inc.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,13,0,13,2024-06-01T00:00:00.000,0,0,11435,0,0,0.0,0.0,53973.2,0.0,0.0,5631.74,59604.94
05656_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05656,"Kidz Grub, Inc.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,15,0,15,2024-07-01T00:00:00.000,0,0,16672,0,0,0.0,0.0,78691.84,0.0,0.0,8210.96,86902.8
05656_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,05656,"Kidz Grub, Inc.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,15,0,15,2024-08-01T00:00:00.000,0,0,5652,0,0,0.0,0.0,26677.44,0.0,0.0,2783.61,29461.05
06082_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06082,"STEPS TO EXCELLENCE, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,3,0,3,2024-06-01T00:00:00.000,0,0,1117,0,0,0.0,0.0,5272.24,0.0,0.0,550.12,5822.36
06082_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06082,"STEPS TO EXCELLENCE, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,3,0,3,2024-07-01T00:00:00.000,0,0,843,0,0,0.0,0.0,3978.96,0.0,0.0,415.18,4394.14
06083_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06083,"""With Helping Hands"" serving nutritious meals",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,10,0,10,2024-05-01T00:00:00.000,0,0,132,0,358,0.0,0.0,623.04,0.0,1689.76,241.33,2554.13
06083_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06083,"""With Helping Hands"" serving nutritious meals",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,53,0,53,2024-06-01T00:00:00.000,660,0,22923,0,9694,1788.6,0.0,108196.56,0.0,45755.68,16240.43,171981.27
06083_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06083,"""With Helping Hands"" serving nutritious meals",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,49,0,49,2024-07-01T00:00:00.000,0,0,30720,0,9161,0.0,0.0,144998.4,0.0,43239.92,19641.39,207879.71
06083_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06083,"""With Helping Hands"" serving nutritious meals",Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,49,0,49,2024-08-01T00:00:00.000,0,0,7902,0,3834,0.0,0.0,37297.44,0.0,18096.48,5779.99,61173.91
06308_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06308,OIMZION International Global Ministries & Missions,Private Non Profit Organization,Private Nonprofit,17,1,,HALE,3,0,3,2024-06-01T00:00:00.000,0,0,160,0,400,0.0,0.0,755.2,0.0,1888.0,275.8,2919.0
06308_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06308,OIMZION International Global Ministries & Missions,Private Non Profit Organization,Private Nonprofit,17,1,,HALE,3,0,3,2024-07-01T00:00:00.000,0,0,208,0,355,0.0,0.0,981.76,0.0,1675.6,277.28,2934.64
06308_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06308,OIMZION International Global Ministries & Missions,Private Non Profit Organization,Private Nonprofit,17,1,,HALE,3,0,3,2024-08-01T00:00:00.000,0,0,50,0,85,0.0,0.0,236.0,0.0,401.2,66.49,703.69
06317_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06317,KIDS GRAB ON THE GO,Private Non Profit Organization,Private Nonprofit,10,2,,DAWSON,13,0,13,2024-05-01T00:00:00.000,3879,0,3925,0,0,10512.09,0.0,18526.0,0.0,0.0,2970.69,32008.78
06317_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06317,KIDS GRAB ON THE GO,Private Non Profit Organization,Private Nonprofit,10,2,,DAWSON,13,0,13,2024-06-01T00:00:00.000,15969,0,16149,0,0,43275.99,0.0,76223.28,0.0,0.0,12225.09,131724.36
06317_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06317,KIDS GRAB ON THE GO,Private Non Profit Organization,Private Nonprofit,10,2,,DAWSON,13,0,13,2024-07-01T00:00:00.000,18705,0,18735,0,0,50690.55,0.0,88429.2,0.0,0.0,14230.58,153350.33
06317_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06317,KIDS GRAB ON THE GO,Private Non Profit Organization,Private Nonprofit,10,2,,DAWSON,13,0,13,2024-08-01T00:00:00.000,5738,0,5760,0,0,15549.98,0.0,27187.2,0.0,0.0,4371.72,47108.9
06458_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06458,Boys & Girls Clubs in Texas,Private Non Profit Organization,Private Nonprofit,13,4,,TRAVIS,8,0,8,2024-05-01T00:00:00.000,714,0,1484,493,0,1934.94,0.0,7004.48,542.3,0.0,969.31,10451.03
06458_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06458,Boys & Girls Clubs in Texas,Private Non Profit Organization,Private Nonprofit,13,4,,TRAVIS,28,0,28,2024-06-01T00:00:00.000,17628,0,33609,16464,0,47771.88,0.0,158634.48,18110.4,0.0,20826.22,245342.98
06458_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06458,Boys & Girls Clubs in Texas,Private Non Profit Organization,Private Nonprofit,13,4,,TRAVIS,29,0,29,2024-07-01T00:00:00.000,16268,0,32098,16449,0,44086.28,0.0,151502.56,18093.9,0.0,19884.96,233567.7
06458_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06458,Boys & Girls Clubs in Texas,Private Non Profit Organization,Private Nonprofit,13,4,,TRAVIS,14,0,14,2024-08-01T00:00:00.000,1347,0,1955,649,0,3650.37,0.0,9227.6,713.9,0.0,1298.59,14890.46
06480_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06480,South Texas Juvenile Diabetes Association,Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,2,0,2,2024-06-01T00:00:00.000,325,0,2400,2071,0,880.75,0.0,11328.0,2278.1,0.0,1548.53,16035.38
06480_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06480,South Texas Juvenile Diabetes Association,Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,2,0,2,2024-07-01T00:00:00.000,138,0,2140,1906,0,373.98,0.0,10100.8,2096.6,0.0,1348.18,13919.56
06533_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06533,THE SWEETWATER HOUSE OF PEACE,Private Non Profit Organization,Private Nonprofit,14,1,,NOLAN,1,0,1,2024-06-01T00:00:00.000,0,0,1784,0,0,0.0,0.0,8420.48,0.0,0.0,878.62,9299.1
06533_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06533,THE SWEETWATER HOUSE OF PEACE,Private Non Profit Organization,Private Nonprofit,14,1,,NOLAN,1,0,1,2024-07-01T00:00:00.000,0,0,1519,0,0,0.0,0.0,7169.68,0.0,0.0,748.11,7917.79
06533_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06533,THE SWEETWATER HOUSE OF PEACE,Private Non Profit Organization,Private Nonprofit,14,1,,NOLAN,1,0,1,2024-08-01T00:00:00.000,0,0,140,0,0,0.0,0.0,660.8,0.0,0.0,68.95,729.75
06670_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06670,"Healthy Kids and Teens of South Texas, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,5,0,5,2024-06-01T00:00:00.000,4247,0,6890,0,0,11509.37,0.0,32520.8,0.0,0.0,4529.4,48559.57
06670_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06670,"Healthy Kids and Teens of South Texas, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,5,0,5,2024-07-01T00:00:00.000,4771,0,8790,0,0,12929.41,0.0,41488.8,0.0,0.0,5605.32,60023.53
06670_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06670,"Healthy Kids and Teens of South Texas, Inc.",Private Non Profit Organization,Private Nonprofit,1,5,,HIDALGO,5,0,5,2024-08-01T00:00:00.000,2638,0,3124,0,0,7148.98,0.0,14745.28,0.0,0.0,2244.24,24138.5
06975_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06975,Education Potential Verified,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,1,0,1,2024-05-01T00:00:00.000,0,0,50,85,0,0.0,0.0,236.0,93.5,0.0,29.43,358.93
06975_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06975,Education Potential Verified,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,65,0,65,2024-06-01T00:00:00.000,10842,0,34243,6209,0,29381.82,0.0,161626.96,6829.9,0.0,16995.51,214834.19
06975_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06975,Education Potential Verified,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,65,0,65,2024-07-01T00:00:00.000,9473,0,39815,5115,0,25671.83,0.0,187926.8,5626.5,0.0,18874.24,238099.37
06975_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,06975,Education Potential Verified,Private Non Profit Organization,Private Nonprofit,10,2,,DALLAS,49,0,49,2024-08-01T00:00:00.000,483,0,9009,455,0,1308.93,0.0,42522.48,500.5,0.0,3844.11,48176.02
07014_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07014,Vision Ministries Community Church,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,6,0,6,2024-06-01T00:00:00.000,1625,0,1648,0,0,4403.75,0.0,7778.56,0.0,0.0,1246.33,13428.64
07014_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07014,Vision Ministries Community Church,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,5,0,5,2024-07-01T00:00:00.000,3537,0,3560,0,0,9585.27,0.0,16803.2,0.0,0.0,2699.45,29087.92
07014_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07014,Vision Ministries Community Church,Private Non Profit Organization,Private Nonprofit,4,3,,HARRIS,5,0,5,2024-08-01T00:00:00.000,1093,0,1093,0,0,2962.03,0.0,5158.96,0.0,0.0,830.68,8951.67
07122_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07122,"Harvest Texarkana Regional Food Bank, Inc.",Private Non Profit Organization,Private Nonprofit,8,2,,BOWIE,2,0,2,2024-05-01T00:00:00.000,0,0,661,0,0,0.0,0.0,3119.92,0.0,0.0,320.51,3440.43
07122_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07122,"Harvest Texarkana Regional Food Bank, Inc.",Private Non Profit Organization,Private Nonprofit,8,2,,BOWIE,2,0,2,2024-06-01T00:00:00.000,0,0,2787,0,0,0.0,0.0,13154.64,0.0,0.0,1348.26,14502.9
07122_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07122,"Harvest Texarkana Regional Food Bank, Inc.",Private Non Profit Organization,Private Nonprofit,8,2,,BOWIE,2,0,2,2024-07-01T00:00:00.000,0,0,2508,0,0,0.0,0.0,11837.76,0.0,0.0,1224.47,13062.23
07122_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07122,"Harvest Texarkana Regional Food Bank, Inc.",Private Non Profit Organization,Private Nonprofit,8,2,,BOWIE,1,0,1,2024-08-01T00:00:00.000,0,0,93,0,0,0.0,0.0,438.96,0.0,0.0,45.8,484.76
07125_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07125,Boys & Girls Clubs of Greater Tarrant County Inc.,Private Non Profit Organization,Private Nonprofit,11,2,,TARRANT,8,0,8,2024-06-01T00:00:00.000,0,0,15379,16785,0,0.0,0.0,72588.88,18463.5,0.0,9840.14,100892.52
07125_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07125,Boys & Girls Clubs of Greater Tarrant County Inc.,Private Non Profit Organization,Private Nonprofit,11,2,,TARRANT,8,0,8,2024-07-01T00:00:00.000,0,0,17012,19409,0,0.0,0.0,80296.64,21349.9,0.0,10998.63,112645.17
07125_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07125,Boys & Girls Clubs of Greater Tarrant County Inc.,Private Non Profit Organization,Private Nonprofit,11,2,,TARRANT,8,0,8,2024-08-01T00:00:00.000,0,0,3130,3307,0,0.0,0.0,14773.6,3637.7,0.0,1987.98,20399.28
07141_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07141,Texas A&M University-Kingsville,Educational Institution,Nonresidential Summer Camp,2,5,,KLEBERG,1,0,1,2024-06-01T00:00:00.000,0,0,1068,0,0,0.0,0.0,5040.96,0.0,0.0,525.99,5566.95
07179_5_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07179,"Journeys Of The Heart, Inc.",Private Non Profit Organization,Private Nonprofit,7,2,,SMITH,1,0,1,2024-05-01T00:00:00.000,219,0,260,0,0,593.49,0.0,1227.2,0.0,0.0,186.63,2007.32
07179_6_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07179,"Journeys Of The Heart, Inc.",Private Non Profit Organization,Private Nonprofit,7,2,,SMITH,3,0,3,2024-06-01T00:00:00.000,3564,0,3627,0,0,9658.44,0.0,17119.44,0.0,0.0,2739.67,29517.55
07179_7_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07179,"Journeys Of The Heart, Inc.",Private Non Profit Organization,Private Nonprofit,7,2,,SMITH,22,0,22,2024-07-01T00:00:00.000,4314,0,17432,13933,0,11690.94,0.0,82279.04,15326.3,0.0,11620.22,120916.5
07179_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07179,"Journeys Of The Heart, Inc.",Private Non Profit Organization,Private Nonprofit,7,2,,SMITH,15,0,15,2024-08-01T00:00:00.000,302,0,1741,1570,0,818.42,0.0,8217.52,1727.0,0.0,1150.18,11913.12
07194_8_2024_SUMMERSFSPCEREIMBURSEMENTS,2023-2024,SUMMERSFSPCEREIMBURSEMENTS,07194,"HARVEST FOR THE HUNGRY, INC.",Private Non Profit Organization,Private Nonprofit,4,3,,BRAZOS,1,0,1,2024-08-01T00:00:00.000,0,0,60,60,0,0.0,0.0,283.2,66.0,0.0,37.65,386.85
