odprecid,programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,adminreimbursement,totalreimbursement
00011_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,003-903,ANGELINA,8,0,8,2025-06-01T00:00:00.000,8231,0,15392,0,0,23129.11,0.0,75266.88,0.0,0.0,10172.5,108568.49
00011_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00011,LUFKIN ISD,Educational Institution,School Food Authority,7,3,003-903,ANGELINA,6,0,6,2025-07-01T00:00:00.000,1669,0,2816,0,0,4689.89,0.0,13770.24,0.0,0.0,1906.35,20366.48
00021_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00021,CHARLOTTE ISD,Educational Institution,School Food Authority,20,4,007-901,ATASCOSA,1,0,1,2025-06-01T00:00:00.000,846,0,1070,0,0,2377.26,0.0,5232.3,0.0,0.0,783.15,8392.71
00029_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00029,MULESHOE ISD,Educational Institution,School Food Authority,17,1,009-901,BAILEY,1,0,1,2025-05-01T00:00:00.000,48,0,49,0,0,134.88,0.0,239.61,0.0,0.0,38.43,412.92
00029_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00029,MULESHOE ISD,Educational Institution,School Food Authority,17,1,009-901,BAILEY,3,0,3,2025-06-01T00:00:00.000,1327,0,1292,0,0,3728.87,0.0,6317.88,0.0,0.0,1030.39,11077.14
00033_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00033,ELGIN ISD,Educational Institution,School Food Authority,13,4,011-902,BASTROP,2,0,2,2025-05-01T00:00:00.000,514,0,599,0,0,1444.34,0.0,2929.11,0.0,0.0,449.63,4823.08
00033_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00033,ELGIN ISD,Educational Institution,School Food Authority,13,4,011-902,BASTROP,2,0,2,2025-06-01T00:00:00.000,3769,0,4627,0,0,10590.89,0.0,22626.03,0.0,0.0,3417.24,36634.16
00050_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00050,TEMPLE ISD,Educational Institution,School Food Authority,12,2,014-909,BELL,6,0,6,2025-06-01T00:00:00.000,6220,0,13666,0,0,17478.2,0.0,66826.74,0.0,0.0,8729.88,93034.82
00050_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00050,TEMPLE ISD,Educational Institution,School Food Authority,12,2,014-909,BELL,3,0,3,2025-07-01T00:00:00.000,2873,0,7813,0,0,8073.13,0.0,38205.57,0.0,0.0,4801.42,51080.12
00050_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00050,TEMPLE ISD,Educational Institution,School Food Authority,12,2,014-909,BELL,1,0,1,2025-08-01T00:00:00.000,348,0,1109,0,0,977.88,0.0,5423.01,0.0,0.0,664.93,7065.82
00085_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00085,NORTH EAST ISD,Educational Institution,School Food Authority,20,4,015-910,BEXAR,5,0,5,2025-05-01T00:00:00.000,244,0,308,0,0,685.64,0.0,1506.12,0.0,0.0,225.56,2417.32
00085_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00085,NORTH EAST ISD,Educational Institution,School Food Authority,20,4,015-910,BEXAR,34,0,34,2025-06-01T00:00:00.000,31102,0,39545,0,0,87396.62,0.0,193375.05,0.0,0.0,28897.62,309669.29
00085_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00085,NORTH EAST ISD,Educational Institution,School Food Authority,20,4,015-910,BEXAR,26,0,26,2025-07-01T00:00:00.000,10791,0,13264,0,0,30322.71,0.0,64860.96,0.0,0.0,9792.3,104975.97
00087_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00087,SOUTHWEST ISD,Educational Institution,School Food Authority,20,4,015-912,BEXAR,4,0,4,2025-06-01T00:00:00.000,5883,0,9193,0,0,16531.23,0.0,44953.77,0.0,0.0,6343.94,67828.94
00087_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00087,SOUTHWEST ISD,Educational Institution,School Food Authority,20,4,015-912,BEXAR,3,0,3,2025-07-01T00:00:00.000,1741,0,4441,0,0,4892.21,0.0,21716.49,0.0,0.0,2759.14,29367.84
00087_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00087,SOUTHWEST ISD,Educational Institution,School Food Authority,20,4,015-912,BEXAR,2,0,2,2025-08-01T00:00:00.000,25,0,109,0,0,70.25,0.0,533.01,0.0,0.0,62.8,666.06
00138_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00138,SOMERVILLE ISD,Educational Institution,School Food Authority,6,3,026-902,BURLESON,1,0,1,2025-06-01T00:00:00.000,171,0,383,0,0,480.51,0.0,1872.87,0.0,0.0,243.74,2597.12
00171_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00171,HART ISD,Educational Institution,School Food Authority,16,1,035-902,CASTRO,1,0,1,2025-06-01T00:00:00.000,634,0,691,0,0,1781.54,0.0,3378.99,0.0,0.0,530.08,5690.61
00181_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00181,CHILDRESS ISD,Educational Institution,School Food Authority,16,1,038-901,CHILDRESS,1,0,1,2025-05-01T00:00:00.000,0,0,519,0,0,0.0,0.0,2537.91,0.0,0.0,265.99,2803.9
00181_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00181,CHILDRESS ISD,Educational Institution,School Food Authority,16,1,038-901,CHILDRESS,1,0,1,2025-06-01T00:00:00.000,0,0,2394,0,0,0.0,0.0,11706.66,0.0,0.0,1226.93,12933.59
00205_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00205,WYLIE ISD-WYLIE,Educational Institution,School Food Authority,10,2,043-914,COLLIN,1,0,1,2025-06-01T00:00:00.000,0,3015,2669,0,0,0.0,3437.1,13051.41,0.0,0.0,1789.96,18278.47
00222_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,2,0,2,2025-05-01T00:00:00.000,531,0,629,0,0,1492.11,0.0,3075.81,0.0,0.0,469.71,5037.63
00222_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00222,GAINESVILLE ISD,Educational Institution,School Food Authority,11,2,049-901,COOKE,4,0,4,2025-06-01T00:00:00.000,3016,0,5406,0,0,8474.96,0.0,26435.34,0.0,0.0,3607.52,38517.82
00224_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00224,VALLEY VIEW ISD-VALLEY VIEW,Educational Institution,School Food Authority,11,2,049-903,COOKE,2,0,2,2025-06-01T00:00:00.000,1417,0,1470,0,0,3981.77,0.0,7188.3,0.0,0.0,1146.6,12316.67
00224_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00224,VALLEY VIEW ISD-VALLEY VIEW,Educational Institution,School Food Authority,11,2,049-903,COOKE,2,0,2,2025-07-01T00:00:00.000,854,0,1319,0,0,2399.74,0.0,6449.91,0.0,0.0,912.98,9762.63
00224_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00224,VALLEY VIEW ISD-VALLEY VIEW,Educational Institution,School Food Authority,11,2,049-903,COOKE,2,0,2,2025-08-01T00:00:00.000,13,0,55,0,0,36.53,0.0,268.95,0.0,0.0,31.8,337.28
00279_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,23,0,23,2025-06-01T00:00:00.000,10812,0,23466,0,0,30381.72,0.0,114748.74,0.0,0.0,15026.66,160157.12
00279_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00279,GARLAND ISD,Educational Institution,School Food Authority,10,2,057-909,DALLAS,12,0,12,2025-07-01T00:00:00.000,1011,0,2245,0,0,2840.91,0.0,10978.05,0.0,0.0,1431.11,15250.07
00296_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00296,DENTON ISD,Educational Institution,School Food Authority,11,2,061-901,DENTON,9,0,9,2025-05-01T00:00:00.000,1260,0,1770,0,0,3540.6,0.0,8655.3,0.0,0.0,1256.78,13452.68
00296_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00296,DENTON ISD,Educational Institution,School Food Authority,11,2,061-901,DENTON,14,0,14,2025-06-01T00:00:00.000,12691,0,16469,0,0,35661.71,0.0,80533.41,0.0,0.0,11962.11,128157.23
00296_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00296,DENTON ISD,Educational Institution,School Food Authority,11,2,061-901,DENTON,10,0,10,2025-07-01T00:00:00.000,2876,0,4588,0,0,8081.56,0.0,22435.32,0.0,0.0,3149.44,33666.32
00296_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00296,DENTON ISD,Educational Institution,School Food Authority,11,2,061-901,DENTON,2,0,2,2025-08-01T00:00:00.000,422,0,784,0,0,1185.82,0.0,3833.76,0.0,0.0,518.91,5538.49
00298_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00298,PILOT POINT ISD,Educational Institution,School Food Authority,11,2,061-903,DENTON,3,0,3,2025-06-01T00:00:00.000,3228,0,3226,0,0,9070.68,0.0,15775.14,0.0,0.0,2549.1,27394.92
00307_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00307,CUERO ISD,Educational Institution,School Food Authority,3,3,062-901,DEWITT,1,0,1,2025-05-01T00:00:00.000,574,0,574,0,0,1612.94,0.0,2806.86,0.0,0.0,453.47,4873.27
00307_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00307,CUERO ISD,Educational Institution,School Food Authority,3,3,062-901,DEWITT,1,0,1,2025-06-01T00:00:00.000,11433,0,11433,0,0,32126.73,0.0,55907.37,0.0,0.0,9032.07,97066.17
00307_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00307,CUERO ISD,Educational Institution,School Food Authority,3,3,062-901,DEWITT,1,0,1,2025-07-01T00:00:00.000,11294,0,11294,0,0,31736.14,0.0,55227.66,0.0,0.0,8922.27,95886.07
00307_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00307,CUERO ISD,Educational Institution,School Food Authority,3,3,062-901,DEWITT,1,0,1,2025-08-01T00:00:00.000,450,0,450,0,0,1264.5,0.0,2200.5,0.0,0.0,355.51,3820.51
00333_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00333,FERRIS ISD,Educational Institution,School Food Authority,10,2,070-905,ELLIS,1,0,1,2025-06-01T00:00:00.000,587,0,972,0,0,1649.47,0.0,4753.08,0.0,0.0,661.04,7063.59
00338_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00338,RED OAK ISD,Educational Institution,School Food Authority,10,2,070-911,ELLIS,2,0,2,2025-06-01T00:00:00.000,3379,0,4033,0,0,9494.99,0.0,19721.37,0.0,0.0,3004.58,32220.94
00345_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00345,CLINT ISD,Educational Institution,School Food Authority,19,1,071-901,EL PASO,1,0,1,2025-05-01T00:00:00.000,176,0,129,0,0,494.56,0.0,630.81,0.0,0.0,114.95,1240.32
00345_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00345,CLINT ISD,Educational Institution,School Food Authority,19,1,071-901,EL PASO,14,0,14,2025-06-01T00:00:00.000,11876,0,11368,0,0,33371.56,0.0,55589.52,0.0,0.0,9121.69,98082.77
00345_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00345,CLINT ISD,Educational Institution,School Food Authority,19,1,071-901,EL PASO,1,0,1,2025-07-01T00:00:00.000,176,0,222,0,0,494.56,0.0,1085.58,0.0,0.0,162.62,1742.76
00349_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,14,0,14,2025-06-01T00:00:00.000,10731,0,13933,0,0,30154.11,0.0,68132.37,0.0,0.0,10118.51,108404.99
00349_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00349,YSLETA ISD,Educational Institution,School Food Authority,19,1,071-905,EL PASO,2,0,2,2025-07-01T00:00:00.000,253,0,464,0,0,710.93,0.0,2268.96,0.0,0.0,308.01,3287.9
00403_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,9,0,9,2025-06-01T00:00:00.000,10443,0,12925,0,0,29344.83,0.0,63203.25,0.0,0.0,9521.99,102070.07
00403_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,7,0,7,2025-07-01T00:00:00.000,4061,0,5506,0,0,11411.41,0.0,26924.34,0.0,0.0,3948.76,42284.51
00403_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,School Food Authority,4,3,084-902,GALVESTON,1,0,1,2025-08-01T00:00:00.000,414,0,553,0,0,1163.34,0.0,2704.17,0.0,0.0,398.3,4265.81
00418_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00418,NIXON-SMILEY CONS ISD,Educational Institution,School Food Authority,13,3,089-903,GONZALES,1,0,1,2025-06-01T00:00:00.000,843,0,1059,0,0,2368.83,0.0,5178.51,0.0,0.0,776.67,8324.01
00418_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00418,NIXON-SMILEY CONS ISD,Educational Institution,School Food Authority,13,3,089-903,GONZALES,1,0,1,2025-07-01T00:00:00.000,449,0,496,0,0,1261.69,0.0,2425.44,0.0,0.0,378.8,4065.93
00448_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,6,0,6,2025-06-01T00:00:00.000,11757,0,15849,1737,0,33037.17,0.0,77501.61,1980.18,0.0,11628.36,124147.32
00448_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,6,0,6,2025-07-01T00:00:00.000,6187,0,8953,1639,0,17385.47,0.0,43780.17,1868.46,0.0,6534.76,69568.86
00448_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00448,SEGUIN ISD,Educational Institution,School Food Authority,13,4,094-901,GUADALUPE,4,0,4,2025-08-01T00:00:00.000,1044,0,1150,64,0,2933.64,0.0,5623.5,72.96,0.0,888.05,9518.15
00457_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00457,MEMPHIS ISD,Educational Institution,School Food Authority,16,1,096-904,HALL,1,0,1,2025-06-01T00:00:00.000,158,0,207,0,0,443.98,0.0,1012.23,0.0,0.0,149.94,1606.15
00514_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00514,ALIEF ISD,Educational Institution,School Food Authority,4,3,101-903,HARRIS,1,0,1,2025-05-01T00:00:00.000,54,0,74,0,0,151.74,0.0,361.86,0.0,0.0,52.92,566.52
00514_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00514,ALIEF ISD,Educational Institution,School Food Authority,4,3,101-903,HARRIS,24,0,24,2025-06-01T00:00:00.000,52960,0,116552,0,0,148817.6,0.0,569939.28,0.0,0.0,74429.3,793186.18
00514_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00514,ALIEF ISD,Educational Institution,School Food Authority,4,3,101-903,HARRIS,8,0,8,2025-07-01T00:00:00.000,2460,0,2874,0,0,6912.6,0.0,14053.86,0.0,0.0,2155.58,23122.04
00514_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00514,ALIEF ISD,Educational Institution,School Food Authority,4,3,101-903,HARRIS,1,0,1,2025-08-01T00:00:00.000,5,0,2,0,0,14.05,0.0,9.78,0.0,0.0,2.42,26.25
00515_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00515,CHANNELVIEW ISD,Educational Institution,School Food Authority,4,3,101-905,HARRIS,3,0,3,2025-06-01T00:00:00.000,5537,0,9014,0,0,15558.97,0.0,44078.46,0.0,0.0,6156.2,65793.63
00521_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00521,GOOSE CREEK CISD,Educational Institution,School Food Authority,4,3,101-911,HARRIS,21,0,21,2025-05-01T00:00:00.000,2081,0,5563,0,0,5847.61,0.0,27203.07,0.0,0.0,3428.52,36479.2
00521_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00521,GOOSE CREEK CISD,Educational Institution,School Food Authority,4,3,101-911,HARRIS,26,0,26,2025-06-01T00:00:00.000,5191,0,17265,0,0,14586.71,0.0,84425.85,0.0,0.0,10288.81,109301.37
00521_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00521,GOOSE CREEK CISD,Educational Institution,School Food Authority,4,3,101-911,HARRIS,16,0,16,2025-07-01T00:00:00.000,916,0,4735,0,0,2573.96,0.0,23154.15,0.0,0.0,2680.88,28408.99
00521_8_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00521,GOOSE CREEK CISD,Educational Institution,School Food Authority,4,3,101-911,HARRIS,12,0,12,2025-08-01T00:00:00.000,200,0,2009,0,0,562.0,0.0,9824.01,0.0,0.0,1085.11,11471.12
00524_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00524,KATY ISD,Educational Institution,School Food Authority,4,3,101-914,HARRIS,4,0,4,2025-05-01T00:00:00.000,1592,0,1791,0,0,4473.52,0.0,8757.99,0.0,0.0,1359.67,14591.18
00524_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00524,KATY ISD,Educational Institution,School Food Authority,4,3,101-914,HARRIS,8,0,8,2025-06-01T00:00:00.000,15165,0,32056,0,0,42613.65,0.0,156753.84,0.0,0.0,20636.99,220004.48
00524_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00524,KATY ISD,Educational Institution,School Food Authority,4,3,101-914,HARRIS,4,0,4,2025-07-01T00:00:00.000,43,0,7012,0,0,120.83,0.0,34288.68,0.0,0.0,3605.58,38015.09
00531_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00531,SHELDON ISD,Educational Institution,School Food Authority,4,3,101-924,HARRIS,7,0,7,2025-06-01T00:00:00.000,5624,0,8048,0,0,15803.44,0.0,39354.72,0.0,0.0,5679.34,60837.5
00531_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00531,SHELDON ISD,Educational Institution,School Food Authority,4,3,101-924,HARRIS,4,0,4,2025-07-01T00:00:00.000,1179,0,1915,0,0,3312.99,0.0,9364.35,0.0,0.0,1308.61,13985.95
00615_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00615,FT HANCOCK ISD,Educational Institution,School Food Authority,19,1,115-901,HUDSPETH,1,0,1,2025-05-01T00:00:00.000,442,0,554,0,0,1242.02,0.0,2709.06,0.0,0.0,406.59,4357.67
00615_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00615,FT HANCOCK ISD,Educational Institution,School Food Authority,19,1,115-901,HUDSPETH,1,0,1,2025-06-01T00:00:00.000,2042,0,2123,0,0,5738.02,0.0,10381.47,0.0,0.0,1654.7,17774.19
00665_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00665,CLEBURNE ISD,Educational Institution,School Food Authority,11,2,126-903,JOHNSON,1,0,1,2025-06-01T00:00:00.000,1696,0,2176,0,0,4765.76,0.0,10640.64,0.0,0.0,1585.84,16992.24
00665_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00665,CLEBURNE ISD,Educational Institution,School Food Authority,11,2,126-903,JOHNSON,1,0,1,2025-07-01T00:00:00.000,1518,0,2742,0,0,4265.58,0.0,13408.38,0.0,0.0,1826.53,19500.49
00686_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00686,TERRELL ISD,Educational Institution,School Food Authority,10,2,129-906,KAUFMAN,4,0,4,2025-06-01T00:00:00.000,3222,0,5013,0,0,9053.82,0.0,24513.57,0.0,0.0,3463.27,37030.66
00686_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00686,TERRELL ISD,Educational Institution,School Food Authority,10,2,129-906,KAUFMAN,2,0,2,2025-07-01T00:00:00.000,235,0,379,0,0,660.35,0.0,1853.31,0.0,0.0,259.45,2773.11
00714_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00714,SUDAN ISD,Educational Institution,School Food Authority,17,1,140-908,LAMB,1,0,1,2025-06-01T00:00:00.000,0,0,287,0,0,0.0,0.0,1403.43,0.0,0.0,147.09,1550.52
00772_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00772,PALACIOS ISD,Educational Institution,School Food Authority,3,3,158-905,MATAGORDA,1,0,1,2025-05-01T00:00:00.000,0,0,10,0,0,0.0,0.0,48.9,0.0,0.0,5.13,54.03
00772_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00772,PALACIOS ISD,Educational Institution,School Food Authority,3,3,158-905,MATAGORDA,1,0,1,2025-06-01T00:00:00.000,523,0,985,0,0,1469.63,0.0,4816.65,0.0,0.0,649.94,6936.22
00774_5_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00774,EAGLE PASS ISD,Educational Institution,School Food Authority,20,4,159-901,MAVERICK,1,0,1,2025-05-01T00:00:00.000,0,0,607,0,0,0.0,0.0,2968.23,0.0,0.0,311.09,3279.32
00774_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00774,EAGLE PASS ISD,Educational Institution,School Food Authority,20,4,159-901,MAVERICK,8,0,8,2025-06-01T00:00:00.000,20331,0,35073,0,0,57130.11,0.0,171506.97,0.0,0.0,23616.76,252253.84
00774_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00774,EAGLE PASS ISD,Educational Institution,School Food Authority,20,4,159-901,MAVERICK,3,0,3,2025-07-01T00:00:00.000,14524,0,14524,0,0,40812.44,0.0,71022.36,0.0,0.0,11473.96,123308.76
00777_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00777,LOHN ISD,Educational Institution,School Food Authority,15,4,160-905,MCCULLOCH,1,0,1,2025-06-01T00:00:00.000,44,0,124,0,0,123.64,0.0,606.36,0.0,0.0,75.76,805.76
00802_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00802,NATALIA ISD,Educational Institution,School Food Authority,20,4,163-903,MEDINA,3,0,3,2025-06-01T00:00:00.000,1283,190,2054,0,0,3605.23,216.6,10044.06,0.0,0.0,1435.31,15301.2
00802_7_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00802,NATALIA ISD,Educational Institution,School Food Authority,20,4,163-903,MEDINA,1,0,1,2025-07-01T00:00:00.000,1,0,61,0,0,2.81,0.0,298.29,0.0,0.0,31.54,332.64
00876_6_2025_SUMMERSFSPCEREIMBURSEMENTS,2024-2025,SUMMERSFSPCEREIMBURSEMENTS,00876,FLOUR BLUFF ISD,Educational Institution,School Food Authority,2,5,178-914,NUECES,1,0,1,2025-06-01T00:00:00.000,3040,0,3863,0,0,8542.4,0.0,18890.07,0.0,0.0,2823.39,30255.86
