programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfasttotal,breakfastadp,amsnackdays,amsnacktotal,amsnackadp,lunchdays,lunchtotal,lunchadp,pmsnackdays,pmsnacktotal,pmsnackadp,supperdays,suppertotal,supperadp
2018-2019,SUMMERSSOCLAIMS,00459,HAMILTON ISD,Educational Institution,Public,12,2,0102,ANN WHITNEY EL,097-902,HAMILTON,HAMILTON,2019-06-01T00:00:00.000,16,363,22.69,0,0,0,16,925,57.81,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00459,HAMILTON ISD,Educational Institution,Public,12,2,0102,ANN WHITNEY EL,097-902,HAMILTON,HAMILTON,2019-07-01T00:00:00.000,4,70,17.5,0,0,0,4,71,17.75,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00461,GRUVER ISD,Educational Institution,Public,16,1,0101,GRUVER EL,098-901,HANSFORD,HANSFORD,2019-05-01T00:00:00.000,0,0,0,0,0,0,3,10,3.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00461,GRUVER ISD,Educational Institution,Public,16,1,0101,GRUVER EL,098-901,HANSFORD,HANSFORD,2019-06-01T00:00:00.000,0,0,0,0,0,0,9,143,15.89,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00463,SPEARMAN ISD,Educational Institution,Public,16,1,0101,GUS BIRDWELL EL,098-904,HANSFORD,HANSFORD,2019-05-01T00:00:00.000,4,194,48.5,0,0,0,4,264,66,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00463,SPEARMAN ISD,Educational Institution,Public,16,1,0101,GUS BIRDWELL EL,098-904,HANSFORD,HANSFORD,2019-06-01T00:00:00.000,15,728,48.53,0,0,0,15,963,64.2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00466,KOUNTZE ISD,Educational Institution,Public,5,3,0042,KOUNTZE INTERMEDIATE,100-903,HARDIN,HARDIN,2019-06-01T00:00:00.000,0,0,0,0,0,0,16,977,61.06,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00474,ASSN. FOR THE ADVANCEMENT OF MEXICAN AMERICANS,Educational Institution,Charter,4,3,0001,GEORGE I SANCHEZ CHARTER	GEORGE I SANCHEZ H S,101-804,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,551,34.44,0,0,0,16,1713,107.06,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00474,ASSN. FOR THE ADVANCEMENT OF MEXICAN AMERICANS,Educational Institution,Charter,4,3,0004,GEORGE I SANCHEZ CHARTER	GEORGE I SANCHEZ NORTH,101-804,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,596,37.25,0,0,0,16,699,43.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00476,"TEJANO CENTER FOR COMMUNITY CONCERNS, INC.",Educational Institution,Charter,4,3,0042,HOUSTON STEM AND EARLY COLLEGE MIDDLE,101-806,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,4775,298.44,0,0,0,16,6276,392.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00476,"TEJANO CENTER FOR COMMUNITY CONCERNS, INC.",Educational Institution,Charter,4,3,0042,HOUSTON STEM AND EARLY COLLEGE MIDDLE,101-806,HARRIS,HARRIS,2019-07-01T00:00:00.000,7,1167,166.71,0,0,0,7,1680,240,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00476,"TEJANO CENTER FOR COMMUNITY CONCERNS, INC.",Educational Institution,Charter,4,3,0101,BROWNSVILLE RAUL YZAGUIRRE STEM SCHOLARS PREP,101-806,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,852,53.25,0,0,0,16,1151,71.94,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00479,ACADEMY OF ACCELERATED LEARNING INC,Educational Institution,Charter,4,3,0001,ACADEMY OF ACCELERATED LEARNING,101-810,HARRIS,HARRIS,2019-06-01T00:00:00.000,20,1181,59.05,0,0,0,20,2005,100.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00479,ACADEMY OF ACCELERATED LEARNING INC,Educational Institution,Charter,4,3,0002,ACADEMY OF ACCELERATED LEARNING,101-810,HARRIS,HARRIS,2019-06-01T00:00:00.000,20,1071,53.55,0,0,0,20,1724,86.2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00484,AMIGOS POR VIDA--FRIENDS FOR LIFE,Educational Institution,Charter,4,3,0001,AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER SCHOOL,101-819,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,1461,91.31,0,0,0,16,1646,102.88,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00488,"HOUSTON GATEWAY ACADEMY, INC.",Educational Institution,Charter,4,3,0101,"HOUSTON GATEWAY ACADEMY, EVERGREEN",101-828,HARRIS,HARRIS,2019-06-01T00:00:00.000,20,1815,90.75,0,0,0,20,4000,200,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0001,YES PREP - SOUTHEAST CAMPUS,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,8,135,16.88,0,0,0,8,266,33.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0001,YES PREP - SOUTHEAST CAMPUS,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0001,YES PREP - SOUTHEAST CAMPUS,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,38,12.67,0,0,0,3,277,92.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0002,YES PREP - SOUTHWEST CAMPUS,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,495,30.94,0,0,0,16,1131,70.69,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0002,YES PREP - SOUTHWEST CAMPUS,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,7,62,8.86,0,0,0,6,87,14.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0002,YES PREP - SOUTHWEST CAMPUS,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,68,22.67,0,0,0,3,690,230,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0003,YES PREP - EAST END CAMPUS,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,183,11.44,0,0,0,16,350,21.88,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0003,YES PREP - EAST END CAMPUS,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,7,60,8.57,0,0,0,7,117,16.71,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0003,YES PREP - EAST END CAMPUS,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,137,45.67,0,0,0,3,429,143,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0004,YES PREP - GULFTON,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,139,8.69,0,0,0,16,401,25.06,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0004,YES PREP - GULFTON,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,5,14,2.8,0,0,0,5,23,4.6,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0004,YES PREP - GULFTON,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,169,56.33,0,0,0,3,420,140,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0005,YES PREP PUBLIC SCHOOL-WEST,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,20,278,13.9,0,0,0,20,717,35.85,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0005,YES PREP PUBLIC SCHOOL-WEST,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,18,83,4.61,0,0,0,21,278,13.24,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0005,YES PREP PUBLIC SCHOOL-WEST,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,272,90.67,0,0,0,3,531,177,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0006,YES PREP - BRAYS OAKS,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,220,13.75,0,0,0,16,279,17.44,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0006,YES PREP - BRAYS OAKS,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,7,45,6.43,0,0,0,7,92,13.14,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0006,YES PREP - BRAYS OAKS,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,78,26,0,0,0,3,353,117.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0007,YES PREP NORTHSIDE,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,20,962,48.1,0,0,0,20,1844,92.2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0007,YES PREP NORTHSIDE,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,7,47,6.71,0,0,0,6,98,16.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0007,YES PREP NORTHSIDE,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,92,30.67,0,0,0,3,537,179,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0008,YES PREP - 5TH WARD,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,381,23.81,0,0,0,16,617,38.56,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0008,YES PREP - 5TH WARD,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,7,146,20.86,0,0,0,6,200,33.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0008,YES PREP - 5TH WARD,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,108,36,0,0,0,3,341,113.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0009,YES PREP WHITE OAK,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,128,8,0,0,0,16,245,15.31,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0009,YES PREP WHITE OAK,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,7,53,7.57,0,0,0,5,41,8.2,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0009,YES PREP WHITE OAK,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,127,42.33,0,0,0,3,346,115.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0010,YES PREP NORTH FOREST,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,20,211,10.55,0,0,0,20,446,22.3,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0010,YES PREP NORTH FOREST,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,8,58,7.25,0,0,0,6,95,15.83,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0010,YES PREP NORTH FOREST,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,211,70.33,0,0,0,3,509,169.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0011,YES PREP - SOUTHSIDE,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,200,12.5,0,0,0,16,485,30.31,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0011,YES PREP - SOUTHSIDE,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,7,83,11.86,0,0,0,7,125,17.86,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0011,YES PREP - SOUTHSIDE,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,78,26,0,0,0,3,366,122,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0012,YES Prep Northline,101-845,HARRIS,HARRIS,2019-06-01T00:00:00.000,8,66,8.25,0,0,0,8,300,37.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0012,YES Prep Northline,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,86,28.67,0,0,0,3,311,103.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0013,YES Prep Northwest,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,56,18.67,0,0,0,3,270,90,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0014,YES Prep Hobby,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,81,27,0,0,0,3,327,109,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0101,YES PREP - NORTH CENTRAL CAMPUS,101-845,HARRIS,HARRIS,2019-07-01T00:00:00.000,5,112,22.4,0,0,0,5,438,87.6,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00496,"YES PREP PUBLIC SCHOOLS, INC.",Educational Institution,Charter,4,3,0101,YES PREP - NORTH CENTRAL CAMPUS,101-845,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,65,21.67,0,0,0,3,293,97.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0002,CARVER CONT ED CTR,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,376,19.79,0,0,0,19,576,30.32,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0003,MACARTHUR H S,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,1886,99.26,0,0,0,19,3940,207.37,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0004,EISENHOWER H S,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,1258,66.21,0,0,0,19,2024,106.53,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0004,EISENHOWER H S,101-902,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,79,26.33,0,0,0,3,203,67.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0005,NIMITZ H S,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,1937,101.95,0,0,0,19,3193,168.05,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0008,VICTORY EARLY COLLEGE H S,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,699,43.69,0,0,0,16,1199,74.94,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0012,DAVIS H S ALDINE,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,2781,146.37,0,0,0,19,4781,251.63,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0013,W. T. HALL CENTER FOR EDUCATION,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,250,13.16,0,0,0,19,512,26.95,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0014,BLANSON CTE HIGH,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,1115,58.68,0,0,0,19,1636,86.11,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0014,BLANSON CTE HIGH,101-902,HARRIS,HARRIS,2019-07-01T00:00:00.000,1,25,25,0,0,0,1,140,140,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0014,BLANSON CTE HIGH,101-902,HARRIS,HARRIS,2019-08-01T00:00:00.000,1,36,36,0,0,0,1,106,106,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0042,DREW MIDDLE,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,771,64.25,0,0,0,12,1489,124.08,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0042,DREW MIDDLE,101-902,HARRIS,HARRIS,2019-07-01T00:00:00.000,0,0,0,0,0,0,7,55,7.86,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0046,HOFFMAN MIDDLE,101-902,HARRIS,HARRIS,2019-08-01T00:00:00.000,3,208,69.33,0,0,0,3,553,184.33,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0047,SHOTWELL MIDDLE,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,993,82.75,0,0,0,12,1652,137.67,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0048,T S GRANTHAM MIDDLE,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,1210,100.83,0,0,0,12,2001,166.75,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0052,VERNON AND KATHY LEWIS MIDDLE SCHOOL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,1161,96.75,0,0,0,12,2124,177,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0053,GARCIA MIDDLE SCHOOL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,970,80.83,0,0,0,12,1653,137.75,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0054,JONES MIDDLE SCHOOL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,1315,109.58,0,0,0,12,2490,207.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0055,MEAD MIDDLE SCHOOL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,859,71.58,0,0,0,12,2210,184.17,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0062,HOUSTON ACADEMY,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,135,135
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0081,ALDINE NINTH GRADE SCHOOL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,2324,122.32,0,0,0,19,3618,190.42,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0082,DAVIS NINTH GRADE,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,1903,100.16,0,0,0,19,2662,140.11,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0083,MACARTHUR NINTH GRADE SCHOOL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,1290,67.89,0,0,0,19,2548,134.11,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0084,EISENHOWER NINTH GRADE SCHOOL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,1175,61.84,0,0,0,19,1909,100.47,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0085,NIMITZ NINTH GRADE SCHOOL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,1280,67.37,0,0,0,19,1574,82.84,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0090,ALDINE EDUCATION CENTER,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,19,495,26.05,0,0,0,19,828,43.58,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0090,ALDINE EDUCATION CENTER,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,36,36
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0101,ANDERSON ACADEMY,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,1354,112.83,0,0,0,12,2859,238.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0101,ANDERSON ACADEMY,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,231,231
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0103,CARROLL ELEMENTARY,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,168,168
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0104,VERSA REECE ACADEMY,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,62,62
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0105,FRANCIS EL,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,153,153
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0107,CARTER ELEMENTARY,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,1205,100.42,0,0,0,12,2533,211.08,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0107,CARTER ELEMENTARY,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,79,79
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0108,LANE SCH,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,8,173,21.63,0,0,0,8,176,22,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0108,LANE SCH,101-902,HARRIS,HARRIS,2019-07-01T00:00:00.000,15,468,31.2,0,0,0,15,481,32.07,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0108,LANE SCH,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0111,OLESON EL,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,12,1663,138.58,0,0,0,12,2977,248.08,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0111,OLESON EL,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,206,206
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0112,ORANGE GROVE EL,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,253,253
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0113,RAYMOND ELEMENTARY,101-902,HARRIS,HARRIS,2019-06-01T00:00:00.000,16,1709,106.81,0,0,0,16,3318,207.38,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0113,RAYMOND ELEMENTARY,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,245,245
2018-2019,SUMMERSSOCLAIMS,00513,ALDINE ISD,Educational Institution,Public,4,3,0115,ODOM EL,101-902,HARRIS,HARRIS,2019-09-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
