programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00683,KAUFMAN ISD,Educational Institution,Public,10,2,129-903,KAUFMAN,3,2019-06-01T00:00:00.000,2562,0,3618,0,0,5482.6800,0,12265.0200,0,0,17747.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00694,INGRAM ISD,Educational Institution,Public,20,4,133-904,KERR,1,2019-06-01T00:00:00.000,704,0,870,0,0,1506.5600,0,2949.3000,0,0,4455.8600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00698,KINGSVILLE ISD,Educational Institution,Public,2,5,137-901,KLEBERG,6,2019-06-01T00:00:00.000,6103,0,5320,0,0,12805.2700,0,18034.8000,0,0,30840.0700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00707,PARIS ISD,Educational Institution,Public,8,2,139-909,LAMAR,17,2019-06-01T00:00:00.000,2175,0,7301,0,0,4654.5000,0,24750.3900,0,0,29404.8900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00707,PARIS ISD,Educational Institution,Public,8,2,139-909,LAMAR,15,2019-07-01T00:00:00.000,1343,0,5230,0,0,2954.6000,0,18305.0000,0,0,21259.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00707,PARIS ISD,Educational Institution,Public,8,2,139-909,LAMAR,1,2019-08-01T00:00:00.000,0,0,11,0,0,0,0,38.5000,0,0,38.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00715,LAMPASAS ISD,Educational Institution,Public,12,2,141-901,LAMPASAS,1,2019-05-01T00:00:00.000,190,0,168,0,0,406.6000,0,569.5200,0,0,976.1200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00715,LAMPASAS ISD,Educational Institution,Public,12,2,141-901,LAMPASAS,1,2019-06-01T00:00:00.000,2134,0,3010,0,0,4566.7600,0,10203.9000,0,0,14770.6600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00715,LAMPASAS ISD,Educational Institution,Public,12,2,141-901,LAMPASAS,1,2019-07-01T00:00:00.000,616,0,1161,0,0,1355.2000,0,4063.5000,0,0,5418.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00716,LOMETA ISD,Educational Institution,Public,12,2,141-902,LAMPASAS,1,2019-05-01T00:00:00.000,100,0,158,0,0,214.0000,0,535.6200,0,0,749.6200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00716,LOMETA ISD,Educational Institution,Public,12,2,141-902,LAMPASAS,1,2019-06-01T00:00:00.000,546,0,765,0,0,1168.4400,0,2593.3500,0,0,3761.7900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00716,LOMETA ISD,Educational Institution,Public,12,2,141-902,LAMPASAS,1,2019-07-01T00:00:00.000,29,0,50,0,0,63.8000,0,175.0000,0,0,238.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00717,COTULLA ISD,Educational Institution,Public,20,4,142-901,LA SALLE,3,2019-06-01T00:00:00.000,3370,0,3990,0,0,7211.8000,0,13526.1000,0,0,20737.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00717,COTULLA ISD,Educational Institution,Public,20,4,142-901,LA SALLE,2,2019-07-01T00:00:00.000,1194,0,1815,0,0,2626.8000,0,6352.5000,0,0,8979.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00726,DIME BOX ISD,Educational Institution,Public,13,4,144-903,LEE,1,2019-06-01T00:00:00.000,0,0,175,0,0,0,0,593.2500,0,0,593.2500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00736,HULL-DAISETTA ISD,Educational Institution,Public,5,3,146-905,LIBERTY,1,2019-06-01T00:00:00.000,1657,0,1661,0,0,3545.9800,0,5630.7900,0,0,9176.7700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00736,HULL-DAISETTA ISD,Educational Institution,Public,5,3,146-905,LIBERTY,1,2019-07-01T00:00:00.000,452,0,381,0,0,994.4000,0,1333.5000,0,0,2327.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00737,LIBERTY ISD,Educational Institution,Public,5,3,146-906,LIBERTY,1,2019-06-01T00:00:00.000,898,0,1238,0,0,1921.7200,0,4196.8200,0,0,6118.5400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00737,LIBERTY ISD,Educational Institution,Public,5,3,146-906,LIBERTY,1,2019-07-01T00:00:00.000,1331,0,1159,0,0,2928.2000,0,4056.5000,0,0,6984.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00741,MEXIA ISD,Educational Institution,Public,12,2,147-903,LIMESTONE,2,2019-06-01T00:00:00.000,2486,0,2948,70,0,5320.0400,0,9993.7200,63.7000,0,15377.4600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00741,MEXIA ISD,Educational Institution,Public,12,2,147-903,LIMESTONE,2,2019-07-01T00:00:00.000,752,0,592,43,0,1654.4000,0,2072.0000,40.4200,0,3766.8200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00746,GEORGE WEST ISD,Educational Institution,Public,2,5,149-901,LIVE OAK,1,2019-06-01T00:00:00.000,533,0,704,0,0,954.0700,0,2386.5600,0,0,3340.6300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00747,THREE RIVERS ISD,Educational Institution,Public,2,5,149-902,LIVE OAK,1,2019-06-01T00:00:00.000,527,0,1219,0,0,1127.7800,0,4132.4100,0,0,5260.1900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00748,LLANO ISD,Educational Institution,Public,13,4,150-901,LLANO,2,2019-06-01T00:00:00.000,0,0,1011,0,0,0,0,3427.2900,0,0,3427.2900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00751,LUBBOCK ISD,Educational Institution,Public,17,1,152-901,LUBBOCK,12,2019-05-01T00:00:00.000,78,0,182,0,0,166.9200,0,616.9800,0,0,783.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00751,LUBBOCK ISD,Educational Institution,Public,17,1,152-901,LUBBOCK,32,2019-06-01T00:00:00.000,4140,0,11741,0,0,8772.4500,0,39801.9900,0,0,48574.4400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00751,LUBBOCK ISD,Educational Institution,Public,17,1,152-901,LUBBOCK,20,2019-07-01T00:00:00.000,2444,0,7172,0,0,5376.8000,0,25102.0000,0,0,30478.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00751,LUBBOCK ISD,Educational Institution,Public,17,1,152-901,LUBBOCK,16,2019-08-01T00:00:00.000,100,0,425,0,0,220.0000,0,1487.5000,0,0,1707.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00755,FRENSHIP ISD,Educational Institution,Public,17,1,152-907,LUBBOCK,5,2019-06-01T00:00:00.000,920,0,4012,0,0,1968.8000,0,13600.6800,0,0,15569.4800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00755,FRENSHIP ISD,Educational Institution,Public,17,1,152-907,LUBBOCK,3,2019-07-01T00:00:00.000,0,0,1711,0,0,0,0,5988.5000,0,0,5988.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00755,FRENSHIP ISD,Educational Institution,Public,17,1,152-907,LUBBOCK,3,2019-08-01T00:00:00.000,0,0,147,0,0,0,0,514.5000,0,0,514.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00763,MADISONVILLE CONS ISD,Educational Institution,Public,6,3,154-901,MADISON,1,2019-06-01T00:00:00.000,2222,0,2701,0,0,4755.0800,0,9156.3900,0,0,13911.4700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00763,MADISONVILLE CONS ISD,Educational Institution,Public,6,3,154-901,MADISON,1,2019-07-01T00:00:00.000,33,0,21,0,0,72.6000,0,73.5000,0,0,146.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00770,TIDEHAVEN ISD,Educational Institution,Public,3,3,158-902,MATAGORDA,1,2019-06-01T00:00:00.000,291,340,0,0,0,622.7400,309.4000,0,0,0,932.1400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00773,VAN VLECK ISD,Educational Institution,Public,3,3,158-906,MATAGORDA,1,2019-05-01T00:00:00.000,0,32,0,0,0,0,29.1200,0,0,0,29.1200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00773,VAN VLECK ISD,Educational Institution,Public,3,3,158-906,MATAGORDA,1,2019-06-01T00:00:00.000,0,80,0,0,0,0,72.8000,0,0,0,72.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00775,BRADY ISD,Educational Institution,Public,15,4,160-901,MCCULLOCH,1,2019-06-01T00:00:00.000,1343,0,1381,0,0,2874.0200,0,4681.5900,0,0,7555.6100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00775,BRADY ISD,Educational Institution,Public,15,4,160-901,MCCULLOCH,1,2019-07-01T00:00:00.000,393,0,401,0,0,864.6000,0,1403.5000,0,0,2268.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00778,ECONOMIC OPPORTUNITIES ADVANCEMENT CORP of PLANNING REGION XII,Educational Institution,Charter,12,2,161-801,MCLENNAN,1,2019-06-01T00:00:00.000,241,0,354,0,0,515.7400,0,1200.0600,0,0,1715.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00782,MIDWAY ISD-WACO,Educational Institution,Public,12,2,161-903,MCLENNAN,3,2019-06-01T00:00:00.000,926,0,1484,0,0,1981.6400,0,5001.0800,0,0,6982.7200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00782,MIDWAY ISD-WACO,Educational Institution,Public,12,2,161-903,MCLENNAN,1,2019-07-01T00:00:00.000,11,0,49,0,0,24.2000,0,170.5200,0,0,194.7200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00783,LA VEGA ISD,Educational Institution,Public,12,2,161-906,MCLENNAN,6,2019-06-01T00:00:00.000,2531,0,6245,0,0,5416.3400,0,21170.5500,0,0,26586.8900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00783,LA VEGA ISD,Educational Institution,Public,12,2,161-906,MCLENNAN,4,2019-07-01T00:00:00.000,314,0,2069,0,0,690.8000,0,7241.5000,0,0,7932.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00785,MART ISD,Educational Institution,Public,12,2,161-908,MCLENNAN,1,2019-06-01T00:00:00.000,555,0,541,0,0,1187.7000,0,1833.9900,0,0,3021.6900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00786,MCGREGOR ISD,Educational Institution,Public,12,2,161-909,MCLENNAN,1,2019-06-01T00:00:00.000,1829,0,854,0,0,3914.0600,0,2895.0600,0,0,6809.1200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00787,MOODY ISD,Educational Institution,Public,12,2,161-910,MCLENNAN,1,2019-06-01T00:00:00.000,432,0,531,0,0,924.4800,0,1800.0900,0,0,2724.5700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00787,MOODY ISD,Educational Institution,Public,12,2,161-910,MCLENNAN,1,2019-07-01T00:00:00.000,258,0,266,0,0,567.6000,0,931.0000,0,0,1498.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00787,MOODY ISD,Educational Institution,Public,12,2,161-910,MCLENNAN,1,2019-08-01T00:00:00.000,509,0,446,0,0,1119.8000,0,1561.0000,0,0,2680.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00794,CONNALLY ISD,Educational Institution,Public,12,2,161-921,MCLENNAN,3,2019-06-01T00:00:00.000,1320,0,1962,0,0,2824.8000,0,6651.1800,0,0,9475.9800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00794,CONNALLY ISD,Educational Institution,Public,12,2,161-921,MCLENNAN,2,2019-07-01T00:00:00.000,136,0,313,0,0,299.2000,0,1095.5000,0,0,1394.7000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00794,CONNALLY ISD,Educational Institution,Public,12,2,161-921,MCLENNAN,1,2019-08-01T00:00:00.000,14,0,8,0,0,30.8000,0,28.0000,0,0,58.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00800,DEVINE ISD,Educational Institution,Public,20,4,163-901,MEDINA,1,2019-06-01T00:00:00.000,175,0,370,0,0,374.5000,0,1254.3000,0,0,1628.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00809,CAMERON ISD,Educational Institution,Public,6,2,166-901,MILAM,2,2019-06-01T00:00:00.000,0,0,1337,0,0,0,0,4532.4300,0,0,4532.4300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00809,CAMERON ISD,Educational Institution,Public,6,2,166-901,MILAM,1,2019-07-01T00:00:00.000,0,0,701,0,0,0,0,2453.5000,0,0,2453.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00809,CAMERON ISD,Educational Institution,Public,6,2,166-901,MILAM,1,2019-08-01T00:00:00.000,0,0,51,0,0,0,0,178.5000,0,0,178.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00812,ROCKDALE ISD,Educational Institution,Public,6,2,166-904,MILAM,2,2019-05-01T00:00:00.000,135,0,178,0,0,288.9000,0,603.4200,0,0,892.3200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00812,ROCKDALE ISD,Educational Institution,Public,6,2,166-904,MILAM,2,2019-06-01T00:00:00.000,1208,0,1733,0,0,2585.1200,0,5874.8700,0,0,8459.9900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00814,BUCKHOLTS ISD,Educational Institution,Public,6,2,166-907,MILAM,1,2019-06-01T00:00:00.000,328,0,436,0,0,701.9200,0,1478.0400,0,0,2179.9600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00822,BOWIE ISD,Educational Institution,Public,9,2,169-901,MONTAGUE,1,2019-06-01T00:00:00.000,201,0,329,0,0,430.1400,0,1115.3100,0,0,1545.4500
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00823,NOCONA ISD,Educational Institution,Public,9,2,169-902,MONTAGUE,1,2019-07-01T00:00:00.000,203,0,715,0,0,446.6000,0,2502.5000,0,0,2949.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00823,NOCONA ISD,Educational Institution,Public,9,2,169-902,MONTAGUE,1,2019-08-01T00:00:00.000,0,0,44,0,0,0,0,154.0000,0,0,154.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00829,"TEXAS SERENITY ACADEMY (CONROE,TX)",Educational Institution,Charter,4,3,170-801,MONTGOMERY,1,2019-06-01T00:00:00.000,0,0,367,0,0,0,0,1244.1300,0,0,1244.1300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00832,WILLIS ISD,Educational Institution,Public,6,3,170-904,MONTGOMERY,1,2019-06-01T00:00:00.000,815,0,1409,0,0,1744.1000,0,4776.5100,0,0,6520.6100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00832,WILLIS ISD,Educational Institution,Public,6,3,170-904,MONTGOMERY,1,2019-07-01T00:00:00.000,118,0,125,0,0,259.6000,0,437.5000,0,0,697.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00834,SPLENDORA ISD,Educational Institution,Public,6,3,170-907,MONTGOMERY,1,2019-06-01T00:00:00.000,1242,0,1597,0,0,2657.8800,0,5413.8300,0,0,8071.7100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00835,NEW CANEY ISD,Educational Institution,Public,6,3,170-908,MONTGOMERY,2,2019-06-01T00:00:00.000,5695,0,5556,0,0,12187.3000,0,18834.8400,0,0,31022.1400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00835,NEW CANEY ISD,Educational Institution,Public,6,3,170-908,MONTGOMERY,1,2019-07-01T00:00:00.000,144,0,144,0,0,316.8000,0,504.0000,0,0,820.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00837,SUNRAY ISD,Educational Institution,Public,16,1,171-902,MOORE,1,2019-05-01T00:00:00.000,0,0,28,0,0,0,0,94.9200,0,0,94.9200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00837,SUNRAY ISD,Educational Institution,Public,16,1,171-902,MOORE,1,2019-06-01T00:00:00.000,65,0,700,0,0,139.1000,0,2373.0000,0,0,2512.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00838,DAINGERFIELD-LONE STAR ISD,Educational Institution,Public,8,2,172-902,MORRIS,4,2019-06-01T00:00:00.000,539,0,1705,0,0,1153.4600,0,5779.9500,0,0,6933.4100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00838,DAINGERFIELD-LONE STAR ISD,Educational Institution,Public,8,2,172-902,MORRIS,1,2019-07-01T00:00:00.000,130,0,197,0,0,286.0000,0,689.5000,0,0,975.5000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00839,PEWITT CONS ISD,Educational Institution,Public,8,2,172-905,MORRIS,1,2019-06-01T00:00:00.000,305,0,461,0,0,652.7000,0,1562.7900,0,0,2215.4900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00852,DAWSON ISD,Educational Institution,Public,12,2,175-904,NAVARRO,1,2019-06-01T00:00:00.000,1147,0,1629,0,0,2454.5800,0,5522.3100,0,0,7976.8900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00852,DAWSON ISD,Educational Institution,Public,12,2,175-904,NAVARRO,1,2019-07-01T00:00:00.000,637,0,1003,0,0,1401.4000,0,3510.5000,0,0,4911.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00854,KERENS ISD,Educational Institution,Public,12,2,175-907,NAVARRO,1,2019-06-01T00:00:00.000,480,0,701,0,0,1027.2000,0,2376.3900,0,0,3403.5900
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00856,RICE ISD,Educational Institution,Public,12,2,175-911,NAVARRO,1,2019-06-01T00:00:00.000,910,0,1569,0,0,1947.4000,0,5318.9100,0,0,7266.3100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00857,BURKEVILLE ISD,Educational Institution,Public,5,3,176-901,NEWTON,1,2019-06-01T00:00:00.000,0,0,827,0,0,0,0,2803.5300,0,0,2803.5300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00857,BURKEVILLE ISD,Educational Institution,Public,5,3,176-901,NEWTON,1,2019-07-01T00:00:00.000,0,0,78,0,0,0,0,273.0000,0,0,273.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00858,NEWTON ISD,Educational Institution,Public,5,3,176-902,NEWTON,2,2019-05-01T00:00:00.000,1114,0,1520,0,0,2383.9600,0,5152.8000,0,0,7536.7600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00866,AGUA DULCE ISD,Educational Institution,Public,2,5,178-901,NUECES,1,2019-06-01T00:00:00.000,343,0,574,0,0,734.0200,0,1945.8600,0,0,2679.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00868,CALALLEN ISD,Educational Institution,Public,2,5,178-903,NUECES,2,2019-06-01T00:00:00.000,1763,0,2794,0,0,3772.8200,0,9415.7800,0,0,13188.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00868,CALALLEN ISD,Educational Institution,Public,2,5,178-903,NUECES,1,2019-07-01T00:00:00.000,1017,0,1205,0,0,2237.4000,0,4193.4000,0,0,6430.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00868,CALALLEN ISD,Educational Institution,Public,2,5,178-903,NUECES,1,2019-08-01T00:00:00.000,75,0,99,0,0,165.0000,0,344.5200,0,0,509.5200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00869,CORPUS CHRISTI ISD,Educational Institution,Public,2,5,178-904,NUECES,31,2019-06-01T00:00:00.000,15778,0,29342,2050,0,33764.9200,0,99469.3800,1865.5000,0,135099.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00869,CORPUS CHRISTI ISD,Educational Institution,Public,2,5,178-904,NUECES,20,2019-07-01T00:00:00.000,5217,0,13120,2530,0,11477.4000,0,45920.0000,2378.2000,0,59775.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00869,CORPUS CHRISTI ISD,Educational Institution,Public,2,5,178-904,NUECES,7,2019-08-01T00:00:00.000,483,0,1163,805,0,1062.6000,0,4070.5000,756.7000,0,5889.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00870,DRISCOLL ISD,Educational Institution,Public,2,5,178-905,NUECES,1,2019-06-01T00:00:00.000,1028,0,1260,0,0,2199.9200,0,4271.4000,0,0,6471.3200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00876,FLOUR BLUFF ISD,Educational Institution,Public,2,5,178-914,NUECES,1,2019-06-01T00:00:00.000,3394,0,5165,0,0,7263.1600,0,17509.3500,0,0,24772.5100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00876,FLOUR BLUFF ISD,Educational Institution,Public,2,5,178-914,NUECES,1,2019-07-01T00:00:00.000,1533,0,2493,0,0,3372.6000,0,8725.5000,0,0,12098.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00876,FLOUR BLUFF ISD,Educational Institution,Public,2,5,178-914,NUECES,1,2019-08-01T00:00:00.000,137,0,112,0,0,301.4000,0,392.0000,0,0,693.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00877,WEST OSO ISD,Educational Institution,Public,2,5,178-915,NUECES,2,2019-06-01T00:00:00.000,4243,0,4699,0,0,9080.0200,0,15929.6100,0,0,25009.6300
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00877,WEST OSO ISD,Educational Institution,Public,2,5,178-915,NUECES,2,2019-07-01T00:00:00.000,238,0,266,0,0,523.6000,0,931.0000,0,0,1454.6000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00885,VIDOR ISD,Educational Institution,Public,5,3,181-907,ORANGE,5,2019-06-01T00:00:00.000,1470,0,3192,0,0,3145.8000,0,10820.8800,0,0,13966.6800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00887,GORDON ISD,Educational Institution,Public,11,2,182-901,PALO PINTO,1,2019-06-01T00:00:00.000,0,0,94,0,0,0,0,318.6600,0,0,318.6600
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00888,GRAFORD ISD,Educational Institution,Public,11,2,182-902,PALO PINTO,1,2019-06-01T00:00:00.000,0,0,566,0,0,0,0,1918.7400,0,0,1918.7400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00889,MINERAL WELLS ISD,Educational Institution,Public,11,2,182-903,PALO PINTO,5,2019-05-01T00:00:00.000,360,0,818,0,0,770.4000,0,2773.0200,0,0,3543.4200
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00889,MINERAL WELLS ISD,Educational Institution,Public,11,2,182-903,PALO PINTO,6,2019-06-01T00:00:00.000,4396,0,6173,0,0,9407.4400,0,20926.4700,0,0,30333.9100
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00889,MINERAL WELLS ISD,Educational Institution,Public,11,2,182-903,PALO PINTO,4,2019-07-01T00:00:00.000,504,0,2022,0,0,1108.8000,0,7077.0000,0,0,8185.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00898,SPRINGTOWN ISD,Educational Institution,Public,11,2,184-902,PARKER,1,2019-06-01T00:00:00.000,282,0,468,0,0,603.4800,0,1586.5200,0,0,2190.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00899,WEATHERFORD ISD,Educational Institution,Public,11,2,184-903,PARKER,5,2019-06-01T00:00:00.000,1731,0,5036,0,0,3704.3400,0,17072.0400,0,0,20776.3800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00899,WEATHERFORD ISD,Educational Institution,Public,11,2,184-903,PARKER,5,2019-07-01T00:00:00.000,845,0,3980,0,0,1859.0000,0,13930.0000,0,0,15789.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00910,FORT STOCKTON ISD,Educational Institution,Public,18,1,186-902,PECOS,3,2019-06-01T00:00:00.000,1219,0,2186,0,0,2400.7600,0,7410.5400,0,0,9811.3000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00916,LIVINGSTON ISD,Educational Institution,Public,6,3,187-907,POLK,4,2019-06-01T00:00:00.000,1909,0,1879,0,0,4085.2600,0,6369.8100,0,0,10455.0700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00916,LIVINGSTON ISD,Educational Institution,Public,6,3,187-907,POLK,1,2019-07-01T00:00:00.000,636,0,28,0,0,1399.2000,0,98.0000,0,0,1497.2000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00917,ONALASKA ISD,Educational Institution,Public,6,3,187-910,POLK,1,2019-06-01T00:00:00.000,1133,0,1704,0,0,2424.6200,0,5776.5600,0,0,8201.1800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00922,MARFA ISD,Educational Institution,Public,18,1,189-901,PRESIDIO,1,2019-06-01T00:00:00.000,610,0,652,0,0,1305.4000,0,2210.2800,0,0,3515.6800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00927,HILL COUNTRY YOUTH RANCH,Educational Institution,Charter,20,4,193-801,REAL,2,2019-06-01T00:00:00.000,789,0,776,0,0,1688.4600,0,2630.6400,0,0,4319.1000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00927,HILL COUNTRY YOUTH RANCH,Educational Institution,Charter,20,4,193-801,REAL,2,2019-07-01T00:00:00.000,1574,0,1366,0,0,3462.8000,0,4781.0000,0,0,8243.8000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00927,HILL COUNTRY YOUTH RANCH,Educational Institution,Charter,20,4,193-801,REAL,2,2019-08-01T00:00:00.000,377,0,442,0,0,829.4000,0,1547.0000,0,0,2376.4000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00928,LEAKEY ISD,Educational Institution,Public,20,4,193-902,REAL,1,2019-06-01T00:00:00.000,18,0,74,0,0,38.5200,0,250.8600,0,0,289.3800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00932,DETROIT ISD,Educational Institution,Public,8,2,194-905,RED RIVER,1,2019-05-01T00:00:00.000,0,0,43,0,0,0,0,145.7700,0,0,145.7700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00932,DETROIT ISD,Educational Institution,Public,8,2,194-905,RED RIVER,1,2019-06-01T00:00:00.000,0,0,123,0,0,0,0,416.9700,0,0,416.9700
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00937,REFUGIO ISD,Educational Institution,Public,3,5,196-903,REFUGIO,1,2019-07-01T00:00:00.000,1492,0,1493,0,0,3282.4000,0,5225.5000,0,0,8507.9000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00944,ROCKWALL ISD,Educational Institution,Public,10,2,199-901,ROCKWALL,2,2019-06-01T00:00:00.000,1968,0,5116,0,0,4211.5200,0,17240.9200,0,0,21452.4400
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00944,ROCKWALL ISD,Educational Institution,Public,10,2,199-901,ROCKWALL,2,2019-07-01T00:00:00.000,108,0,4255,0,0,237.6000,0,14807.4000,0,0,15045.0000
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00944,ROCKWALL ISD,Educational Institution,Public,10,2,199-901,ROCKWALL,2,2019-08-01T00:00:00.000,0,0,331,0,0,0,0,1151.8800,0,0,1151.8800
2018-2019,SUMMERSSOCEREIMBURSEMENTS,00946,BALLINGER ISD,Educational Institution,Public,15,1,200-901,RUNNELS,1,2019-06-01T00:00:00.000,497,0,649,0,0,1063.5800,0,2200.1100,0,0,3263.6900
