cesiteid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,cecounty,sitecounty,claimdate,breakfastdays,breakfast,secondbreakfast,breakfasttotal,amsnackdays,amsnack,secondamsnack,amsnacktotal,lunchdays,lunch,secondlunch,lunchtotal,pmsnackdays,pmsnack,secondpmsnack,pmsnacktotal,supperdays,supper,secondsupper,suppertotal,totalsnacks,totalmeals_snacks
00045-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00045,BELTON ISD,Educational Institution,School Food Authority,12,2,1201,BELTON CHRISTIAN YOUTH CENTER,BELL,BELL,2018-08-01T00:00:00.000,8,849,0,849,0,0,0,0,8,1058,0,1058,0,0,0,0,0,0,0,0,0,1907
00046-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00046,HOLLAND ISD,Educational Institution,School Food Authority,12,2,1201,HOLLAND ISD CAFETERIA,BELL,BELL,2018-05-01T00:00:00.000,3,8,0,8,0,0,0,0,3,33,0,33,0,0,0,0,0,0,0,0,0,41
00046-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00046,HOLLAND ISD,Educational Institution,School Food Authority,12,2,1201,HOLLAND ISD CAFETERIA,BELL,BELL,2018-06-01T00:00:00.000,21,827,0,827,0,0,0,0,21,939,0,939,0,0,0,0,0,0,0,0,0,1766
00047-0004,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0004,GATEWAY H S,BELL,BELL,2018-06-01T00:00:00.000,12,187,0,187,0,0,0,0,12,192,0,192,0,0,0,0,0,0,0,0,0,379
00047-0004,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0004,GATEWAY H S,BELL,BELL,2018-07-01T00:00:00.000,8,108,0,108,0,0,0,0,8,117,0,117,0,0,0,0,0,0,0,0,0,225
00047-0006,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0006,PATHWAY ACADEMIC,BELL,BELL,2018-06-01T00:00:00.000,14,561,0,561,0,0,0,0,14,1348,0,1348,0,0,0,0,0,0,0,0,0,1909
00047-0006,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0006,PATHWAY ACADEMIC,BELL,BELL,2018-07-01T00:00:00.000,14,483,0,483,0,0,0,0,14,1192,3,1195,0,0,0,0,0,0,0,0,0,1678
00047-0008,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0008,SHOEMAKER HIGH SCHOOL,BELL,BELL,2018-06-01T00:00:00.000,14,2175,0,2175,0,0,0,0,14,1874,1,1875,0,0,0,0,0,0,0,0,0,4050
00047-0008,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0008,SHOEMAKER HIGH SCHOOL,BELL,BELL,2018-07-01T00:00:00.000,17,1264,0,1264,0,0,0,0,17,963,0,963,0,0,0,0,0,0,0,0,0,2227
00047-0008,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0008,SHOEMAKER HIGH SCHOOL,BELL,BELL,2018-08-01T00:00:00.000,2,300,0,300,0,0,0,0,2,258,0,258,0,0,0,0,0,0,0,0,0,558
00047-0044,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0044,MANOR MIDDLE,BELL,BELL,2018-06-01T00:00:00.000,18,244,0,244,0,0,0,0,18,1047,0,1047,0,0,0,0,0,0,0,0,0,1291
00047-0044,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0044,MANOR MIDDLE,BELL,BELL,2018-07-01T00:00:00.000,21,188,0,188,0,0,0,0,21,1401,0,1401,0,0,0,0,0,0,0,0,0,1589
00047-0044,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0044,MANOR MIDDLE,BELL,BELL,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,82,0,82,0,0,0,0,0,0,0,0,0,82
00047-0046,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0046,EASTERN HILLS MIDDLE,BELL,BELL,2018-06-01T00:00:00.000,12,1445,0,1445,0,0,0,0,12,5329,0,5329,0,0,0,0,0,0,0,0,0,6774
00047-0046,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0046,EASTERN HILLS MIDDLE,BELL,BELL,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,17,328,6,334,0,0,0,0,0,0,0,0,0,334
00047-0046,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0046,EASTERN HILLS MIDDLE,BELL,BELL,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,73,2,75,0,0,0,0,0,0,0,0,0,75
00047-0048,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0048,PALO ALTO MIDDLE,BELL,BELL,2018-06-01T00:00:00.000,12,1829,0,1829,0,0,0,0,12,4096,0,4096,0,0,0,0,0,0,0,0,0,5925
00047-0048,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0048,PALO ALTO MIDDLE,BELL,BELL,2018-07-01T00:00:00.000,8,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
00047-0054,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0054,Roy J. Smith,BELL,BELL,2018-06-01T00:00:00.000,12,1565,1,1566,0,0,0,0,12,3534,1,3535,0,0,0,0,0,0,0,0,0,5101
00047-0103,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0103,EAST WARD EL,BELL,BELL,2018-06-01T00:00:00.000,12,1707,0,1707,0,0,0,0,12,2391,0,2391,0,0,0,0,0,0,0,0,0,4098
00047-0112,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0112,WEST WARD EL,BELL,BELL,2018-06-01T00:00:00.000,8,239,4,243,0,0,0,0,18,651,13,664,0,0,0,0,0,0,0,0,0,907
00047-0112,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0112,WEST WARD EL,BELL,BELL,2018-07-01T00:00:00.000,21,367,0,367,0,0,0,0,21,479,0,479,0,0,0,0,0,0,0,0,0,846
00047-0112,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0112,WEST WARD EL,BELL,BELL,2018-08-01T00:00:00.000,8,104,0,104,0,0,0,0,8,161,3,164,0,0,0,0,0,0,0,0,0,268
00047-0113,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0113,BELLAIRE EL,BELL,BELL,2018-06-01T00:00:00.000,18,912,0,912,0,0,0,0,18,1442,0,1442,0,0,0,0,0,0,0,0,0,2354
00047-0113,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0113,BELLAIRE EL,BELL,BELL,2018-07-01T00:00:00.000,21,841,0,841,0,0,0,0,21,1781,0,1781,0,0,0,0,0,0,0,0,0,2622
00047-0113,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0113,BELLAIRE EL,BELL,BELL,2018-08-01T00:00:00.000,8,143,0,143,0,0,0,0,8,485,0,485,0,0,0,0,0,0,0,0,0,628
00047-0120,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0120,WILLOW SPRINGS EL,BELL,BELL,2018-06-01T00:00:00.000,12,1970,0,1970,0,0,0,0,12,3294,0,3294,0,0,0,0,0,0,0,0,0,5264
00047-0120,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0120,WILLOW SPRINGS EL,BELL,BELL,2018-07-01T00:00:00.000,5,319,0,319,0,0,0,0,5,460,0,460,0,0,0,0,0,0,0,0,0,779
00047-0122,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0122,REECES CREEK EL,BELL,BELL,2018-06-01T00:00:00.000,12,1470,3,1473,0,0,0,0,12,2129,2,2131,0,0,0,0,0,0,0,0,0,3604
00047-0124,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0124,CEDAR VALLEY EL,BELL,BELL,2018-06-01T00:00:00.000,18,1448,0,1448,0,0,0,0,18,1891,0,1891,0,0,0,0,0,0,0,0,0,3339
00047-0124,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0124,CEDAR VALLEY EL,BELL,BELL,2018-07-01T00:00:00.000,21,1636,0,1636,0,0,0,0,21,1933,0,1933,0,0,0,0,0,0,0,0,0,3569
00047-0124,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0124,CEDAR VALLEY EL,BELL,BELL,2018-08-01T00:00:00.000,8,625,0,625,0,0,0,0,8,732,0,732,0,0,0,0,0,0,0,0,0,1357
00047-0126,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0126,VENABLE VILLAGE EL,BELL,BELL,2018-06-01T00:00:00.000,12,1399,0,1399,0,0,0,0,12,2170,0,2170,0,0,0,0,0,0,0,0,0,3569
00047-0127,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0127,TRIMMIER EL,BELL,BELL,2018-06-01T00:00:00.000,12,3460,5,3465,0,0,0,0,12,3835,0,3835,0,0,0,0,0,0,0,0,0,7300
00047-0127,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0127,TRIMMIER EL,BELL,BELL,2018-07-01T00:00:00.000,8,343,0,343,0,0,0,0,8,573,0,573,0,0,0,0,0,0,0,0,0,916
00047-0129,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0129,MAXDALE ELEMENTARY,BELL,BELL,2018-06-01T00:00:00.000,12,858,0,858,0,0,0,0,12,1995,8,2003,0,0,0,0,0,0,0,0,0,2861
00047-0130,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0130,IRA CROSS JR ELEMENTARY,BELL,BELL,2018-06-01T00:00:00.000,12,2010,5,2015,0,0,0,0,12,2587,51,2638,0,0,0,0,0,0,0,0,0,4653
00047-0130,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0130,IRA CROSS JR ELEMENTARY,BELL,BELL,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,17,484,1,485,0,0,0,0,0,0,0,0,0,485
00047-0130,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0130,IRA CROSS JR ELEMENTARY,BELL,BELL,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,86,1,87,0,0,0,0,0,0,0,0,0,87
00047-0135,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0135,SAEGERT ELEMENTARY,BELL,BELL,2018-06-01T00:00:00.000,12,2368,0,2368,0,0,0,0,12,2094,2,2096,0,0,0,0,0,0,0,0,0,4464
00047-0135,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0135,SAEGERT ELEMENTARY,BELL,BELL,2018-07-01T00:00:00.000,8,530,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530
00047-0137,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,0137,RICHARD E. CAVAZOS EL,BELL,BELL,2018-06-01T00:00:00.000,12,1606,3,1609,0,0,0,0,12,2659,28,2687,0,0,0,0,0,0,0,0,0,4296
00047-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1201,BRONCO YOUTH ACTIVITIES - FT HOOD,BELL,BELL,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,15,197,1,198,0,0,0,0,0,0,0,0,0,198
00047-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1201,BRONCO YOUTH ACTIVITIES - FT HOOD,BELL,BELL,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,234,0,234,0,0,0,0,0,0,0,0,0,234
00047-1201,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1201,BRONCO YOUTH ACTIVITIES - FT HOOD,BELL,BELL,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,8,204,0,204,0,0,0,0,0,0,0,0,0,204
00047-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1202,BOYS & GIRLS CLUB (WOODY HALL UNIT),BELL,BELL,2018-06-01T00:00:00.000,18,1739,0,1739,0,0,0,0,18,5037,0,5037,0,0,0,0,0,0,0,0,0,6776
00047-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1202,BOYS & GIRLS CLUB (WOODY HALL UNIT),BELL,BELL,2018-07-01T00:00:00.000,21,1733,0,1733,0,0,0,0,21,6565,0,6565,0,0,0,0,0,0,0,0,0,8298
00047-1202,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1202,BOYS & GIRLS CLUB (WOODY HALL UNIT),BELL,BELL,2018-08-01T00:00:00.000,8,537,0,537,0,0,0,0,8,2389,0,2389,0,0,0,0,0,0,0,0,0,2926
00047-1203,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1203,COMANCHE YOUTH ACTIVITIES FT HOOD,BELL,BELL,2018-06-01T00:00:00.000,15,279,0,279,0,0,0,0,15,589,7,596,0,0,0,0,0,0,0,0,0,875
00047-1203,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1203,COMANCHE YOUTH ACTIVITIES FT HOOD,BELL,BELL,2018-07-01T00:00:00.000,21,388,0,388,0,0,0,0,21,757,0,757,0,0,0,0,0,0,0,0,0,1145
00047-1203,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1203,COMANCHE YOUTH ACTIVITIES FT HOOD,BELL,BELL,2018-08-01T00:00:00.000,8,157,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
00047-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1204,HIGH CHAPARAL YOUTH CENTER,BELL,BELL,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,15,133,2,135,0,0,0,0,0,0,0,0,0,135
00047-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1204,HIGH CHAPARAL YOUTH CENTER,BELL,BELL,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,112,2,114,0,0,0,0,0,0,0,0,0,114
00047-1204,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1204,HIGH CHAPARAL YOUTH CENTER,BELL,BELL,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,8,33,0,33,0,0,0,0,0,0,0,0,0,33
00047-1205,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1205,Moss Rose Community Center,BELL,BELL,2018-06-01T00:00:00.000,15,305,0,305,0,0,0,0,15,564,0,564,0,0,0,0,0,0,0,0,0,869
00047-1205,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1205,Moss Rose Community Center,BELL,BELL,2018-07-01T00:00:00.000,21,292,0,292,0,0,0,0,21,549,0,549,0,0,0,0,0,0,0,0,0,841
00047-1205,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1205,Moss Rose Community Center,BELL,BELL,2018-08-01T00:00:00.000,8,107,0,107,0,0,0,0,8,135,0,135,0,0,0,0,0,0,0,0,0,242
00047-1214,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1214,BOY'S AND GIRL'S CLUB (AVENUE B),BELL,BELL,2018-06-01T00:00:00.000,18,1362,0,1362,0,0,0,0,18,1831,36,1867,0,0,0,0,0,0,0,0,0,3229
00047-1214,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1214,BOY'S AND GIRL'S CLUB (AVENUE B),BELL,BELL,2018-07-01T00:00:00.000,21,1575,0,1575,0,0,0,0,21,2416,1,2417,0,0,0,0,0,0,0,0,0,3992
00047-1214,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1214,BOY'S AND GIRL'S CLUB (AVENUE B),BELL,BELL,2018-08-01T00:00:00.000,8,600,0,600,0,0,0,0,8,969,0,969,0,0,0,0,0,0,0,0,0,1569
00047-1215,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1215,BOY'S AND GIRL'S CLUB (TEEN UNIT),BELL,BELL,2018-06-01T00:00:00.000,18,153,1,154,0,0,0,0,18,702,0,702,0,0,0,0,0,0,0,0,0,856
00047-1215,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1215,BOY'S AND GIRL'S CLUB (TEEN UNIT),BELL,BELL,2018-07-01T00:00:00.000,21,192,0,192,0,0,0,0,21,984,0,984,0,0,0,0,0,0,0,0,0,1176
00047-1215,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1215,BOY'S AND GIRL'S CLUB (TEEN UNIT),BELL,BELL,2018-08-01T00:00:00.000,8,115,0,115,0,0,0,0,8,574,0,574,0,0,0,0,0,0,0,0,0,689
00047-1216,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1216,KILLEEN RIDGE POINT APARTMENTS,BELL,BELL,2018-06-01T00:00:00.000,18,101,2,103,0,0,0,0,18,193,3,196,0,0,0,0,0,0,0,0,0,299
00047-1216,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1216,KILLEEN RIDGE POINT APARTMENTS,BELL,BELL,2018-07-01T00:00:00.000,21,141,3,144,0,0,0,0,21,217,4,221,0,0,0,0,0,0,0,0,0,365
00047-1216,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1216,KILLEEN RIDGE POINT APARTMENTS,BELL,BELL,2018-08-01T00:00:00.000,8,54,1,55,0,0,0,0,8,80,0,80,0,0,0,0,0,0,0,0,0,135
00047-1235,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1235,Village Fox Creek,BELL,BELL,2018-06-01T00:00:00.000,15,124,2,126,0,0,0,0,15,201,0,201,0,0,0,0,0,0,0,0,0,327
00047-1235,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1235,Village Fox Creek,BELL,BELL,2018-07-01T00:00:00.000,21,105,0,105,0,0,0,0,21,190,0,190,0,0,0,0,0,0,0,0,0,295
00047-1235,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1235,Village Fox Creek,BELL,BELL,2018-08-01T00:00:00.000,3,10,1,11,0,0,0,0,3,24,0,24,0,0,0,0,0,0,0,0,0,35
00047-1246,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1246,Unique CDC,BELL,BELL,2018-06-01T00:00:00.000,15,1292,0,1292,0,0,0,0,15,2411,0,2411,0,0,0,0,0,0,0,0,0,3703
00047-1246,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1246,Unique CDC,BELL,BELL,2018-07-01T00:00:00.000,21,1523,0,1523,0,0,0,0,21,2912,0,2912,0,0,0,0,0,0,0,0,0,4435
00047-1246,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1246,Unique CDC,BELL,BELL,2018-08-01T00:00:00.000,8,588,0,588,0,0,0,0,8,1170,0,1170,0,0,0,0,0,0,0,0,0,1758
00047-1248,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1248,Excellent Covenant World Outreach Ministries,BELL,BELL,2018-06-01T00:00:00.000,3,181,4,185,0,0,0,0,3,214,5,219,0,0,0,0,0,0,0,0,0,404
00047-1251,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1251,Montague Youth Center,BELL,CORYELL,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,5,49,0,49,0,0,0,0,0,0,0,0,0,49
00047-1251,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1251,Montague Youth Center,BELL,CORYELL,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,17,145,0,145,0,0,0,0,0,0,0,0,0,145
00047-1251,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,1251,Montague Youth Center,BELL,CORYELL,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,8,330,0,330,0,0,0,0,0,0,0,0,0,330
00522-0224,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00522,HOUSTON ISD,Educational Institution,School Food Authority,4,3,0224,RED EL,HARRIS,HARRIS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00047-4405,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4405,Harker Heights Teen Center,BELL,BELL,2018-06-01T00:00:00.000,5,88,0,88,0,0,0,0,15,243,0,243,0,0,0,0,0,0,0,0,0,331
00047-4405,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4405,Harker Heights Teen Center,BELL,BELL,2018-07-01T00:00:00.000,21,365,0,365,0,0,0,0,21,477,8,485,0,0,0,0,0,0,0,0,0,850
00047-4405,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4405,Harker Heights Teen Center,BELL,BELL,2018-08-01T00:00:00.000,8,116,0,116,0,0,0,0,8,149,0,149,0,0,0,0,0,0,0,0,0,265
00047-4409,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4409,Boys & Girls Club Parrie Haynes Ranch,BELL,BELL,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,17,137,2,139,0,0,0,0,0,0,0,0,0,139
00047-4409,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4409,Boys & Girls Club Parrie Haynes Ranch,BELL,BELL,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,155,3,158,0,0,0,0,0,0,0,0,0,158
00047-4409,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4409,Boys & Girls Club Parrie Haynes Ranch,BELL,BELL,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,53,1,54,0,0,0,0,0,0,0,0,0,54
00047-4413,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4413,Indian Trail Estates,BELL,BELL,2018-06-01T00:00:00.000,15,146,0,146,0,0,0,0,15,303,0,303,0,0,0,0,0,0,0,0,0,449
00047-4413,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4413,Indian Trail Estates,BELL,BELL,2018-07-01T00:00:00.000,9,27,0,27,0,0,0,0,9,166,0,166,0,0,0,0,0,0,0,0,0,193
00047-4417,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4417,Extreme Cheer and Tumble,BELL,BELL,2018-06-01T00:00:00.000,17,307,0,307,0,0,0,0,15,597,11,608,0,0,0,0,0,0,0,0,0,915
00047-4417,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4417,Extreme Cheer and Tumble,BELL,BELL,2018-07-01T00:00:00.000,21,269,0,269,0,0,0,0,21,685,13,698,0,0,0,0,0,0,0,0,0,967
00047-4417,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,00047,KILLEEN ISD,Educational Institution,School Food Authority,12,2,4417,Extreme Cheer and Tumble,BELL,BELL,2018-08-01T00:00:00.000,8,70,0,70,0,0,0,0,8,247,5,252,0,0,0,0,0,0,0,0,0,322
